great 	 spend 3 night hotel November 2008 refurbishment provide feedback site hotel contact assure problem rectifice agree stay visit year . true word problem sort return fabulous 4 night stay hotel . room excellent view Empire State Building , clean spacious door staff extremely helfpul , pleasant informative especially Tarek . I defintely stay future . 
 amazing hotel ! 	 Affinia amazing hotel stay whilst trip Big Apple . centrally locate , yet far enough hussle bussle . be far Grand central station ( attraction self ! ) get tube train easy . also Chrysler building doorstep . room could see Empire State lovely surprise . the room beatifully decorate , feel luxuary . bed ... wow bed ! ! comfortable , much look forward get end busy day .. pillow also good . bathroom also gorgeous ( seem odd say ! ) clean . housekeeping keep room immaculate , not see spot dust . bed change make every day . room service - poor not bother . food yuck - like cook 3 hour previously sit hot plate waiting bring , also expensive worth . instead go Scottys cafe open 24hours day locate short walk hotel ( go main enterance take right , cross road look leave will see , blue yellow ) . location ideal , short walk sight . walk hotel normal tourist site central park , Rockafeller . Empire State cool , yet Chrylser building Rockafeller building give amazing view Empire . empire build nightmare quee ! ! queue get , queue get security , queue get lift 80th floor , queue get another lift 86th ( observation ) get queue get . think spend 3 hour total queuing leave plenty time ! ! also Staute Liberty - make sure pre reserve go observation deck ( 2 week advance ) want go crown need reserve least 2 MONTHS advance ! also make sure cruise Hudson world yacht - amazing food amazing view ! hotel really good value money chic , classy brilliantly locate truely unforgettable experience ! 
 13 night Shelburne ... want leave ! ! 	 get back 2 week stay Affinia Shelburne . take husband New York surprise 50th birthday want more . stay queen suite 15th floor fantastic view Empire State Bldg New York skyline . fantastic balcony ( proper sized balcony , sit drink sunset watch city 's colour change ) heaven ! ! room spotless staff helpful especially Jada front desk jolly doorman ! ! location fantastic . New York 3 time far good location . safe walk around night problem walk fact everywhere New York with . even though Rooftop bar close go look view breathtaking . memorable birthday back next year stay Shelburne ! ! 
 everything expected 	 stay Shelburne 12 night good friend 50th birthday . picky real clean freak . have book standard room upgrade 15th floor suite ( balcony ! ) arrival . fabulous experience . hotel modern , clean quiet , plus great location . staff deal helpful , kind friendly - concierge houskeeping . great kitchen , load space include huge closet , bathroom lovely . spend age internet look reasonably price hotel NYC tick box - Shelburne . would stay recommend everyone . fabulous girlie birthday holiday NYC - thanks large part Shelburne . 
 lovely NYC experience 	 daughter stay Affinia Shelburne two night Thanksgiving Holiday . prior stay read trip advisor review want make sure could get room 2 bed . contact hotel directly tell request could make guarantee . notice assistant general manager respond trip advisor review decide contact request directly . e - mail answer day please guarantee room two bed . upon arrival greet extremely friendly doorman follow one pleasant reception clerk ever meet . wonderful treatment continue entire stay include every single person come contact ( housekeeping , maintenance staff hall , bellman , check ) . find extraordinary . travel NY many time meet friendly people every single person . room clean , bed comfortable nice workspace . restaurant next door ( get without go outside ) yummy breakfast . plus excellent location . would hesitate stay . 
 business model seem base generate repeat customer ... 	 fact : Booked Priceline reasonable price . greet front desk friendly helpful . notice small grafitti wall upon exit elevator floor . long something like wall 3.5 star hotel ? bad oman think . that nothing compare TOILET BRUSH , ( hopefully fall maintenance cart ) , hallway outside room . informed front desk take time remove , guess not bother . long would something like hallway 3.5 star hotel ? enter room use shower . exit shower happen look ceiling notice large 16 & quot ; pizza size miss piece plaster bed , loose material still attach . would real 3.5 star property room service ? think not . first call mention hole meet bad already shower use room approach . later call make front desk switch different room . . 30 minute initial TOILET BRUSH HALLWAY mention . Brush remove employee bring new room key . later mention problem Priceline meet denial Hotel . ( photo hole bed denial seem poor strategy . bottom line : not bid 3.5 star Priceline MTE may end here . the hotel seem mostly fill tour overseas one time Priceline buyer . stay away 
 Jan 3 2006 	 absolutely great Hotel comfort location 	 stay hotel base review give people site disappoint . boyfriend arrive 14th December , two hour early check - in time phone hotel advance let know . great store luggage wait , go sightseeing empire state building 5 minute away . come back reception staff friendly get us luggage room key . expect nice room get . two king size bed separate kitchenette bathroom , clean spacious , even though book king studio ! ! . even view empire state building third floor . room clean everyday high standard staff entire hotel helpful friendly . doormen particular nice talk we pass everyday . problem stay would highly recommend hotel anyone want good location ( sight within 10 block radius , easily walkable ) comfy stay . excellent ! ! ! : ) 
 Jan 2 2006 	 mediocre shelburne 	 book four night stay Shelburne two bederrom suite . base friend experience withprevious stay affinia chain . first good news . apartment spacious , clean , relatively well equip . bad news . room ready upon arrival check time check back . doorman sight upon arrival need search vehicle valet park . do promptly . guaranteeof type beedde inthe suite despite large space two queen bed fold sofa party marry couple teen girl 21 yr old son . needless say fold sofa bad oly young child could sleep it . they graciously bring we nice roll away bed . Thedecor ok , somewhat date . they we 4th floor street noise . one bit annoyance card key do not work interior door suite . need go front desk 11pmalong another customer similar problem . ride elevator someone unlock door . workout room basement next laundry . elegant , ok . Laslly , be not cheap . although 2 bedrrom suite ny hard come cost $ 650 / night tax so - so suite premium time period . 
 Dec 26 2005 	 nice stay 	 stay Shellburne begin Dec 15.We make reservation early spring year . request suite high floor . we keep call periodically try secure high floor suite . tell we time could guarantee make note it . we arrive early ( forgot check - in time late afternoon ) able bag store possible suite happen available . it corner unit high floor . not sure floor room look like come back -- definitely stay -- get corner suite . ( sure possible would ) price extremely high opinion , however , suite seem like two - bedroom apartment , complete entire kitchen , dining room , living room area , two decent size bedroom . one bedroom king size bed . bathroom small cold staff able get we portable heater make difference . would definitely stay actually , could suite . 
 Dec 22 2005 	 stay hotel ? ? ? 	 excite booked hotel read posting view website . upon check , give room 4th floor . room small outdate , not much problem . paint ceiling wall peel , toilet never stop & quot ; running & quot ; . bad fact wall paper thin people next room talk 2 am . could hear conversation room . give morning meeting , make hotel unbearable . also , ask wake call , never get . thankfully alarm clock work ! cost room , definitely worth ! ' ve stay holiday inn much nice . the staff nice location good need meeting . would prefer stay , though . 
 Dec 14 2005 	 dose realism 	 book hotel four night stay begin December 2005 base largely glow review post site . not expect perfection expect get . I make book back July 2005 make fairly simple request ; non - smoking , high floor , king bed view possible ( worth try ! ) . inform hotel would late arrival ( midnight ) re - confirm booking request 4 day arrival . well good . however , arrive hotel go downhill . clerk desk barely acknowledge we try put we second floor ( UK first floor ) room . point requirment high floor , could see clearly note booking form , grudingly put we 8th floor ( bear mind 16 floor hotel ) . help bag struggled room alone , find smoking floor . get room find small , poky room floor ( verify fire exit plan back door ) . window wide open ( minus 2 degree outside ) dust thick enough write name top tv ( ) . window small , let natural light day look onto wall . complain front desk tell room available . put . staff consistenly grumpy never acknowledge we upon enter leave hotel . check - out perfunctory say least . to fair , spend little time room serve purpose . however , read hyperbolic review site , expect want add view . bed comfy , kitchenette fine fridge , coffee maker ( coffee provide daily ) , toaster , microwave , crockery utensil . bathroom small functional . decor OK fitment little worn / outdated . anticpate . location good Rare restauarnt nice . tick staff surly none advcance request meet ( one ) . complain ( politely ) rebuff . Affinia send customer questionnaire detailed issue yet receive response . seem typical attitude . if book , need not afraid , bad hotel - 3 star , good location , comfy room reasonably well - equip . not expect wonder - every person luck view , friendly staff etc . , be one like , not ! 
 Dec 10 2005 	 Loved Shelburne ! 	 book hotel several recommendation people stay Affinia property NY . book two bedroom suite disappoint . four we plenty room move love lounge area long day shopping ! Kitchen well equip enjoy able buy basic provision take care instead eat time . corner suite front hotel little bit noisy night enough ruin stay . check little chaotic ( busy weekend NY December 2 - 4 ) commend staff enough handle tact diplomacy . minor setback checking vehicle would not start even 5 morning staff go way help we . highly recommend hotel would stay . 
 Nov 28 2005 	 Excellent Room Size New York ! 	 stay 5 night mid - November 2005 . slight downside location - tiny bit way intend close Times Square get around via subway . well still , travel Newark , save money taxi fee use Newark Liberty Airport Express - cost around $ 13 one - way drop short walk bus stop hotel . the room great . kitchen area microwave , fridge basic cutlery . be willing pay $ 10 day , access internet via WebTV . Tea Coffee make facility welcome sight . slightly noisy air con unit , bed comfy . some night little chilly room , air con / heater seem automatically determine warm thought , depend outside temperature . the lift tend little crowded time slow . advice use staircase low floor , often much quick . the staff could not helpful ( especially New York ) . get deal hotel , comes recommend . 
 Nov 25 2005 	 Great Stay 	 stay hotel 6 night September , purely base review website disappoint . hotel staff always keen willing help anyway could . room clean spacious . great location lot deli restaurant within close walking distance , Grand Central subway station 5 minute road . would definetly recommend hotel look somewhere stay ny . 
 Nov 22 2005 	 good stay 	 stay Shelburne ING NYC Marathon week definiteky good choice . stay week , want hotel kitchen room , choice . room definitely big , nice living room big room two queen size bed . bed definitely confortable sleep well . bathroom not big comfortable , shower work well never run warm water . furniture new absolutely decent prize , moquette floor ok , tv room ( not watch , can not tell Pay tv anything else ) . also iron board iron , useful love personally iron shirt detail put laundry hotel not well like usually , appreciate find . kitchen big bad , electric microwave oven , large fridge comfortanele cooking fire . also get dish , cutlery pan pot . bring good kitchen knife need , one provide sharp one . they use clean room day . always change towel notice change sheet least twice week , maybe . maid floor kind whenever accidentally find inside room ( often forgot & quot ; disturb & quot ; sign ) always ask hour would not disturb we . the location convenient intend use subway : be close Grand Central line easily accessible . plan use taxi instead will well take good planning week decide Murray Hill good place stay . anyway be pretty close Times Square , Madison Square Garden , Public Library Empire State Building . 
 Nov 7 2005 	 little gem grow like New York 	 stay 5 night end October recommendation Trip Advisor reviewer . like New York hotel grow . superbly situate Murray Hill , near historic 1860 's house , within walk distance major site Uptown Midtown , little gem hotel disappoint . whilst initially little disappointed room ( face inward towards room ) due date decor , room generous sizewise , homely clean firm bed soft pillow . iron do not work staff immediately replace new one - extremly helpful throughout stay . view roof awesome night ( Chrysler Empire State Buildings ) Rare Bar downstairs always busy full life . bloom cafe ( 5 min away ) ideal place breakfast New york institution . hotel arrange limo $ 50 ( price catch yellow cab ) back airport finish stay style . would stay - bet ! 
 Nov 3 2005 	 nice place 	 say find place great place money . room large enough keep clean . location good , start point head , not find good evening . couple downsidesfirst order double room suite tell due people check late not ready put two single suite would move bag follow morning . end tell would stay two single one instead not fancy move . secondly , work go build next we keep get woken noise morning . friend room face way problem . so overall good experience ' ve stay different place New York . 
 Nov 1 2005 	 get bad well ! 	 even could do well , would change thing . evening near perfect Shelburne ! spend hour look good hotel good location , struggle high $ $ $ hotel million review , say enough . click , click book . we probably score break desk clerk put we roof . fantastic upgrade ! Empire State Bldg west , Chrysler bldg east , Times Square block away ... fabulous view . though bar roof close season , still decorate nicely flower light . slight chill make we get little close ... Eddie Doorman extremely pleasant helpful . yes , tip nicely rare chance two we enjoy New York . one desk clerk nice , bellman courteous well . our room excellent many way : quiet , spacious , comfortable , clean , decorate nicely , course , top floor . typical NY , people stop complain . since hit mother - load . of course , want hear complaint . two related hotel . first , desk clerk recommend & quot ; Gallagher 's Steakhouse & quot ; Broadway show . pricey plain , time . second , Eddie Doorman help we hail taxi rush hour . obviously good location 30 minute later , consider cancel dinner eat quick bite show . fortunately , Muhammed al Andretti show wiske we away quick say , & quot ; review yet ? & quot ; -Mike 
 oct 31 2005 	 great location - can not wait return 	 return first trip NYC blast . nothing compare hotel since first visit , enjoy stay immensely . rooftop bar open enjoy view . & quot ; Rare & quot ; bar nice spot enjoy walk . take subway find easy accessible Shelburne . enjoy Fagiolini 's Restauarant street ( good cheesecake ever ) . food , service price super . Libretto 's 3rd Avenue great little spot , . meatball sandwich hit spot cool fall day . I would recommend hotel would return , although would love try Benjamin ( sure worth extra $ $ $ ) .P.S . saw & quot ; Avenue Q & quot ; Golden Theatre love , ! 
 Oct 26 2005 	 New Yorker day ... 	 stay Shelburne early October 2005 see positive review site follow many visit nyc.the hotel locate ' real ' local Manhattan district super delis , cafe even french cleaner none plastic cacaphony traditional tourist quarter . 's safe accessible 5 minute walk away Grand Central ... connection everywhere . the room massive ny standard , bed comfortable , bathroom clean 's even kitchen -a bit pointless town nice . many way feel apartment hotel - type experience feel home straight away . yet Shelburne hotel lobby ok relaxation lounge stunning - however highlight 16th floor open top roof bar even October pack till late . impress NY friend invite cocktail Chrysler Building ... also eat ' rare ' restaraunt think classic american burger salad excellent - even drink little pricy . take breakfast bloom across road get service romanian smile ... notice W opening across street - great , mean style junkie get ther fix hog real deal ... 
 Oct 16 2005 	 love hotel back next year . 	 return AWESOME girl weekend . four girlfriend left husband kid head NYC . first time NYC let tell staff Shelburne make easy . easy talk , explain everything clearly , give great direction . Time Square walking distance , Canal Street cab ride away . one bedroom great size . bathroom small make . AC little weak somewhat warm got . doorman ready hail cab us tell driver exactly take we . upgrade big room give complimentary bottle wine . oh ! staff Rare bar grill friendly food great . not FAMOUS BURGERS cobb salad GREAT . stay amazing four we back next year . ' ve decide husband go guy weekend every year , Shelburne every year . can not wait go back . keep good work . 
 Oct 5 2005 	 Perfect location 	 stay hotel three night September conference midtown Manhattan . expensive hope may partly United Nations convention use every hotel room NY , fill city police block number street world 's leader arrive departed . I book studio suite two double bed room could accommodate two people easily . bathroom quite small perfectly serviceable . kitchen real bonus well equip . review mention , room could improve refurbishment perfectly clean comfortable . desk staff doormen helpful friendly although extremely busy . order room service one evening good reasonably price . location ideal conference venue , also Chrysler Building ( favourite ) , Empire State Building , Central Park midtown area . love weekend would definitely stay hotel ( one Affinia hotel ) - long could afford . 
 Sep 29 2005 	 Excellent stay ! 	 great building good location - nice suite . pay $ 400 total per night 1 bedroom rooftop suite - comfortable , attractive . staff exceptionally helpful , particularly ny . not charge wireless internet $ 9.95 per day not work room ( staff offer change room / never charge we ) . 's par hotel class though . great rooftop view bar well young set - close enough cause disturbance room rooftop floor . ( get great view room 16e ! ) definitely stay ny . 
 Sep 22 2005 	 Excellent base sightseeing 	 stay wedding anniversay - yes , decor little tired room 's perfect base sightseeing , block away Empire State Chrysler building , 30 minute walk Central Park . 's good supermarket 3 minute walk superb restaurant ( Hudson Place ) block away Third Avenue . view roof garden worth stay alone ! 
 Sep 14 2005 	 Excellent location ! 	 stay Shelburne Murray Hill Hotel 1st 5th September . arrive around 11:00 although room ready able leave bag locked room whilst go explore . mention reviews hotel block away Empire State Building block direction Chrysler Building . Grand central station minute walk Times square . bus stop side road get two three different bus town downtown . go hungry yummy deli 's block well different restaurant . love SMH although area necessary amenity close main attraction fairly quiet compare normal hustle bustle NY.The room spacious clean . kitchenette come handy store bottle water plate , glass cutlery God send come back eat goody Deli . ( recommend Old Bridge Deli 42nd Lexington ) .The door man helpful . day due leave road outside hotel close due street fair . one doorman take we bag two block could get cab airport . the hotel pleasant lounge area reception . CNN play day large Plasma tv hang play scrabble read book provide hotel . leather sofas footstool really comfy . we save view rooftop til last night find close Sunday advice go soon ! ' m sure people give hotel bad review . want ultra modern , chain type hotel stay . want clean , comfy , charming hotel right near action good choice . would stay . 
 Sep 8 2005 	 10 10 Shelburne Murray Hill 	 stay Shelburne 5 night rate high enough . delay flight overjoy informed upgrade 1 - bedroom suite . make holiday 10th floor corner - room overlook Empire State Building great base hotel centrally locate . some tip would give request high floor view Empire State Chrysler building , go rooftop garden give amazing panaromic view city really buzz night finally visit hotel 's & quot ; Rare bar Grill & quot ; recently Time award opinion , well - deserve food service superb . the staff could enough agree doorman particular delightful - look Benjy ! understand review call room date HUGE New York standard well keep - eye design actually see hotel vintage classic remember , entire New York City doorstep , long going spend hotel anyway ? ! 
 Sep 2 2005 	 could'nt ask 	 go wife 5 night end august 2005 say enjoy stay would understatement , rare go away complaint hotel stay , well one , everything hotel excellant staff could fault . high compliment could give back , request , query trouble , room size new york big thank hotel shelbourne making stay new york even enjoyable 
 Aug 22 2005 	 good value hotel 	 stay 3 night start two week stay States . excellent suite , although first disappointed see room overlook courtyard . however , consider noise busy road hotel glad away , otherwise would able sleep . complaint arrival , 3.15p.m . tell room not ready - fly Atlantic hope hear . disappear hour bit pain feel hot untidy . however , hotel good position , near Grand Central would recommend anyone . 
 Aug 21 2005 	 overrated need renovation 	 hotel great location . one doorman really nice . lobby pleasant . however , place desperately need renovation . take family 5 night -- pull - out sofa horrible , neither tv really work , air conditioning either freeze ineffective . simply put , choose somewhere else . 
 Aug 8 2005 	 decent hotel ok service 	 stay partner Shelburne Murray Hill 6 day . rating website perhaps slightly exaggerated however come away satisfied money spend . hotel staff ok nothing exuberant helpful need . rooftop bar beautiful romantic great skyline view city slightly over - price drink – perfect location marriage proposal ! also excellent mexican restaurant around corner 38th street serve huge Margarita ' fantastic mexican cuisine . hotel 5 - 10 minute walk Grand Central get around city ' bad bother walk 5 block . come Melbourne block almost triple size ' much problem ( even 90 degree ( 33 celcius ) heat ) . ' experience many problem elevator - reasonably quick get seventh floor hotel supposedly fully book . House keep pretty keen get room 9 am little annoying suppose leave sign notify service desk ' huge task avoid . ' hesitate stay Shelburne Murray Hill reasonably close heart city yet tranquil peaceful part city . 
 Aug 8 2005 	 great location apartment concept 	 stay ( one bedroomer ) 4 night may 05 feel may find new & quot ; base & quot ; subsequent trip . location perfect everything need see Manhattan , extra space confer apartment concept terrific ; lot space store shopping ! kitchen bathroom basic clean , staff friendly charming , particularly guy door . my one criticism room noisy , far first trip NYC , aware noise level . 2nd floor ( 1st , UK standard ) , corner 37th Lex traffic start 4 am - will definitely request high / quieter room upon return . book via Octopus Travel , offer time good deal price . feel like real & quot ; find & quot ; - hurrah ! 
 Jul 20 2005 	 poor cousin Affinia chain 	 good excellent experience 2 Affinia property . unavailable , book base good review Affinia reputation . disappoint several thing never experience Affinia hotel : * tiny window -- room single tiny window opening airshaft -- dark dim , even curtain open . * carpet large bump go way across room -- either poorly lay , something happen recently . either case , unsightly cause trip time * furniture old -- 100 % functional , already look wear everything work fine -- AC , hot water , fridge , tv , light , etc . , expect nice -- like properite . rate average . 
 Jul 12 2005 	 can't - go - wrong value 	 get back stay Shelburne honestly say great value price ( $ 189.50 / night 1BR suite -- 2 queen + live room / kitchen ) . travel 3 small child , STRONGLY recommend Affinia property reason ( room & quot ; stretch & quot ; ) . spend least much money virtually hotel NYC get much less . plus : value , cleanliness , door staff wonderful , decor / presentation , location , quiet ( inside room ) negative we reservation send central reservation ( even though confirm day ) , check - in take significantly long . request outside room ( view Empire State , ask be interested ) , none available ( ! ) . small thing air condition less - than - stellar ( thermostat ) restaurant pretty sorry ( food ) . also , pool , would nice NYC summer . on upside , value amazing , door staff really great , dish wash every day ( leftover , grocery close - by grocer , etc . ) , neighborhood really quite nice -- quiet , friendly , & quot ; local & quot ; .honestly , can not go wrong Shelburne , , suspect , Affinia property . would definitely state place one other . 
 Jun 22 2005 	 like NYC apt ... 	 particular accomodation upon friend 's recommendation , fortunate enough stay Shelburne 9 day ! check lovely , spacious one bedroom suite full kitchen , dining area , living room seperate bedroom . even laundry facility guest ( live road know fantastic ! ! ! ) .Above hospitality ! southern girl , certain standard Robert Brajic Anthony Toliver soar right past ! ! ! thank gentleman will see ... PS : rooftop bar divine . 
 Jun 15 2005 	 Good Value 	 stay several day hotel . time , ( 1999 ) , less expensive today , word must got around hotel offer value , demand apparently increase , price time less 100 per night . location Hotel excellent , east side Island , far Grand Central Station . NYCT bus corner , lot cab cruse avenue . my room large , attractive , comfortable ... can not beat price NYCity 
 Jun 12 2005 	 good value Manhattan 	 hotel deliver everything say would . fantastic rate $ 239 per night , hotel suite large apartment Manhattan ! suite extremely clean well appoint . lobby also great place wait room prepare . staff friendly helpful . 
 Jun 9 2005 	 Reviews Rate Hotel 	 book room base ecstatic Trip Advisor review . okay . Decor room like good western bathroom particularly spartan . like stay someone 's apartment stay hotel . staff seem overwhelmed lot guest ( though generally nice ) . sure place get three half star rating since far luxury property really boutique either . locate place NYC , would call Days Inn . nothing wrong , nothing worth pay extra . 
 Jun 2 2005 	 would highly recommend hotel 	 boyfriend stay Shelburne Murray Hill Memorial weekend would recommend anyone look nice hotel decent price . able get studio room king bed $ 189 CheapTickets . room nice size king bed comfortable . although tell hotel brand new , room clean . air conditioning system bit date , decent job cooling room . staff courteous housekeeping staff great job cleaning room . hotel locate nice quiet area within approx . 4 block 3 subway station . 
 May 31 2005 	 Comfort Value Service ! 	 husband return Manhattan getaway week- end , spend 3 night Shelburne Murray Hill . room large , immaculate , quiet . AC work well . bed furnishing comfortable . kitchenette bath adorable . staff check ( late Friday night ) stay extremely helpful friendly . one feel really care make sure enjoy stay , uncommon thing nowadays even expensive establishment . room clean flash eye ( hate go back room midday find still unmade ... ) Shelburne glamorous hotel NYC , must hard beat value , comfort , cleanliness convenience . able get everywhere little hassle , weather nice end walk great deal around city . love Murray Hill neighborhood grocery , coffee shop , townhouse high rise . breakfast hotel find wonderful coffee shop 2 block away . ( ask front desk ) eat RARE one night hotel food fine , service good . shelburne perfect need hesitate stay future trip NYC . not forget take elevator top floor check roof terrace amazing view Chrysler Empire State Buildings night ! 
 May 31 2005 	 comfortable 	 hotel great value money . room clean spacious ( manage fit 3 adult guest room without problem ) . hotel great location - lot place eat nearby close many attraction transport . due popularity hotel bar / restaurant somewhat difficult eat drink many place try definitely not miss . Fagiolini 's ( across road one block ) great dinner Third Avenue ( run parallel Lexington ) fill place try . I would definitely stay Shelburne Murray Hill . 
 May 25 2005 	 Great Mid - town Hotel ! ! 	 go friend 10 day visit book hotel online not know exactly expect .. .... pleasantly surprise classy place ! upgrade midsize suite small one love view empire state building . full size kitchen huge plus two girl budget big city ! room size good sized 1 bdrm apt ! ! break regular hotel room . feel like little NYC pad ! ! ! maid service average even doctor house ( since friend get sick visit ) . staff friendly helpful . great hotel price . although brand new immaculate handsomely furnish NY style . nice excercise facility good location hotel city ! ! ! can not wait go back ! ! ! 
 may 24 2005 	 stay anywhere else ? 	 absolutely , without qualification , good hotel experience wife ever experience ! clean , quiet , comfortable large room , friendly , helpful , energetic staff , 1st class site restaurant , . price ? combined air travelocity package , Hotel less expensive near LaGuardia airport . anyone question , please send e - mail , answer . sorry , photo . 
 may 20 2005 	 Believe read 	 complete 5 - night stay Shelburne mid - May , think finally find & quot ; NYC hotel & quot ; . travel City least year , always search perfect hotel budget range . shelburne tremendous - terrific doorman ( especially Dennis ) , outstanding front desk housekeeping staff . good feature Shelburne ? well equip fitness room basement - magnificient City View bar garden roof hotel . Talk & quot ; New York Experience & quot ; ! 
 May 14 2005 	 Service smile gift certificate ! 	 experience housekeeping problem room , professional staff Shelburne make ! room ready promise . manager make personal visit room award we gift certificate & quot ; trouble . & quot ; type exceptional service make stay Shelburne true pleasure . also find Shelburne comfortable hotel great location . nothing fancy , certainly clean spacious . request & quot ; quiet & quot ; room honor sleep like baby night . would highly recommend hotel group three & quot ; single & quot ; want stay ny reasonable price . three we share one bedroom suite , two queen one bedroom pull - out sofa bed living room ample room sleep comfortable living room hang . 
 May 11 2005 	 great hotel great location 	 stay studio suite 4 night end April 2005 . staff excellent , friendly professional . Rare Grill excellent food though particularly atmospheric . Rare View bar top build excellent view . downside mention kitchen studio suite slightly date look ( though clean ) never use anyway . 
 May 4 2005 	 Good Hotel 	 definitely well expect , stay 4nights , excellent hotel , good location , staff friendly except one lady not want help anything , huge comfortable bed bonus walk . negative outdoor restaurant ' open May would not stay summer air conditioning not good ( may room ) . go back . 
 Apr 24 2005 	 Unbelievable 	 spend five night NY place , be great location Broadway Midtown , quiet charming area . room suite - much big expect , kitchen , friendly staff . highly recommend , great value money , hope not change . would definitely choose hotel . 
 Apr 21 2005 	 Exceeded Expectations 	 husband stay week Easter see review . change book Roosevelt not regret . room generous size NYC third floor truly amazingly comfortable king size bed . decor clean crisp . lot towel amenity although bathroom small . really enjoy small kitchen . coffee provide pretty good . service staff , friendly doorman deskstaff commend . housekeeping staff also prompt request , although maybe thorough replenish kitchen item . also clean dish ! healthy walk almost main attraction . Grand Central / Hyatt near . tell Hyatt 's room seem overrun highschool tour group small three foot either side bed room . oh thank other suggest go roof . spectacular night view Empire State building cityscape . needless stay , pleased stay hotel . thank tripadvisor reviewer ! 
 Apr 17 2005 	 good stay friendly staff 	 girlfriend stay seven night . although hotel highly rate price far high compare anything Europe usd 239 ! room , small bathroom kitchen adequate nothing special . the staff friendly give good recommendation restaurant efficiently book table . Noise Lexington problem since ask room away traffic noise . first day cool outside room 's heating fail . complain immediately get heater problem solve . 
 Apr 9 2005 	 great value location ! ! ! 	 husband return 2 night Shelburne love ! ! suite roomy spacious normally word use describe room city . would never stay regular hotel room . price beat value . long day shop able nap bedroom husband relaxed watch tv sit area . also full kitchenette ( use keep bottled water cold refrig ) . walk show Radio City ( 15 - 20 minute ) another time Times Square . cab ride downtown quick . friend actually recommend restaurant -- RARE -- hotel -- rate good burger city . unfortunately , reservation elsewhere -- never make try burger . however , back soon -- would definitely stay ! ! ! 
 Apr 5 2005 	 fantastic hotel ! 	 get back 21st March brilliant night hotel . arrival 2 friend upgrade extra charge 2 bedroom suite great start . staff could helpful friendly , decor hotel lovely - classy - suite light , clean good condition . room overlook Empire State Building nice , clean en - suite bathroom surprisingly good shower . friend spacious bathroom shower cubicle across room . tip would 're use traffic noise New York might want ear plug sleep many car horn tend wake 5 a.m. that criticism though excellent hotel . would highly recommend would definitely stay give chance . 
 Mar 28 2005 	 really comfortable bed ! 	 recently stay Shelburne really enjoy stay . price reasonable NYC 's consider good value spacious room get ( studio suite ) . highlight room nice , big bed ... comfortable fall asleep tv . hotel quiet area $ 8 cab ride downtown . place clean , convenient , relax . definitely stay hotel . 
 Mar 21 2005 	 excellent ! clean large room 	 son stay March 13th 18th . love fact small kitchen gas stove , microwave , coffee pot toaster . room spacious 2 full size bed comfortable . staff knowledgeable polite . plan go back NY summer hotel first choice ! 
 Mar 18 2005 	 Great New York style hotel 	 really like hotel lot , real value money good location mid town Lexington , near significant landmark - Empire State , Chrysler build Grand central station . shelburne elegant spacious room beautifully furnish old world New York style . room homey feel comfortable hotel bed ' ve sleep . bathroom small , room kitchenette . lobby small staff typically brusque New Yorkers - hey expect ? not detract stay . 's bar / grill next lobby entrance seem attract gathering local , friendly staff regular happy hour . food fine , plenty good restaurant close . would definately stay . 
 Mar 12 2005 	 Excellent choice 	 stay two week hotel February 2005 . excellent choice , room clean although little small expect . kitchenette ( refrigerator freezer box , microwave , kitchen sink ) useful . bed comfortable housekeeping great job . location good , 's corner Lexington Avenue 38th St. , block shopping area , Empire State Building , Grand Central Terminal etc . would definitely stay Shelburne Murray Hill next time visit New York would recommend anyone . 
 Mar 6 2005 	 Superb Hotel 	 stay shelburne March 2005.the room roomy good decor . the staff friendly helpful always hand information . they great bar always seem fair mix people in . I would recommend hotel anyone , would definately stay . 
 Mar 4 2005 	 great hotel 	 return NY , stay Shelburne Murray Hill 6 night . would highly recommend hotel . staff friendly , room clean spacious bed comfortable . not eat apparently food delicious , although food issue New York . 's hop skip jump Empire State great shopping area . 
 Mar 3 2005 	 Value Service 	 come back today . take family ( 5 kid + partner grand daughter total 10 ) go N. Y. celebrate wife birthday . New york hotel decidedly average , Shelburne . hotel clean , room large , staff friendly allround good experiance . we would go back would recomend hotel . 
 Mar 2 2005 	 Terrific Hotel Great Location Value money 	 return 4 day break 10 - 14 Feb NY . pay average price accommodation NY time year certainly could not complain anything regard Shelburne Hotel . check - in staff extremely friendly , great laugh , helpful . NY Hotel make stay even enjoyable could anticipate . room clean , spacious & amp ; well maintain . 's Nice Modern & amp ; Cosy Grill / Bar ' RARE ' , American Style Cuisine & amp ; popular local & amp ; GYM feel compel burn calorie large sized portion serve ! superb location , lovely quiet area 37th Lex'ton Ave , Sub station 33rd Grand Central 4 block away , within 10 - 15mins walking distance midtown attraction . nutshell , can not go wrong hotel . would recommend anybody . would definitely use . thank Shelburne Murray Hills add fantastic Holiday Break . 
 Feb 24 2005 	 Great Staff Good Beds 	 New Beds make great night sleep . room quite even though besie elevator ! good location great staff . room comfortable good size . close good restaurant site . 20 min walk Javits Center . overall good place stay ! 
 Feb 19 2005 	 Great Value 	 book several 1 - bedroom suite Shelburne family reunion weekend wonderful experience . ' ve stay many expensive New York hotel small room , spacious room Shelburne pleasant surprise . great kitchen dining area room good - sized supermarket block away . check fast staff encounter pleasant . consider price room , feel 's one good hotel value New York give high recommendation . 
