Nov 	 good hotel great location 	 good clean hotel excellent location two minute pier 39 
 Nov 22 2005 	 ' beat location . 	 book three night Radisson , Fishermans Wharf part holiday around west USA . really ' beat location hotel . right wharf . pier 39 Alcatraz boat dock moment away . course pay slight premium , feel well worth it . the service great also check - in fine . slight technical problem tv , call reception within two minute maintenance man deal problem – efficient . room excellent condition , although décor pretty standard affair . book standard room , put request bay view , grant could see Alcatraz room . mixed review website . honestly ' find place dirty smelly . really ' beat location hotel . 
 Nov 21 2005 	 great location shabby 	 originally go stay 5 night hotel check first night change mind . location fantastic hotel date shabby area . bar hotel sit drink . stay Marriot hotel remainder brilliant - bed comfortable room large airy nicely decorate . 
 Nov 13 2005 	 Great Location - Defintely would stay ! ! 	 husband stay Radisson Sept 2005 4 night . room 4th floor sleep number bed - great ! look window could see part Pier Alcatraz . room large clean . location good wharf , two block Pier 39 . return rental car stay due expensive parking Wharf - $ 30 / day . see alot reviewer complain noise , hear stay . Boudin Bakery across street Radisson - good sourdough bread meal . Trader Joe 's 2 block away Wharf get snack two buck chuck ( cheap wine - decent $ 2 / bottle ) . Alcatraz cool tour . purchase ticket line $ 16 / each - include boat ride audio tour island . interesting worth . Radisson ferry dock block away - convienent location ! ! negative hotel would conciege lady rather rude elevator little slow . minor great location . get Fisherman 's Wharf , drive Monterey Muir Woods National Monument . Monterey Aquarium HUGE one good country . defintely worth trip . Muir Woods also cool hike around , redwood 1,000 year old . glad drive , tour bus people loud park . go Muir Woods rental car rent day Fisherman 's Wharf ( dollar rental car budget ) - get Muir Woods early explore tour bus arrive . all Radisson great place stay would recommend other ! ! 
 Nov 10 2005 	 leave 1 night 	 stay Radisson June year . Originaly book 3 night , 1 night leave check Sheraton across road . the room small clean . bed uncomfortable ever sleep . street noise mean get little sleep . bad , wake 7 am workman roof directly we . telephone reception ask noise , response & quot ; time leave room ? & quot ; .We decide quickly would not spend one night , tell reception checking show concern . they even bring manager speak we , be not interested hearing problem experience - tell we write head office . the Sheraton hand fantastic - let we check hotel 9 am could get hour sleep go explore city . strange two hotel right next different . 
 Nov 6 2005 	 need serious makeover 	 great location wharf , arrival give small room lift 2nd floor , return hand rental car back , go front desk complain room , helpful guy desk move we large room 4th floor corner view bay pier . hotel could serious makeover , everything shabby corridor smell . note last day plaque reception state hotel Raddison affiliate Raddison group , stay Raddissons around world find smart , clean scandinavian approach decor . one , one local motel . expect , value money ? really location pay ! 
 Nov 5 2005 	 Pleasant stay problem 	 husband parent stay two room Radisson 3 night 20.10.2005 . complaint room . clean spacious . connect door problem noise travel next door ( unlike one hotel stay trip ) . find hotel clean , reasonably price area staff pleasant . yes pay $ 30 per night parking travel San Francisco would bother car really need one San Francisco . walk everywhere take cable car . regard previous complaint smoking room - party 4 3 smoker book non - smoking room - problem go roof top parking front door want smoke ( really not room long enough problem SF non - smoking anyway meal drink time ) . see smoking room say noticeable odour around room . complaint hotel bar / restaurant premise therefore go drink first arrive . would stay hotel . 
 Oct 23 2005 	 Happy Radisson 	 stay Radisson October happy hotel , especially , location . surprised report regard room . maybe lucky room clean , comfortable good standard . love able step back hotel straight Fisherman 's Wharf . find staff helpful , problem front . fly ointment trip back Airport . Radisson use & quot ; Airport Express & quot ; transfer journey disaster . van highly overload , opinion , dangerously , luggage passenger well stack roof back . trip take well hour due stop five hotel driver constantly juggle luggage fit . use & quot ; Lorries & quot ; transfer 3 trip previously problem . Radisson - please note future reference ! 
 Oct 23 2005 	 nice hotel great location . 	 return four night stay Radisson - Fisherman 's Wharf . overall , enjoy stay hotel . room third floor balcony king size bed . nice view bay also top level parking lot . room clean nice , inefficient use space make room small really . example front edge tv cabinet foot edge bed . use & quot ; walkway & quot ; quite often get bathroom side room balcony desk side . decent space enter room really can not put luggage bathroom door swing take space . room safe , coffee maker , iron board , hair dryer , extra pillow blanket . room clean well every day housekeeping staff . climate control unit work well quiet . like bed think number control setting work well . water pressure good problem water temperature . certain times day , elevator slow . quite suprisingly , use two main elevator ( adjacent ) , press respective button . be lobby wait elevator , need press & quot ; & quot ; button two elevator individually ( upper floor , need & quot ; call & quot ; two elevator go ) . use fitness center 3 4 morining . 's full facility , rather one long narrow room consist cardiovascular machine multi - station weight lifting machine . serve 's purpose well 's 3 people definitely feel crowded . although not really need concierge anything major , often could not find he / she . convenience Wharf area hotel 's strong point . ihop street level breakfast couple morning . deli / tequeria around corner good ( cheap ) alternative breakfast . overall , enjoy stay - clean room , comfortable bed bed , nice bath accessory , great view bay . quirk keep totally excellent experience . fly SFO early week , rent car Hertz drive Yosemite couple day , return car Hertz three block away hotel . will not need car city , besides hotel charge approximately $ 30 / day parking . 
 Oct 16 2005 	 Smelly dirty overprice 	 location motel thing find positive . husband smoke could tell smoking room immediately upon leave elevator . neutralize make effort fight smell . room dirty , air conditioner vent clog dust , cobwebs smoke residue . smell strong , walk 4 block buy Fabreeze . smoking room also give sleep number mattresse motel brag room . disappoint overpriced motel . site parking expensive , especially stay 4 night , $ 30 night . racket . also respond complaint , stay San Francisco - stay away motel . least , not admit smoker . 
 Oct 12 2005 	 can not wait go back ! ! ! ! 	 stay Radisson two night September . wonderful stay . room clean comfortable . not really big , care . sight - see , shopping fun . would want spend time room San Francisco ? even well clean comfortable room , great staff wonderful location view . get wake morning straight shoot Alcatraz . would stay hotel several reason , convient location anywhere would want go city . 
 Oct 11 2005 	 really dissapointe 	 kick honeymoon , want location really nice hotel . website look great- raddison good reputation- however think must bad hotel chain . room old , wallpaper fall wall , cupboard door break general decor room depress . return would look holiday inn express 100 m road . avoid hotel . 
 Oct 8 2005 	 Renovation 	 desk staff save one member , manager stroppy terse guest . hotel old not deserve Radisson name unless renovate room -- soon ! ! like 1960 's dive hotel would see Streets San Francisco -- basic room , bed chair , free internet . avoid stay slightly well property bit towne . 
 Oct 3 2005 	 crazy hotel 	 old , somewhat dumpy hotel . lobby plain , room small hallway smell kind musty . really not cheap . check several source could find great deal . end pay 170 / night - spend $ stay Union Square . one super - nice staff member give we night free parking . concierge good , too . but honestly , company could dig pocket remodel place bit . would stay again . by way , go North Beach , go Trattoria Pinocchio ( Cafe Pinocchio , whatever call ) . food terrible . can not believe place tout great chef , not use fresh ingredient season food ! total waste $ . 
 Sep 28 2005 	 Radisson Fisherman 's Wharf - great location Great Value 	 get back week San Francisco wonderful time despite cool weather . Radisson , Fisherman 's Wharf excellent value . be look ' touristy ' perfect . 's locate right middle Fisherman 's Wharf area . want go city tour departure point right across street . want go Alcatraz walk 200 yard . pier 39 , complete sea lion , 5 minute walk , two cable car turn around within 5 minute walk f - line street car go right door . the Radisson not fancy room clean staff exceptionally friendly . try get bay view room upper floor possible . noise street front hotel significant especially bus pull idle let passenger . know , one , ask move be . lot reviewer rave bed . air beds inflate deflate personal comfort . take little getting use though . first night might great . there be restaurant dining room hotel lot food within short walk . concierge hotel friendly knowledgeable come book tour need may have . as not intend travelogue San Fran review Radisson would like say SF tour city great way start , trip Alcatraz worthwhile be go town day rely public transit , buy 3 day pass muni system . pass cover everything - cable car ( $ 5 per ride pay single fare ) , F - line , bus subway . be worth $ 18 three day pass . I would like thank Tripadvisor [ - ] reviewer post remark greatly help decide Radisson Fisherman 's Wharf . will happily receive respond email inquire specific topic . 
 Sep 12 2005 	 great location 	 stay Radisson four night begin september . location great , across road harbour , pier etc , various food outlet . short walk cable car . hotel staff reception helpful , room adequate nothing special . room balcony view pool , harbour Alcatraz . location excellent hotel average . 
 Sep 8 2005 	 great location nice hotel helpful staff 	 stae Radisson 4 night end august . Chose Fishermans Wharf location really great . beat location , whenver come back downtown tour love area . Fishermans Whard , Pier 39 ferryboat across street . staff always helpful . room ok expect 5 star quality , hotel Motel style . make sure get room pool view , nice view towards Bay alcatraz . also room street view ( must loud ) room view innercourt parking lot ( hear car move day ) .We great room Bay view . the pool innercourt heat nice . cafe reataurant around corner . 
 Aug 27 2005 	 Perfect location great service 	 return 6 night stay Radisson Fisherman 's Wharf . location selling point hotel . back entrance lead we right activity pier . front entrance step away IHOP right Beach street . exit pool Johnny Rockets Ben Jerrys Ice cream shop . stair side entrance ( next room ) lead 7eleven morning coffee newspaper . perfect location get pier , Cannery , Giradelli square . we walk alot ( burn calorie food ! ) easy walk China town , lil Italy , Fort Mason park Lombard Street hotel . service exceptional hotel . request refridg . room book trip . checkin ask one , put one room . time get check room luggage someone refridg . all hotel employee friendly helpful . one night problem shower . call front desk 5 minute fix shower . room service , never use . Maid service excellent . negative think carpet room seem little worn stain . besides room clean adequate size . only time room shower sleep worn carpet really make difference . would say main plus location . would absolutely stay ! 
 Aug 24 2005 	 can not beat Hotel SF 	 return 3 night stay hotel . originally book another location , get last minute deal hotel Radisson website . excellent choice . location directly across Alcatraz ticket booth Pier 39 unrivaled ! room great - clean , roomy , comfortable . . . bayview . parking also great . staff hotel exceptional . able meet request helpful . highly recommend Radisson . fun ! ! ! 
 Aug 23 2005 	 Fabulous hotel ... wonderful location ! 	 fiance return wonderful weekend getaway San Francisco . hotel staff member Radisson friendly helpful . room clean , decor cute modern . bed comfortable bed ever sleep ... sleep number bed . location hotel could perfect ... wharf 1/2 block hotel , & quot ; Little Italy & quot ; block away , Ghiradelli Square short walk , cable car station close well . sure bring warm clothe though ... average temp . year - round around 63 degree . 
 Aug 23 2005 	 nice hotel excellent location 	 hotel ideal location want visit Fisherman 's Wharf San Francisco . area ideal age plenty activity fill trip . the hotel rather basic . room quite small ( quad ) decor rather plain . however hotel clean facility swimming pool . staff pleasant willing offer assistance . we arrive hotel 4pm - check time . long queue new guest many room still ready . get room within half hour though . it locate right front , perfect visit Pier 39 , Alcatraz chocolate factory . two tram line nearby , easy visit Union Square Grey Line terminal across road , want take trip city not need go far catch bus ! good hotel budget want see SF . expect luxuries- location help get . 
 Aug 21 2005 	 stay pleasant 	 return SFO stay Radisson- room good size however double bed quite uncomfortable . check agent say try king room new , adjustable one . location great- close shopping attraction . could not get confirm ticket Alcatraz stand 0930 departure get ! ! Overall- hotel excellent good value pay . 
 Aug 17 2005 	 Good Hotel Excellent Wharf area location 	 stay hotel 3 night , room king size bed nice , although little small limited closet space . everything clean reasonable quality , sleep number bed interesting . first night adjoining room two double bed balcony , room nice king size room next two night , seem little old less quality . tourist interested Fisherman 's Wharf area , location great , plus ' really hard get around city . take cable car ( line silly long ) Chinatown walk back , drive Golden Gate Bridge Golden Gate Park , drive couple location town ( though park little difficult place ) . many restaurant within short walking distance , ' sure people care hotel restaurant . kid enjoy pool , go will freeze watch , complaint pool close 9:00 pm . limit luck concierge , ok tell basic , not well get restaurant reservation not 7:00 pm . , hotel good , ' luxurious overall condition good average quality . 
 Aug 4 2005 	 pleasantly suprise 	 use sight booking see hotel person get high rating amazed . glad book Radisson somewhere else . hotel great location . could see Alcatraz bay balconey . everything either closeby short walk . even grocery store 2 block away . stay SF 4 day head Monterey rent car trip . car rental place 3 block away great since really not need car SF . nice able pick close hotel return airport . hotel clean quiet . wonderful time would definately stay hotel . highly recommend ! 
 Aug 4 2005 	 can not beat location 	 stay two night find hotel good . big plus point location , everything need great stay . room comfortable fridge , huge bathroom - complaint . pool quite small adequate seating area outside terrace . 's shame 's restaurant inside hotel coffee cart lobby open 6.00am 12 noon selling drink , muffin , pastrie fantastic donut kid love . lot restaurant near hotel , lack restaurant not really problem . good aspect hotel location - yes , homeless people Fishermans Wharf also great street theatre , lively atmosphere amenity close , include ferry Alcatraz cable car stop . 
 Jul 31 2005 	 great location great stay 	 travel SF , always business . preference classy boutique hotel business travel . trip family , bit budget conscious , still want place cool . boy luck Radisson . read dozen review various hotel city . wife spot Radisson . wary staying near Wharf . review sound good . book . on arrival disappoint . lobby small . clean . small coffee / danish bar ( free ) . staff friendly . check room top floor . outside window perfect view bay Alcatraz ! room small ( never stay big SF ! ) clean . hotel wireless internet business . location could well , want touristy SF stuff . someone note , ihop block , Johnny Rockets McDonalds , mention hundred place block away . right middle shop , store . Ghiradelli Square four block away . look map will see . not think ever much little walk life . kid get cranky could easily go back hotel get recharge hit city again . I feel bad family stay hill center city . endure long line cable car long haul back forth Wharf . pier 39 two block away . want Alcatraz , get ticket day want go cause sell day . three car rental place within three block . weather actually cool ( July ! ) . not think would use pool . kid insist be glad . heat . like bath water . wholeheartedly recommend Radisson Wharf . thank previous poster helping steer we correctly . 
 Jun 5 2005 	 enjoy stay 	 family stay hotel May 2005 3 night . upon arrival allocate room view ask availability change . staff happy accomodate we . unable front view give room side still good view Fishermans Wharf . find staff - front desk clean staff extremely friendly helpful . ihop great cafe breakfast lose choice eat place Pier 39 etc . bother fact hotel restaurant plenty place eat within easy walk distance . location fantastic room comfortable . would definately stay . 
 Jun 5 2005 	 Radisson Fisherman 's wharf ... lucky Find 	 return San Fancisco Radisson Hotel Fisherman 's Wharf please hotel location . room excellent direct view bay Alcatraz . smoking section forth floor directly face water ( extra charge ) could open window fresh air . room large nicely decorate ( old shabby ) lobby marble tile somewhat classy hotel staff wonderful . ask mini fridge bring 3 minute , also get microwave need . pool heat surround palm tree . 7 - 11 , Safeway Trader Joes arround corner buy wine , beer snack . location can not beat . short walking distance ( steep hill ) 2 cable car location , Ghiraldi Square , Cannery , Pier 39 , Blue & amp ; gold fleet Sausilito & amp ; Alcatraz , Embarcadero , North Beach China Town . f trolly car pass front hotel hop $ 1.50 take anywhere . great seafood surround walking distance , particular Scoma 's Crab House . also within walking distance Buena Vista ( c. 1890 's ) Hyde St Cable car turn arround offer wonderful food , breakfast day & amp ; nite , Bay & amp ; Golden Gate Bridge view famous Irish Coffee . rent car dollar rent car directly across street Sheraton , weekday book online $ 20.99 unlimited mile take day trip north Golden Gate Bridge Muir Woods , Nappa Samoma Valleys . take picturesque costal drive south Route 1 Santa Cruz , Montaray & amp ; Carmel Sea . drop car hour avoid overnight parking fee walk across street Radisson . would hesitate reccomend hotel would return Radisson heart beat . 
 Jun 1 2005 	 great location sleep number bed 	 spend memorial day weekend ( May 26 - 31 ) Radisson without complaint . however , point several pro 's con 's experience . location excellent . hotel ( noteworthy ) embarcadero st . face waterfront . sleep number bed perrfect . average size room . basically nothing bad say . pleased . next time , try elegant hotel , perhaps one across street . otherwise , price location fine . 
 May 29 2005 	 Prime Real Estate ... 	 plan trip Alaska , cruise San Francisco May 16th . we want attach 3 day stay cruise . choose Priceline , luck get Radisson . location perfect . use public transportation , walk many , many mile , bike bridge take taxis ship ... assistance well informed hotel staff Radisson , even busy moment small lobby area . food price variety available everywhere convenient hotel entrance next Pier 39 , could return quickly hotel room sweater , camera battery , typical need traveler enjoy fabulous seafood . we use Priceline many time always get excellent result , hotel add ' fee ' , Radisson ... expect room somewhere near storage closet . surprised window open second floor parking lot beyond parking facility spectacular view Alcatraz ... happy . we wait cruise ship get bed turn get chocolate pillow Radisson offer SleepNumber bed ... first time luxury hotel ! give hotel excellent rating ? dollar value , course , bottom line : return San Francisco , book directly Radisson , resist temptation save dollar Priceline give priceless value location . 
 May 16 2005 	 great location perfect sightseeing holiday . 	 ' listen bad review , hotel perfect sightseeing holiday one main reason would go San Francisco . room basic necessity would need stay somewhere . get good room balcony view bay bonus . the location perfect walk away attraction , like Pier 39 , many shop restaurant , design meet many people need . must visit restaurant Bubba Gump ( base film Forest Gump ' know ) . food great , well service system show sign table want attention , plus great view San Francisco bay eat . plus Pier 39 home famous sea lion , warn really smell . even though hotel ' eat ihop right next door like american style pancake place , visit morning breakfast price reasonable plus filled right lunchtime concentrate sightseeing . hotel also short distance away main cable car stop take China Town Union Square ( must shopperholic , nearly spend whole day visit China Town afterwards excellent meal Cheesecake Factory top floor Macy ' even though take 45 minute get table well worth wait ) .The staff hotel friendly willing help question . room clean everyday good standard even though décor bit old . take lift Coit Tower overview city walk tower also good view crooked part Lombard Street . tour Alcatraz good book trip arrive may disappointed get book quickly queue buy ticket long . book trip company call Travel San Francisco ( www.travelsf.com ) combine tour either tour city , trip Muir Woods Sausilito . helpful quick reply query . all fantastic time San Francisco would use hotel . 
 Apr 28 2005 	 staff excellent nice spacious room 	 stay alot place 50 plus year never staff treat well . make dinner reservation run map Yahoo without ask far good staff ever encounter . would reccomend Hotels Motels study staff copy every move successful world mediocraty . room spacious large bathroom , great location , within walk distance major attraction get free parking 50 save $ 30 night . thank never stay place travel San Francisco . 
 Apr 24 2005 	 Beware bus 	 stay three night . hotel standard fairly impersonal - handy parking although cost - could park along Beach Street less could put inconvenience . cater hotel great place breakfast near good dinner location nearby . careful room . Beach Street one morning five a.m. three bus arrive outside window . american bus seem unable turn engine remain - engine run - almost hour , receptionist could not see problem . conclusion , check 's convenience location , sure get room away street , even extent decline accommodation none available 
 Apr 10 2005 	 top notch complaint 	 could praise place enough . dunno anyone could give place anything top mark . except maybe donald trump elton john ! location fantastic could not well , staff great , room nice everything could need include huge comfy bed , would say be not luxury hotel certainly high grade tourist type place . even nice small pool site , load great place food drink near . would not dream stay anywhere else san francisico hotel use radisson next usa trip . 10 10 ! 
 Apr 8 2005 	 Great Stay 	 Radisson excellent location - right wharf . room clean comfortable . hairdryer , 2 telephone coffee maker . ice machine near room fill ice bucket . bathroom well stock clean . room overall good pleased hotel superb location . 
 Mar 30 2005 	 Nice Hotel ...... Closest Pier 39 	 family 4 return 3 day stay Radisson Fisherman 's Wharf . hotel fine , great location tourist want easy access Wharf . room clean bed bite small double . big deal . enjoyed stay would . excellent hotel easy access Wharf Pier 39 . 
 Mar 30 2005 	 Radisson Wharf 	 stay Radisson wharf March terrible . bed uncomfortable absolutely view . ask move different room soon get . suppose non - smoking smell awful . staff good however . would never stay . 
 Mar 29 2005 	 great position - good value 	 stay Radission Fisherman 's Wharf 7 night March 2005 ( book via British Airways holiday ) . give 4th floor ( top ) room balcony great view Bay Alcatraz . room facility great special offer price pay publish web price would way much . food available hotel plenty nearby . make good use 7day Muni pass find bus , tram cable car efficient easy get anywhere city . f - line streetcar particularly useful fun . easy access ferry across road . use adjoining Johnny Rockets diner breakfast several time - brilliant 60 diner background music . also use IHOP disappointing . we would certainly stay Radisson . 
 Mar 9 2005 	 great Holiday - would stay 	 stay 14 - 16 November 2004 . check give room suspect next air conditioning unit horrid humming noise . rang main reception within 5 minute new room . new room compact , clean tidy nice bathroom . even sea view . location really good - right front Fisherman 's Wharf 5 minute walk Pier 39 boat Alcatraz . near lot restaurant shop cable car stop also main pick tour . no real restaurant hotel IHoP part block contain hotel offer good range food ( pancake ) good value . 
 Feb 25 2005 	 problem 	 family stay Feb 2005 7 day . excellent location , everything walk distance . ( Food Beer ) staff helpful , porter borrow mobile charger duration , mine do not work ( stupid 110v ) .All bus stop right outside front rear doorsok room small ish 4 .as use room sleep , washing be not problem . suggest go san francisco , go hotel , GET see city . anyone go stay room 24/7 moan , go somewhere else stay home ! ! ! ! ! ! ! ! ! ! problem dosser around area , almost every street corner . perhaps police remove bring area down . ILL BACK ! ! ! ! ! ! ! ! ! ! ! ! 
 Feb 24 2005 	 's okay 	 stay Radisson Wharf 3 night . like previous review say , location great . right Wharf ( true & quot ; oceanfront & quot ; hotel ) less minute 's walk Pier 41 -- catch blue gold fleet Alcatraz . public transportation also minute away hotel surround area nice safe . clean room 2 standard bed , fridge coffee maker . compare hotel ' ve , room little small , fine . however , wall paper thin stay second floor room face intersection Powell Beach could hear car bus go . ( fun since already adjust East - West Coast time change ) . , okay . look really soak city set base Wharf , really recommend place . book major hotel consolidator $ 70 night , price location combine , would stay . 
 Feb 6 2005 	 pleasantly surprised ... 	 read mixed review , worried stay ... upon arrival , plesantly surprised . fornt desk clerk wew helpful room balcony clear view Alcatraz . hotel brand new , exceptionally clean . restaurant bar , hotel right center everything . overall , stay great ... 
 Feb 4 2005 	 Great Location 	 Perfect location visit . came see attraction pier area include cable car visit Yosemite National Park . tour operator back hotel . hotel clean , staff great , room spacious hassle free . close variety eat place . 
 Feb 3 2005 	 GREAT LOCATION 	 yes location couldn´t well ! ! ! directly pier 39 ! room ok compare price . staff friendly ! good choice ! ! come back stay ! 
 Jan 4 2005 	 great location disappoint hotel 	 thrilled room ground hotel . hallway dirty , smelly dark . room look though quickly remodel view dismal . staff , upon arrival , seem overwork disintereste leave peppy . stay four hotel ( include 2 Radisson 's one Crowne Plaza ) far bad bunch ! would not stay . 
 Oct 27 2004 	 bad 	 stay Radisson Travelodge Hotel year back , ok , staff great . since Radisson room refurbish nicely Radisson Fisherman 's Wharf mug room ( yes one fall suitcase leave ) .The hotel right front Fisherman 's Wharf , opposite Pier 39 . busy area , bad , major disturbance . pool good , fact , not want get , look naff . not Restaurant hotel , may change . anyway sum . 's decent hotel , would say could price due ' Radisson ' branding compare Holiday Inn Express Hotel road get well rate breakfast include . 's ok would stay hotel , HI Express get edge day ... room however great view Bay Alcatraz . 
 Oct 22 2004 	 embarrassed wedding night ! ! ! 	 Grandmother buy new husband night Radisson San Francisco wedding night wedding present . since live New Mexico parent secure room credit card internet telephone , send numerous form via regular mail fill verify identity , etc , could pay credit card without actually card possession , policy . everything supposedly ok tell room pay credit card . go check next morning , inform we balance $ 192 ! say room already pay , wedding gift grandmother pay month ago . tell we accept payment without credit card possession ( even though mom granmother do everything hotel management tell get around policy , approve ! ) flat refuse even call mom grandmother try get thing straighten ! embarrassing situation , lobby hotel day wedding , pay wedding present everyone lobby listen conversation well . not think staff handle situation professionally . lady front desk make we feel like lowlife scum try skip bill . thank goodness money pay not know would do ! ! 
 Oct 19 2004 	 Radisson Great ! 	 Radisson Hotel Fisherman 's Wharf great . read negative review expect find place somewhat standard . previously stay Sheraton ( across street Radisson ) Hyatt want try something little less expensive . find little old clean hotel . desk staff helpful polite . clean staff outstanding . room ready get hotel ( 4 hour normal check - in time 3 pm ) . also Fleet Week see big increase booking . the thing negative in - room safe not work button phone allow make wake - up call not work . safe not problem not travel valuable go front desk ask wake call . lobby nicely appoint . room not large clean comfortable . bathroom nice size good size counter top . there IHOP locate property plus Johnny Rockets end pool area . there private entrance Fisherman 's Wharf area really nice addition . use room key open locked security door . there Safeway super market two block south ( across street Sheraton . place really expensive save buck get one Safeway Club card . get card cashier fill short form . there also Burger King near Safeway not accept American Express Travelers Checks ( find strange ) . taxi ride airport expensive - cost $ 40 $ 50 one way . high end due cab driver take long route Fisherman 's Wharf . understand city try stop practice . what boil - Radisson location . love area can not find well location . stay week wonderful time . would stay . 
 Sep 13 2004 	 $ 30 parking fee 	 although Radisson hotel fisherman 's wharf excellent location , room small huge tv armoire uncomfortable door . also , expect $ 30 parking fee per day . least include orbitz price . mean increase 25 % ! . 
 Sep 5 2004 	 Decent hotel Fantastic location 	 hotel great location - right heart Fisherman 's Wharf overlook Pier 41 . . stay three night September 2004 . read review little concerned hotel would standard . be not . room decent size - 2 double bed , armchair , tv , bathroom , fridge safe . check efficient . dont expect view Wharf unless pay . get web rate hotel $ 109 per room per night excellent value location . charge $ 28 per night car parking go rate 24hr parking area . good place family close everything Pier 39 , wharf Alcatraz ferry . cable car stop block away also Johnny Rockets IHOP site breakfast ... ( please 15 11 year old ! ) pool heat time . fine dip pool area do not get great deal sun quite cold . car , strongly recommend 49 - mile drive around San Francisco . great way see main sight well signpost blue white seagull sign around city . 
 Aug 31 2004 	 Noisy Room great location 	 spend 3 night Radisson . really love location hotel right Wharf , however hotel room small room locate street side ( right hand corner hotel ) noisy . night , many truck would pass wake we . room small especially family 4 , clean . love location , yes touristy , fun location . hotel not restaurant , small coffee cart lobby IHOP right block , plus Pier 39 across street many breakfast spot available . next time would stay Argonaut Hotel , block Rad get great review . 
 Aug 23 2004 	 horrible hotel 	 stay three night Aug. 04 . location positive thing find . hotel room clean small , double queen bed , bed small uncomfortable , order rollaway charge $ 15 . per night squeeze two double . front desk personal little help information one talk foreign country little knowledge s.f . inquire cable car girl inform we though live city 10 year never ridden , maybe management spring one day trip employee one well know sightseeing ride world answer question . concierge may ask , well one availabe knowledge was'nt much well desk personal . sell we day long city tour tell we eat good breakfast ( go hotel , restaurant ) trip day would stop eat , turn two stop morning lunch break least 1 & amp ; 1/2 hrs another stop afternoon trip . security hotel laxs wife daughter follow elevator four street kid jump elevator son get could . wharf section city touristy , good place buy souveneir really smell bad . parking $ 15 per day limit , return one night circle around 1/2 hr finally squeeze suv compact spot . much well choice money frisco try nob hill area Saulaslito 20 min . drive . much nice . 
 Aug 16 2004 	 great location ! 	 spend one night , go Napa Valley . room 3rd floor directly face water . great view Alcatraz Pier 39 . really great view . open slide door patio weather nice music pier could hear . staff great , especially concierge . complaint would tiny cramp bathroom . view location make bathroom ! 
 Aug 10 2004 	 okay Room / Great Location 	 stay Raddison last week . room small . ( daughter say feel like cruise ship . ) however , get hotel upgrade room view Alcatraz even though pay room view . also , beat location hotel . go back door right pier 39 . front desk clerk could friendly not rude . would definitely stay hotel . 
 Aug 4 2004 	 Disappointed hotel ! 	 Raddison measure even Motel 6 standard ! upon check , room ready wait several hour get key . room fairly clean , many stain carpet many burn hole blanket bed , although suppose non - smoking room . day , 7 - 8 morning , go front desk manager ask room clean sightseeing . 3 4 day , room still dirty 5:00 pm ! clean , would leave 2 washcloth towel even though family 4 . leave note maid along nice tip . maid would take tip leave extra towel / washcloth . staff act could care less service . also ask concierge direction , tell we take wrong street many time . thing go hotel location . would recommend hotel . spend time complain room service worth ! would definitely stay across street Sheraton street Best western Tuscan Inn . Tuscan Inn rate package brochure Southwest , yet check , twice hotel Raddison ! not make mistake ! ! ! ! 
 Jul 28 2004 	 AWESOME Location 	 Stayed boyfriend out - of - state 4th July weekend . give we third floor corner room overlook wharf able watch firework balcony . room clean , bed comfy , staff quite friendly . ihop next door , countless dining opportunity wharf . wake sound seagull boat come plus . despite hotel bit old date , great time , think location fantastic would stay . 
 Jun 29 2004 	 Great Location 	 Great Location . central main San Francisco site . love access courtyard hotel direct Wharf . find hotel staff knowledgeable friendly . room bite small side , party consist 2 adult 2 child . location proximity reasonable price worth close quarter . ready leave city , hotel near several major car rental agency . 
 Jun 20 2004 	 Good Hotel Great Location Tight Quarters 	 Location , location , location ! Radisson Hotel Fisherman ' wharf locate right Waterfront , next Pier 39 Entertainment Complex . Radisson fully renovate 5 - story 1950 ' building . hotel décor well describe modern contemporary , property fully renovate 2000 . on - site Parking Garage ( $ 25 / day ) tight space . the front entrance Radisson Beach Street ( directly across Sheraton ) . walk small lobby decorate earth tone nice granite tile floor . front desk side wall large glass door lead pool courtyard . staff professional , lack warmth . check - in easy uneventful room . go elevator lobby 5th floor . the corridor hotel tight . Halls well light decorate nicely , barely enough room oppose traffic get . room south face room ( city view ) . room little small average , quite attractive . furnishing good condition drape open delightful city view . room look across Sheraton Hotel hillside city Coit Tower . trolley pass continuously Beach Street ( son thoroughly enjoy ) , cause disturbance we . two full size bed Double Room configuration . bedding clean comfortable , characteristic 3 - star property . bathroom clean , small side . room include coffeemaker , in - room safe , two line phone voicemail , dataport , alarm clock radio , iron board , hairdryer , PPV movie video game . the hotel dining facility . odd Radisson , dining option nearby Pier 39 , problem . fact , ' think would eaten anyway . Concierge Lobby helpful suggest restaurant . unfortunately , restaurant mean room service . San Francisco famous ' take delivery , take advantage that . there outdoor heated pool central courtyard . pleasant , also fitness center available use . in closing , Radisson Hotel Fisherman ' wharf nice place , primo location . hotel waterfront Fisherman ' wharf area . sheraton one block far , other good walk away . money , Radisson shine . ' confuse , 3 - star hotel . need hotel , would recommend Sheraton Hyatt . 
