Coulde 	 slightly sceptical hotel read review site , like previous New York hotel ( similar review ) , decide go ahead book . arrival quite surprise much small lobby compare previous New York hotel ( Grand Hyatt ) , certainly not make less hotel . check 6 pm greet helpful polite man name Adelin something similar upgrade we corner room kitchenette amazing view . room nice clean , large comfiest bed ever sleep . staff extremely friendly , especially one valet 's . sure name either always wear large coat outside , always ask we enjoy day always stop chat . the location hotel not bad , walk bit hotel be talk 5 - 10minute walk Grand Central always Taxi 's outside ready business . I not try room service / hotel restaurant never normally pay price room service not seem expensive . get breakfast every morning little place corner 44th + 2nd call Plaza Delhi amazing pancake bagel really good price ( 2 cream cheese bagel + 3 large pancake syrup + 2 large coffee 's $ 9.95 ) .We not really try hotel facility pool gym etc , plan not really find time / do not energy walk around NY day . I would definitely stay hotel , stay thanksgiving get really good price hotel advance booking site . would recommend hotel anyone . 
 amazing view 	 would definitely recommmend hotel location panorama room . front desk staff could helpful though ! 
 great hotel .... quite walk shop sight 	 wonderful start hotel get upgrade huge room ( mini suite ? ) 39th floor . fantastic view high .... make sure really clear emergency stair ! room clean , staff really pleasant pool / gym good . my son wonderful time except distance shop sight . first walk Broadway 34th Street etc time get already ache foot . decide get cab fine cost really start mount . stay really need make sure get grip subway . 
 good hotel NY 	 Luxury hotel , cheap price , good service ... word ! 
 Aug 15 2005 	 June tour visit ... Millennium UN Plaza 	 stop 23th June 2005 5 night . hotel locate East side river 10 minute walk seem like good district Grand Central station get anywhere . we disappoint hotel . expensive hotel trip not read Trip Advisor month early refurbish block Millennium would pack bag leave ( Thanks TA ! ) . try two room ask could look one refurbish block . significantly well , unfortunately be sure identify say lift block behind reception rather past little shop be wrong block ! old room shabby furniture wear , would even go far say batter . new one modern decor theme feel much clean . however , say poorly put together , clearly cheap unskilled outfitter work . the view room good , be doubt . swim high Chrysler Empire State building quite experience even pool need TLC much like rest hotel . we really can not believe rave review hotel get . thing think not get much money NY first trip . say check become second choice hotel ' Red Roof Inn ' much cheap easily well appoint Millennium . interestingly lot well dress people business people hotel give view hotel seem little odd , way reassure . we not want mention first impression guy desk anyway . suit literally hole elbow look like ironed temperature far hot fabric create bubble effect . sort impression expect hotel claim 4 star . appearance initial shock , say extremely pleasant helpful let we view room finally secure place refurbish block . we would definitely try somewhere else next NY trip . 's good location let everything else . put review context , part June tour California New York include follow hotel , also review tripadvisor . sofitel - Los Angeles , Best Western O'cairns - Lompoc , Travel Lodge Monterey Bay , Serrano - San Francisco , Wuksachi Lodge - Sequoia Nat park , Yosemite View Lodge - Yosemite Nat park , Furnace Creek Ranch - Death Valley , Aladdin - Las Vegas , UN Millennium Plaza - New York 
 Aug 10 2005 	 great deal great location 	 stay UN Millennium hotel Manhattan six night August 2005 , great time . Canadian Automobile Association membership , able get reasonable room rate . room clean , comfortable small , great view UN building East River . hotel locate across street UN building , within 10 - minute walk Grand Central Station , $ 10 cab fare Times Square Broadway . highly recommend ... can not wait go back ! 
 Aug 4 2005 	 great room good price great location . 	 return New York City ... amazing place visit ! decide book Millenium UN Plaza hope review accurate ( first experience trip advisor ) . day arrive NYC , walk mirror lobby Millenium ( wow 's alot mirror ! ) , hop elevator 33rd floor happily surprise open door . room clean , large ( consider New York ) , shower powerful , AC GREAT 95 degree week , service good - call front desk tell safe working immediately send someone fix . bonus pool - walk hour day extremely humid heat refreshing go swim . also , room quiet important . hotel great location walk catch double decker tour bus right across street can not forget mention doormen helpful hail we cab , store luggage day fly , deliver luggage day arrive remember name . , friend happy accomodation would highly recommend hotel . great experience . thank tripadvisor help . 
 Jul 24 2005 	 Relaxed Reflexologist ! 	 go Millennium Hotel husband absolutely fall love spa / pool area ! view city breathtaking ! also offer reflexology session ; practioner , Rose wonderful ! would definitely recommend stop spa afternoon break ! 
 Jul 20 2005 	 great stay Far Madding Crowds 	 daughter stay Millenium July 10th 17th . combine business pleasure New York attend conference . room terrific view East River well Chrysler Empire State Buildings . pool large heated ( although degree warm would nice ) lovely lady ' locker room complete hair dryer , shampoo , soap , lotion , dress table , sauna locker want change way . nice workout room well . real problem absence consierge . first time New York number location question absence consierge , people front desk great deal help . seem consierge day , 8:00 A.M. go 4:00 p.m . since busy conference day , one available suggest restaraunt give direction . room service greatest either . try order 10:00 P.M. able . , love hotel . doormen pleasant friendly , always return spotless room . would definitely recommend location , close everything , yet quieter busy part city . wonderful stay feel Millenium Hotel excellent job living expectation . 
 Jul 17 2005 	 love UN Millennium ! ! 	 awesome room , fantastic view Empire State & amp ; Chrysler & amp ; Pan Buildings . great 70 's retro decor ! ! great location pool 30th floor overlook UN . want go back stay ! ! 
 Jul 10 2005 	 Studio 54 Lobby room fine ... 	 check today , quite apprehensive . lobby absolute horror 1970 's chrome , mirror glass . service slow bit nonchalant ok NYC.We arrive noon room ready left bag head shopping . get back 7 pm trouble collect key bag . head room hot elevator , still little worried would walk into . the elevator door open like different world ... well , least new millenia . room nice bed ' ok'the location pretty good , too . the view stun ... least Texas girl . I think prefer room room W Court , except bed . they really need rip horrible lobby start ! 
 Jul 4 2005 	 former New Yorkers search hotel find happiness 	 cousin , former New Yorkers , plan last minute trip city visit elderly aunt live Queens . search internet read review site make decision . positive review well hotel 's location East Side ( near bridge tunnel Queens ) decide factor . hotel 's web site show room twin bed available $ 239 . decide make reservation phone rather online make sure reserved room two bed . conversation , ask reservation clerk offer cheap government rate ( ' m federal employee ) even though travel government business . say yes , bring ID , will get room $ 200 plus tax . request email confirmation , forward promptly . next day email Brian , reservation clerk , ask room renovate tower view city ( per suggestion viewer . ) respond quickly confirm room assignment request . well , must say love hotel room ( 34th floor ) . service excellent . allow check early ( around noon ) . room contemporary , light airy . bathroom splendid , good lighting ' ve ever see ( recess behind mirror , pinkish glow ) . southwest view city , include Empire State Building , partially obscure adjacent tower . however , mirror glass tower reflect city 's light night , beautiful . favorite hotel amenity fitness center . exercise room , though small , good assortment machine weight ' ve ever see hotel , perfect condition . other mention , room view East River Manhattan north . reviewer note poor maintenance swimming pool , look pretty swell . even locker room attractive : marble wall , several shower stall dress area , sauna , free use bath shampoo product . ask desk clerk towel lock locker ; extra charge . drawback hotel -- also note reviewer -- lack cafe bar . John 's Cafe Bakers Dozen ( table seating ) fine breakfast , ' m sure many comparable place within walking distance . 's good convenience store street hotel snack beverage . tasty , cheap dinner chinese noodle joint 2nd Avenue around 47th St. ( 12 buck two , atmosphere . ) can not wait go back . 
 Jun 21 2005 	 Great experience 	 honey ( early 30 ) take trip NYC weekend getaway ( 6/17 - 6/19 ) . read several NYC hotel review scare , say least , come determine lodge accommodation . mention , beau particular hotel , especially come cleanliness bathroom . wound get rate $ 219 night Millennium UN Plaza . Pricey , compare see folk pay place , book 3 week .. think worth . review : * * LOCATION * * bad . 3 block Grand Central 10 - 15 min walk Time Square . also take & quot ; & quot ; Shuttle GC one stop ' want walk . hotel directly across street UN , cool one place want visit trip . neighborhood hotel locate nice quiet deli , market restaurant close . feel secure not contend hustle / bustle continuous horn honk night good thing u be look get good night sleep dead tired ALLL day NYC . * * HOTEL STAFF * * find hotel staff helpful accommodate . melissa front desk quite patient call morning check get direction hotel . allow check hotel early ( 12noon ) also able late check ( 2 pm ) . Ana Concierge helpful Ozzie bellman . overall everyone speak see we pleasant , common New Yorkers . * * ROOM 3420 * * first walk room definitely let sigh relief . pleased see normal sized hotel room , modern decor amazing view ..... even door , magnificent . overall , would give room B+ 's . tear rug , sofa room nice fluffy pillow look little worn cushion . also , ceiling walk bathroom could stand clean , nastly . bathroom however really clean like beau . spacious bright sign mold : - ) .overall , thoroughly enjoy Millennium UN Plaza Hotel would surely stay . be like we hotel skeptic ..... please MUN . way , east tower suppose renovate tower , ask side hotel . fun ! 
 Jun 15 2005 	 swimming pool maintain little bit well 	 hotel excellent choice due location , proximity UN building , stunning view swimming pool ( overlook River south Manhattan ) . stay since ten year , normally one two week February and/or April . compare old day hotel go quality . room , bed , phone , voice message system , tv etc date well maintain . service front desk could absolutely well . swimming pool ceiling stain two / three year ago , lot plain rubbish guard deck . lock stuff away somewhere closet , man ! shower sport club story : dirty old curtain , soap holder , etc . inform management twice ( 2003 2004 ) change , automatic email reply thank feedback .. not want talk and/or meet anyone stay , go , live two week without speak anyone . natural get - to - gether point , bar , breakfast room dark price quite high ( go breakfast Deli next door ) . still , go back every year , feel like home minute enter room , stare window , enjoy New York City . place wan na business NYC . holiday and/or family : would choose location close Central Park , close restaurant , theatre , etc , pretty dead night area , diplomat cross street disappear 18h00 ... 
 Jun 12 2005 	 good ! ! ! ! ! ! ! ! 	 stay Millennium UN Plaza end April 2005 week . get room upgrade arrival suite beautiful ! ! view bedroom Crysler Empire State Building amazing ! ! ! visit John 's Cafe breakfast Bakers Dozen , two minute walk hotel food brilliant . the town centre 15 minute walk plenty nail bar doorstep . careful go one offer massage end charge we not expect ! ! ! chinese restaurant straight across road quite expensive food lovely . all staff hotel helpful , especially concierge help we locate good shop ! ! ! would definately stay ! ! ! 
 Jun 8 2005 	 well impressed 	 stay 28th floor . room quite nice . concierge helpful booking theatre tour ticket . what view room . all staff polite helpfull . 
 Jun 3 2005 	 easter break new york city 	 Stayed Millenium UN Plaza hotel easter period . service good Rooms tastefully decorate , clean , spacious great view . 33rd floor ( recommend another person site previously ) . five minute walk start shop , bar etc . like shopping will love NYC . Johns deli minute walk UN Plaza cheap breakfast , Johns Pizzeria ( Times square ) - ask anyone get far - nice restaurant . able walk Ground Zero hotel , take good hour allow we take chinatown , soho , tribeca low end manhattan . great time would love visit againDid get time see Central Park maybe next time . 
 Jun 1 2005 	 great view 	 stay 14 - 18th April excellent room 38th floor superb view East River , could see mile . bathroom well equip - nice fluffy towel etc . find hotel staff friendly helpful . location fine enjoy walk Grand Central Station block away subway want get around quick . want visit Empire State Building go early morning - always busy queue short ! would certainly recommend stay hotel New York . 
 May 31 2005 	 comfortable -- Good Location 	 book Millennium UN Plaza Hotel Memorial Day weekend . room comfortable excellent view East River . hotel three - block walk Grand Central Station , convenient subway line . bit long walk shopping district Madison Fifth Avenues , far . several place eat get food neighborhood besides in - house Ambassador Grill , expensive . amish Market E. 45th Street 2nd Avenue lot fresh grocery , pastry , etc . Columbus Bakery 1st Avenue 52nd 53rd nice , moderately price breakfast . dinner one night good spanish restaurant , Alcala , E. 46th Street excellent . there fair amount security present hotel 's proximity UN complex . iraqi ambassador UN residence stay , mixed Secret Service - New York Police detail outside hotel time . 
 May 24 2005 	 bad ..... 	 stay hotel weekend 5/13/05 . lobby really tacky , desk staff excellent . room huge NYC standard , great view , somewhat worn . AC not work , call switchboard promise someone would show , never - since window open , big deal , ( actually quite refreshing nice breeze room ) , quite pleased room rate - would go far find well accomodation price location - shortcoming . book , not bad , be worth report . 
 may 22 2005 	 great Views - Friendly Doorman 	 stay May 8 - 11 . Felt comfortable gay couple check ( two women-1 king bed - you math ) . doorman Bob nice act like know we year . corner room 40th floor , lot window . not one re - model room nice large . walk Grand Central nothing , Starbucks 3rd & amp ; Lexington , close . would definately stay . 
 May 8 2005 	 Absolutley superb room service 	 superb hotel excellent room outstanding view ( 32nd floor ) .staff helpful polite , room superb . thing would deter stay 's location - want near Times Square fair walk , thing close around 10.30 area . however hotel room make . 
 May 2 2005 	 fabulous hotel class New York 	 friend come New York week last year impress Millennium UN Plaza . want friendly staff , excellent view , comfortable bed world , huge bathroom , modern place stay , hotel ! ' ve see review location bad . 's ! five minute take Grand Central , buy Metrocard pass week ( usually 14 - 21 dollar ) take subway shuttle go back forth Times Square Grand Central . heart Manhattan 10 minute walk 3 4 block . friend plan get every day around 10 , bed comfortable early could get noon . pillow good sheet mattress comfortable not want leave . would recommend take Coach USA shuttle airport . cost 10 buck , pick drop Grand central station . lot luggage , front desk staff airport customer service call Super Shuttle take right front door hotel $ 14 . recommend hotel WV delegation Republican National Conference August end stay . anytime go back New York , count stay Millennium UN Plaza Hotel . Book online get great rate 
 Apr 27 2005 	 fantastic view 	 stay 4 night 14th 18th April first visit New York . everything reception staff downstair pool 27th floor live billing site . room large clean , bed large , bathroom large view massive ! overlook East river , Empire State Building Chrysler could see way downtown . we breakfast Johns Diner great value money endless refill coffee £ 3 - 4.the location perfect we , intend stay near Times Square spend 15 minute one evening thank lucky star stay somewhere bit less manic ! ! $ 179 per night one good hotel ' ve stay . 
 Apr 14 2005 	 amazing view even Pool 	 Lobby quite outdated , room amazing view hotel good location . do not miss swimming pool 's high sky perfect view Empire State Building . 
 Apr 12 2005 	 great view ! 	 stay hotel Jan / Feb cold snap NYC . room 34th floor spectacular view Empire State Building Chrysler Building . spacious room , bit date . third time NY definitely go back UN Plaza next time . staff gracious doorman especially friendly . they arrange Lincoln towncar take we back JFK $ 60 - cab would cost we lot . recommend highly enough view really make trip . 
 Apr 11 2005 	 unbelievable free upgrade 	 recent wonderful experience , almost want give bad ( ha ha ) review hotel keep open ! seriously , be happen . check late . desk , mention read ( website ) room one tower refurbish , could please one . night manager say course , look tell none available , instead would give we free upgrade suite ( book room two bed . ) naturally say great . rate would unchanged -- $ 189 night . but idea luxurious set room suite would ! yes , tad shabby around edge ( , tower room not remodel yet ) , get suite two beautiful view ( one toward U.N. tower East River , toward Chrysler Empire State Building ) , two full bath , kitchen , 50 mirror , 30 drawer , 3 television set , 3 telephone , 2 refrigerator ( include minibar ) etc . etc . etc . , one overwhelmed ! also , artwork , consist beautiful framed sample silk type embroidery fabric around world . the neighborhood , course , wonderfully interesting safe . hotel personnel helpful courteous . world class ! not think ever stay nice & quot ; room & quot ; New York . # 3631 . ( P.S . dial - up internet service . & quot ; old & quot ; tower wire Ethernet , work . several notice post desk room problem would solve soon . local call free -- work $ 5 hour . also , breakfast buffet restaurant pretty pricey -- $ 25 ) 
 Apr 7 2005 	 fantastic place Fantastic hotel 	 Fantastic stay Millenium UN Plaza . stayed 37th floor view East River - absolutely beautiful night . fault staff , check quick painless doorman always helpful . 5th Avenue / Times Square 10 15 minute walk not mind walk fly there s much see . nice big room lovely , comfortable bed nice clean bathroom . all wonderful stay highly recommend ! 
 Apr 2 2005 	 spacious room 	 stay hotel march 14th march 20th 2005 . room modern , clean spacious . bathroom clean well equip . lot storage space large wardrobe safety deposit box supply . stay 29th floor east tower spectacular view city . reception area impressive staff helpful . restaurant expensive would suggest eat one local deli 's breakfast lunch . would highly recommend hotel would stay . negative point would location . taxi cost $ 4- $ 7 dollar Time Square , could walk 20 minute wish . 
 Mar 30 2005 	 great Weekend Value 	 Stayed Millenium past weekend well impressed friendly front desk staff room decor/ cleanliness . could pay lot hotel much less quality . parking garage bit hectic staff bit aloof . check right noon Sunday may line . great 24 hour convenience store 2nd Ave nearby . 
 Mar 17 2005 	 Effortless . 	 Check take one minute . Oversize pillow plenty they . large size room compare hotel NY . Indoor Pool redoneon 27th floor overlook 1st Avenue . view East River spectacular . I ' ve pay twice amount level comfort service , that'swhy ' ve stay 4 time . parking garage attach hotel , enter from2nd Ave will go around block . world class steakhousearound corner . 
 Mar 13 2005 	 walk millenium un plaza 	 hear far everywhere wrong , depend walk abilitycentral station 5 min time square 20 min , walk everywhere get occasional taxi frighteninghotel smart room nice/ mini bar high charge / s pool good need sauna / door staff lovely find hotel company fieda lot people book overnight work stay feel officethe deal get travel agent 500 pound 7 night 2 good deal johns diners good noisey busyopposite un easily visit 10 dollar 
 Feb 24 2005 	 excellent hotel excellent time 	 mother stay middle November great experience . agree hotel rather far east , get experience different thing stay smack middle Times Square . room truly lovely , view every bit spectacular reviewer say . recommend John 's ( little cafe greek american food ) 42 2nd Ave .. great service , great price . weather terrible , December great luck , cold front happen . would also suggest get taxi 1st . ave . , hotel , enough traffic cab busy . fairly long walk grand central , subway stop hotel use , bad . weather well would enjoy walk . fabulous ! ! ! ! ! ! 
 Feb 22 2005 	 Great Views Quiet 	 stay Upper West Side , Midtown Central twice think would give East Side try . concern distance subway line problem walk Grand Central . view hotel outstanding . need go & quot ; top tower & quot ; anywhere enjoy drink bedroom Manhattan foot . great benefit able open window fresh air . even well lack noise . area , quiet night . residential thought . block away noise Lexington Ave would keep nite . downside furnishing bit wear west tower . east tower recently renovate ( three year ago ) stay side picky . never go John 's go amish Market 45th great fruit pastry . good food cashier bit curt . oh well ... can not . would recommend hotel anyone 's NY not mind walk subway . 
 Feb 21 2005 	 come back 	 look hotel 2 couple one night turn difficult Gates town . try Priceline , Travelocity , Expedia , etc . , avail . want something Central Park South mid town east area , hotel want two night min . somehow find -- -- - , & amp ; voila ! two room $ 159 . call UN Plaza immediately confirm , & amp ; set . request non - smoking ( problem ) , room close together ( problem ) , & amp ; king size bed - problem , get room discount agency . okay , one night queen size ... problem . when arrive ( noon Saturday ) , room not ready yet , & amp ; come back , give we two bedroom suite ! guess hotel full , & amp ; way sell two room , since want close friend anyhow , could share room . we stay several time . priority quiet room ( ! ! ! ! ! ! ! ! ! ! ! ! ! ! ) , & amp ; hear neighbor discuss breakfast , etc . , ... & amp ; hotel allow . room elevator behind reception desk good , new one . one elevator pool seem old & amp ; tired , okay , ... front desk ball , polite , & amp ; show respectful warmth . good luck ! 
 Feb 16 2005 	 Room View ! ! 	 stay hotel Feb 11th - 14th 2005 excellent first class hotel . firstly arrange Champagne & amp ; flower room arrival . do via email , arrive lay promise . read review site request room great view boy get . SE corner hotel 32nd floor . corner hotel give good world , get view Empire State Chrysler building . look straight 1st Avenue beyond southern tip Manhattan . side room view UN Building , East River , Roosevelt Island beyond far see across Queens & amp ; Brooklyn , WOW ! .The location also great , 5 min walk Grand Central Station , 10 min Times Square , despite review say site really hasstle pleasant walk location get anywhere like NY subway ( $ 7 unlimited travel day metro card $ 21 week ! ) . return certainly stay again . eat hotel self expensive . eat hotel unable comment quality . however take advise many review site visit Johns corner 44th Street 2nd Ave , walk past way Grand Central , excellent breakfast two , cost around $ 15 . also miss authentic ny breakfast Bakers Dozen opposite corner , bagel die , eat local sit look window 2nd Avenue . coffee extras egg & amp ; bacon bagel come $ 9 total . many excellent restaurant try . great steak try Rose Malone ' @ 50th street 7th Avenue , recommend we local . 
 Feb 8 2005 	 Room View 	 stay 1st-4th , Feb , 05 girlfriend first trip New York . hotel wonderful , one good New York ' m sure . room 40th floor - high hotel room go ! ! direct view chrysler building empire state building lie bed look window ! ! incredible . room imaculately keep bathroom impresive . bed comfortable maid daily , around 10.30 ish . pool locate 27th floor , view quite spectacular due side hotel , can not everything ! staff excellent need assistance , door man Robert perfect gent knowledgable New York . location good . 42nd 1st ( think ) . 5 min walk grand central , 10 min walk would get 5th ave shopping . would stay tomorrow could ! 
 Jan 27 2005 	 Waht view 	 one good hotel ever stay , view ! ! ! superb . go New York first time view awsome . thing would change location . little bit far anywhere ( apart UN ! ! ) clean , staff friendly worth every penny . ( careful not big function UN though get catch , cause problem ! ! 
 Jan 12 2005 	 Decline Quality 	 stay hotel many time good time . stay four night January 2005 find standard fall . room wear fitting fixture . housekeeping bad often many telephone call room make six evening day . restaurant food poor quality never hot price . Wonderfull Views City Skyline River Great Location . would think stay hotel send anybody . 
 Jan 12 2005 	 Nice Hotel 	 stay hotel 29th Dec 6th Jan. no complaint hotel , get deal $ 180 / nite hotwire . really nice hotel , clean , nice atmosphere . not really eat much hotel time . TImes Square 10 - 15 min walk away . we not mind walk anywhere far away centre review lead believe . do not want walk , be easy get taxis anyway . the bed really big comfortable , view great aswell . we 31st floor . get view empire state building / chrysler building , ask room West tower . all would definitely recommend would stay . 
 Jan 9 2005 	 Nice 	 stay overnight celebrate husband 's birthday , take advantage special rate find Travelzoo . arrive , car search able park expect guess , close UN building . one inconvenience - bring car back build parking lot past 11 pm take . send another lot hour keep mind . lovely lobby gracious reception desk . get spacious corner king room 31st floor mini bar , great view almost noise surround room . bathroom rather large well . use exercise room reasonably well equip . complaint coffeemaker room - would nice first thing . hotel far East Side - lot walk use transportation pretty much everywhere . not mind , would recommend hotel , especially get good rate . 
 Jan 8 2005 	 Superb hotel 	 first visit big apple Millenium plaza great hotel base stay . the staff always pleasent helpful , view across east river room incredible . would recomend anybody plan visit NY stay Millenium Plaza . Phil Gray . 
 Jan 4 2005 	 Excellent Hotel 	 stay hotel run xmas year absolutely love hotel . staff friendly view amazing . room spacious always clean . pay $ 200 night Sat - Mon night xmas week , consider quite reasonable . 5th avenue shop 15 - 20 min walk away , broadway 5 - 10 min taxi , make good base explore manhattan ! would definiely stay . 
 Dec 31 2004 	 great Views Abound 	 previous reviewer stay Millenium time , holiday . sound bellman must Robert , outstanding , staff . arrive late evening , staff accomodate . view 35th floor great , room large airy . think furnishing appear outdated , matter . want coffee maker , ask one front desk , will send one . fitness nut , exercise room great , ride bike look wonderful view east river . would stay heartbeat . 
 Dec 27 2004 	 Millennium UN well Plaza 	 husband stay Millennium UN Plaza hotel 2 night , Dec. 17 18 , check go across town stay famous Plaza Hotel group friend . millinnium UN Plaza far exceed Plaza accommodation , friendly efficient staff , VIEW ! room 36th floor , terrific view East River , 1st Street , much city . room large bed huge comfortable . nice big bathroom , although plumb little old minor problem drain shower sink . nothing major , though . huge closet , lot drawer space . upon check - in , porter bring bag room , helpful providing suggestion get around city , even pull in - room map mark location close subway highlight various attraction different part town let we know might enjoy see . SUPER ! discover tv remote control call front desk remote deliver room within 5 minute , bellman even stay make sure work TV.We enjoy hotel 's location , although bit far East Side , short walk Grand Central catch subway , bellman happy flag cab we well . enjoy fact lot little pub restaurant around hotel quick bite , oppose busy , huge , & quot ; theme & quot ; restaurant part city . all , great stay , get good deal price . would definitely recommend hotel ! 
 Dec 24 2004 	 great hotel fantastic view ! 	 stay week December 12th disappointed hotel . find staff polite courteous room lovely . 34th floor great view uptown towards east river - exceptional time day night . room quiet indeed bed huge really comfortable . like fact slightly away Times Square busy time year . Grand Central , could get subway area , 10 minute pleasant walk away , attraction mostly within easy walk distance . always taxis outside bus 2nd Ave . Johns great breakfast -just road deli corner sell pretty much everything would need day day . not use pool gym -too exhaust - look good , bit small , amazing view . 2 tiny negative point - check bill thoroughly leave . have try charge we $ 140 trip not take sorted quickly courteously . also , would like tea / coffee make facility room . know could get room service would nice . overall , great stay . hotel view really help make trip enjoyable . would definitely stay . 
 Dec 21 2004 	 great stay ! 	 read Millennium UN Plaza site husband go NYC Holiday Season experience ( 12/9 thru 12/16/04 ) . obtain lot accurate information site . hotel room 's view unbelievable . could see UN building , Empire State Building Chrysler Building window ( open great photo ) . bathroom light exceptionally bright , appreciate . room nice size NYC . room warm we , hotel often warm . safe area . never feel afraid nearby street . take advice several people post note John 's Cafe block away hotel . eat breakfast 6 7 day stay . reasonably price , good hearty breakfast . -- - far one highlight Maria , friendly efficient wait table restaurant . one person TripAdvisor mention smoke odor come thru bathroom vent . smell , unbearable , ex smoker . picky non smoker smoke smell . would improvement could remedy odor . all , great place stay . 
 Dec 15 2004 	 great View ! ! ! 	 ' ve got back stay 5 night 40th Birthday . first time New York , fantastic partly due lovely friendly hotel . view room unbelievable staff helpful every occasion . 's 10/15 minute walk Grand Central Station worth away madness Times Square ! area feel quiet ( er ) safe save next trip ! also John 's corner 44th St 2nd Ave great place breakfast ! would definitely stay hotel . 
 Nov 30 2004 	 great room . great view . nothing else . 	 spend age browse internet look place stay NYC . eventually go UN plaza . long journey , arrive late tired hotel . receptionist pleasantry offer , barely polite . carry bag room . great first impression . the room big clean . view fantastic ... really superb . do not tire 5 day stay . the service not bad , non - existant . doorman occasionally say hello feel like one work idea . even less conversation receptionist check . ( carry bag ) pre - pay , perhaps think money already not require extra effort . the room good view fantastic . guess would stay get really good deal . otherwise , think would spend money elsewhere hope see occasional friendly face odd & quot ; good morning & quot ; . 
 Nov 10 2004 	 ' ve stay almost three month 	 Millennium UN Plaza Hotel ( Copthorne Hotel ) New York City ( Midtown East ) four hundred plus room hotel locate 28 38 floor sky scrapper across street United Nation ' headquarters . impressive feature bright uptown East River view , courteous staff . exception , staff well - train , well - inform , helpful polite . one exception reservation staff , disappointingly less - than honest . one name Naldi tired charge we almost twice corporate rate negotiate room — and make decision half way stay say could leave pay high rate . promise three time provide we write justification high rate could provide entity negotiate rate , never . exception housekeeping staff . one housekeeper sit bed watch tv walk one day . another one curse ask change bed sheet , five day . despite exception , staff quality rare exception New York City hotel even among expensive luxurious . course pay privilege treat politely rate start US $ 250 rise past US $ 1000 mark . room good size , well - appoint , vary light modern furnishing diplomatic wing darker traditional . standard room two large double bed single oversized queen bed available well large suit . room comfortable desk couch . in late 2004 , still lag behind many hotel price range provide room high speed internet service , process get room online . 
 Nov 3 2004 	 Great Hotel ! ! ! 	 stay hotel 10 night October 2004 . room locate 35th floor west tower . room large good condition . city skyline view truly amazing , city noise minimal . staff friendly helpful , allow early check - in late check - out . great view pool , water warm . Grand Central station 10 minute walk , Rockefeller center 20 , almost always taxis wait outside . John 's cafe 44th St. & amp ; 2nd av . great place breakfast . grocery store right near by . we would definitely stay UN Plaza ! 
 Nov 2 2004 	 Excellent Hotel 	 stay Millennium UN Plaza Hotel 4 night October 2004 . group ask renovated room , get . room clean , spacious , modern , spectacular view city river . see Empire State Building night window absolutely breathtaking . staff good . bit walk Grand Central Times Square worth stay hotel . always taxis available outside hotel also . pretty quiet night , feel safe area . also deli next door everything ( coffee , breakfast item , snack , etc ) even though not vend machine hotel , grab need next door . would highly recommend , would stay . 
 Oct 15 2004 	 wow view ! ! ! ! ! 	 stay Millennium short break totally blow away view . request high room city view time booking ( request city river view ) , blow away find good world . on eighth floor lie bed , perfect view Empire State building next block , see Chrysler building light night window fantastic ! great view East River , U.N way 1st Avenue Brooklyn Bridge - awesome nightfurther , room quiet , comfortable , clean bed sooo comfortable ! ! ten minute walk morning drinking atmosphere way Grand Central - not put slap - bang middle Times Sqare ! 
 Oct 14 2004 	 good money 	 price & quot ; good & quot ; hotels New York City hotel good price good chunck ! well worth money . sedan pick return airport reasonable amount walk distance Grand Central Station be not hard get around . view great ! pool one top floor huge window around . one soak view . quite romantic . could use redo certain area happy . 
 Aug 25 2004 	 tough find place nice New York price ? 	 Millennium Un Plaza Hotel certainly one good find Manhattan . locate excelent location , ten minute walk Shuttle Subway line make Times Square easily accessible , well green line uptown downtown subway access easy Grand Central , also right East River , locate good safe location right near United Nations . everyone talk view , well believe say . fine view Big Apple , find . ask south side want see Chrysler Building Empire State building right , River leave , side nice . hotel start 26th floor , will always plenty high . room large New York 's typical broom closet standard , decor fresh nice , albeit slightly quirky . not bother look ice soda machine , will need room service , hotel perfect right ? one definite bonus fitness room pool spoil 's stunning view . treadmill bike point toward window feel be run 300 foot precipice work , awesome ! local gym seem dull ! staff nice ( New York standard , none exactly grandmother ) , hotel upscale bargain consider room size high end feel . New York crapshoot come hotel , favor book one . could double price easily could never hope double quality satisfaction . nice stay . 
 Aug 17 2004 	 not Use Priceline 	 bad experience Priceline . ask four star room $ 250 six night . assign hotel . find room available $ 199 hotel website . long telephone wait , Priceline decide refund difference . call hotel directly find first three night $ 33 cheap . Priceline refuse second refund . lesson ... deal hotel directly . happy answer email . 
 Aug 17 2004 	 good stay NY 	 stay husband 9 year old Millennium August 13 - 16th . arrrive early give west tower room . tired mini bar mini kitchen . go back request change east tower room . tell check bag come back 5:00pm . new room 38th floor view city river . could see Empire State building , Chrysler building Brooklyn bridge . room nicer first sofa ottoman . visit pool 27th floor . cramp 4 people laps family stick one lane , little dissapointing . pay $ 149 2 free drink lounge .... beware soda cost $ 5.00 even 12 oz . not use conciege anything ... good thing since station always unattended . staff professional not use check check . allow we check 2:00pm instead 12:00pm . location great lot local market resturant ... walk one block 2nd street breakfast John 's ... reasonable friendly . also quiet , glad 's stay close Times Square . 
 Aug 12 2004 	 great deal great hotel 	 stay Millenium overnight two child , 6 8 . service excellent , staff accomodate . room perfect ( think actually upgrade we charge . ) not view , room nice size . three t.v . 's .... one bedroom , one living area ( also bar stool ) one bathroom . usually stay Four Seasons come NYC . kid , Millenium definite ' yes ' book . 
