alarming 	 ok , ' ve read review know well . truly alarming place , fire alarm still go middle night ! ! ! review go back 2006 refer problem , still happen ! ! ! yes , 2009 ! ' m multi - night business trip . far , one night , one fire alarm . can not afford tired . ' m multi - night business trip . one fire alarm middle night ' m outta ! ' m willing overlook tired decor , dirty bathroom tiny room location awesome . fire alarm different story.location ? double check.staff ? check.cleanliness ? much ... alarm issue ? enough put place bottom ... 
 likely stay 	 due flood Kingsway Hall offer alternative ' sister ' hotel . turn bit like one Cinderella 's sister . small room , though clean . unattractive lobby team ilalian teenager arrival team Italians departure . breakfast . try get case storeroom joke , stand concierge desk rude hopeless . ' you try job mate ' say complain Italian . ' not even ' . proceed take everyone ticket stub everyone mix free ensue . get another job get properly train . do not stay . 
 lilliputian room well locate clean hotel 	 London conference first time city , stay room little time . feel claustrophobiac , though , ' ve never . room ridicously small , could unpack clothe . use toilet venture . staff , except door man , condiscende unhelpful ( ask twice stand suitcase hair dryer ) . good side , clean location great , neighborhood public transportation . 
 Feb 1 2005 	 Nothing Special 	 stay Kensington close week Christmas . check early ( 7a.m . ) staff accommodate give we room immediately . unfortunately get room people sleep ! explain situation chap front desk upgrade we allocate well room . honest , be glad upgrade since standard room would not nice . one recently renovate room , be already look tired . furniture fitting not high quality be go look shabby quickly . however , price 's snip , especially get upgrade . the staff seem friendly helpful . eat one meal hotel Christmas night - totally disappointing absolutely terrible value money . have think christmas dinner would night remember be . the staff friendly helpful location good be use stay good quality accomodation probably not you . we choose stay return London end trip . 
 Jan 31 2005 	 surprised 	 book room online , read review scare , surprised get London . first , room big enough 2 person , everything clean bathroom ok . , 5 min . walk High Street Kensington , lovely shopping area tube round corner . next time London stay sure 
 Jan 27 2005 	 Average 	 stay hotel week business . room small , enough free space suitcase . bathroom also small , quite old ; feel could do bit work , one morning shower head fall nearly knock . bed quite uncomfortable pillow . enjoyable week , ok get cheap rate . location , however , excellent - 100 M High Street Kensington Tube ( district circle line ) . 
 Jan 26 2005 	 see well day 	 price hotel pretty low London compare awful 4 star place least be price reasonably . book double get triple meant room spacious supply basic facility hotel clearly need major refurbishment . furniture dirty ambience rather ' icky ' . not mind terminally run feel hotel 's ok . try order room service arrive quite late hungry . wait nearly hour discover order record . breakfast ok exactly appetising . not bad place ' ve stay even though staff lack experience friendly . 's good location tube nice part London . 's probably good place conference long holiday stay would bit depressing . 
 Jan 25 2005 	 Excellent value money 	 also nervous reading review , fine : everything work , clean , quiet , close tube station . room small , want sleep . price pay , ( UKP 100 three night ) , excellent value . restaurant outstanding , unreasonable , plenty choice nearby . reason ' m give five star lukewarm shower ( maybe be partly fault get early ) . would stay . 
 Jan 23 2005 	 excellent value money 	 excellent value money , get special price lastminute , prepare less comfortable accommodation . newly refurbish bedroom bathroom also able buy half - price breakfast voucher , enjoy good breakfast . only complaint carvery closed function alternative italian Restaurant hotel pretty pricey . 
 Jan 20 2005 	 Hotel Great ! 	 first trip London 2003 care British Airways . set hotel transfer airport hotel back . look atthe Priceline cost Hotels cost see save alot money book hotel . find Kensington Closeto everything advertise . tell room would small , sightsee , hang hotel room . staff excellent help every detail come travel queation , tour dilemma , fax form tour agency charge etc . blanket , towel , coffee , tea everything else need . room good repair , clean every morning , full english breakfast free stay . convenient underground , shopping , Hyde Park well Royal Albert Hall take wonderful concert . plan stay year . price beat location . plan spend lot time room , go somewhere else ! 
 Jan 19 2005 	 delightful hotel 	 reading review skeptical hotel . I companion stay Jan 2005 2 night find wonderfull . room small modern , nice bathroom furniture . breakfast extremly good . would definately recommend hotel 
 Jan 17 2005 	 tiny room poorly maintain terrible service 	 room extremely small bathroom even small . both need remedial attention ( big crack wall tile , leaky plumbing , water stain , damage window handle / opener ) . bed towel perfectly clean poor quality . bed small ' ve ever sleep thin , lumpy mattress . the tv remote miss tv system inoperable without . despite bring attention hotel staff absolutely nothing rectify . prove line quality service offer throughout stay . food expensive adequate somewhat dry , chewy flavourless - due heat lamp servery long . bar service appalling - number occasion take 20 minute get serve due bar busy staff two inexperienced member staff . overall , hotel shall definitely return . 
 Jan 13 2005 	 pretty good rate 's good 	 location good tube use , 2 min walk station . booked twin , get room 3 bed . room size quite enough 2 person 3 might crowd . bathroom size okay bathtub lack enough place hang towel . in - room decoration need quite bit freshe , go bathroom . bed wheel however comfortable . blanket thick warm . room airconditione though bit much noise . service use can not comment . stay good rate obtain . 
 Jan 13 2005 	 dreadful 	 way Kensington Close Hotel truly excel term sheer awfulness . corridor immediately bring mind chill mise en scene Stanley Kubrick ' shine , , combine nauseating stench congeal smoke damp , prove truly horrific . the décor room appear derive mind seriously disturb individual , fear even intervention change room several thousand pound would struggle remove ' unique ' idiosyncrasy dreadful place . state disrepair mirror complete incompetence hotel staff . avoid . 
 Jan 8 2005 	 nice place ! 	 room nice , although small american standard . clean everything need expected staff accomodate . stay one night ( Nov. 4 , 2004 ) get pretty good deal Priceline . not use facility restaurant , breakfast bit pricey . good location . would stay . 
 Jan 5 2005 		 stay group new year 's eve & quot ; Bond Ball & quot ; ... never again . we suffer : -The expensive bar world ever ( even capital city ) shoddy room ( paint peel etc ) hour wait check in . a long wait constantly get room key reactivate next day . car key lose attendant . an inedible breakfastoverall bad experience ! 
 Dec 29 2004 	 absolute shite 	 stay KC like many complaint reviewer , picture nothing like reality . middle winter , ASK blanket bed cover one sheet ! heating not work ( freeze ) although move another room , apology , offer discount , etc heating room ( turn ) loud noisy - get sleep . staff indifferent . avoid cost . 
 Dec 21 2004 	 small room place sleep 	 stay hotel 2 night last week 12 - 13/14 . room hotel pretty small bath room even small . room pretty clean could clean . hotel full block ground station pretty good walk . even though hotel call Spa charge guest 5 lbs use pool . return London look other location stay , place would work jam nothing special . book place United pay $ 114 US per night without breakfast . 
 Dec 18 2004 	 great little place get good rate 	 get good late deal hotel pleasantly surprise find , especially read review . room spacious enough , good bathroom , everything clean well present . problem , would go back . 
 Dec 16 2004 	 awesome location 	 even though small ( hotel London ? ! ) , nice , clean . stayed week . excellent location . could not ask well . tube block away . staff friendly . room clean . got excellent deal British airway . negative comment breakfast ... would not waste time . 
 Dec 13 2004 	 decent nothing special 	 wife & amp ; stay place 1 night visit friend London . pick place due location & amp ; pool / gym . pool / gym fairly good London 3 * hotel , extra $ 10 person fee use annoying . our room small & amp ; tidy , tiny british double bed . parking ridiculous $ 40 day , guess 's fault try park London . great area 's close Kensington High Street load shop / restaurant . all decent place . 
 Dec 4 2004 	 would stay even discount price ... 	 stay Kensington Close hotel Nov. 8 - 12 disappointed . 's website photo take another hotel . good thing say : room clean ( however small ) , bathroom clean , close walk Underground station , quiet except one night recycle glass something outside hotel hear crash bottle . good thing say : limited closet space , idea two people would fit double room week - long business traveler would stay comfortably , problem every time someone trying call hotel - one could get since option dial guest 's direct room number staff not seem answer phone regularly . expect international visitor someone answer phone night ! entire lobby smell smoke walk pub access room . also limited security , feel anyone could walk deadbolt door . would recommend hotel anyone except perhaps large school group limit budget since be seem mostly stay . 
 Dec 2 2004 	 fantastic hotel 	 stay 27 - 29th nov 04 . not arrive 23:00 hrs . check smooth . give free upgrade 2nd night . first room small fine . bathroom good size clean . second room fantastic like one show internet . breakfast good value money . much want £ 13.00location perfect 2 min walk kensington underground.would stay . bad people say . 
 Nov 26 2004 	 like Old Friend 	 , stay Kensington Close Hotel like return visit old friend . twenty year ago stay hotel first trip Europe . remember pay $ 1050 package deal include room , air hotel transfer . return Kensington Close 2 year later another stay.20 year later Kensington Close change management name time still great deal great neighborhood . the exterior hotel bland brick building public area bit fade . guest service decent accomodate require assistance . hotel also concierge desk assist tourist , travel informational need . the room modern update . although slightly wear around edge , good condition . the room large still comfortable compact . furniture double room include desk bed . television build wall cabinet room closet build bench put luggage on . although comfortable room , could imagine two people use . would impossible dance around bed ! speak bed , bed soft firm include enough pillow soft sheet get good night rest . the bathroom modern clean . shower great water pressure towel soft part . my complaint lighting bathroom horrible offer vanity lighting mirror . could deal ok , may difficult other . the door bathroom slide door offer floor ceiling mirror see big butt get good food consume . at £ 83 night double hotel offer good value class hotel view . to book check price Kensington Close Hotel use websight . book think list " internet " special two week advance purchase still allow reserve even though trip almost two month away . also see Kensington Close come Priceline even low price . if need relax want pamper , hotel also full service health spa premise . post sample price day . take money save hotel rate enjoy bit luxury ? Kensington close old reliable friend mine always deliver value money . location idea since within walk distance High Street Kensington tube station near shop many sight . it may Ritz , be clean , comfortable well situate . next time return London consider visit old friend . 
 Nov 20 2004 	 would not rush back ! 	 stay August . room absolutely tiny . bathroom small struggle get dry . fact , turn around smacked head wall nearly knock ( size 10 wondering ! ) tea coffee make facility . raise point reception assure would sort . nothing happen . either forgot could not bother ! breakfast ok fantastic . window barely open . bed hard . I would not rush back ! ! ! 
 Nov 14 2004 	 good experience price pay ! ! ! 	 first , not book hotel instead Kensington hotel area 4 star hotel well value service . look internet site hotel , see something different hotel reality . advert nice pool spa must know small 1st november 2004 , pay 5 £ per person get ! ! hotel good value money pay even discount . room small . not even tell bathroom . be clean especially corridor . bed one person separate room . feel cold inside room night . Front desk small huhe hotel , pay advance avoid queue . hotel expensive london next time go youth hostel imagine pay price minimum confort . tv crap room lock door inside room . 
 Nov 8 2004 	 dirty 	 room big garden shed . curtain fall . extremely dirty . 
 Nov 7 2004 	 Quaint room clean well locate 	 negative review thought would tell positive experiance . everybody opinion thing . easy go folk long clean room place lie head pretty well pleased . room quaint small , hear 's Europe . clean every day . stay sleep , entertain , adequate 2 we . the hotel staff accomodate . extra towel blanket ask for . Boyd consiege staff helpful . wonderful , pleasant always smile . close tube Muffin Man resturant excellent breakfast . the hotel breakfast excellent well one dinner . bar / lounge good also . good appetizer . we take advantage pool spa . dark dungeon like one reader report . downstair well lit . there several computer lobby access pound two . able email family member back home safe arrival . I think bad part trip return airport go thru MWR line . long still get pay taxis return account . Sept 27th ! love trip stay Kensington Close ! 
 Nov 4 2004 	 small room terrible food tiny bed 	 hotel great location fairly price London hotel . room small average , clean - would expect London Hotel . bed terrible small . bed wheel small spend whole night partner elbow face foot hang edge bed 5 ' 5 '' . bar absolutely atmosphere help relax spend £ 10 2 drink ! carvery restaurant bad beyond belief ! tabel cloth dirty , waiter could bothered pour wine food describe tepid slop ! que behind 100 Japanase student privallege eat restaurant amuse - neither leave food head near McDonalds ! advice - ok place stay leisure centre - forget eat drinking , plenty well place nearby . 
 Nov 3 2004 	 warning - especially check ! 	 never stay hotel . spend 12 night Oct 2004 impressed . expensive bad . fan bathroom filthy air let , looked never clean . breakfast ok rise another glass juice , place clean meantime , not feel particularly welcome way . reception queue terrible . many people handle , hotel focus money , service . last trick check . debit credit card NOK , course unfavourable exchange rate . back Norway , call VISA ask could . could , ask prefer , NOK £ . never . advice : spend money greedy hotel . 
 Oct 27 2004 	 room 	 Room clean far small . need review position bed , especially client 50 
 Oct 16 2004 	 Clean Tiny 	 booked room Kensington Close travel agent Holiday House Tour Company pay $ 203.00 Canadian seem good value , booking check photo room net look lovely . friend also state room good size ( later ) .When check room ( ask two bed ) shock . two suitcase carry on barely fit let alone two body . fortunately manage get everything put open suitcase desk . poor husband turn sideways get around foot bed bed touch would convenient two individual share room . bathroom look reasonably new bright clean . the air conditioning plus warm day room get quite hot ( end September ) . continental breakfast come room awful . must set night roll always stale cheese slice dry . room appear well - keep except single black sock night table arrive still leave . expect maid could not get corner get it . as room size , return question friend turn travel husband daughter room three much large . claim plenty room . the location excellent , short walk Kensington / High Street tube . buy sandwich lunch every day Marks Spencer ( near tube ) take we save money . all , Kensington Close adequate , mostly location . 
 Oct 5 2004 	 picture not say 1000 word 	 search hotel stay come upon website Kensington Close . photo 's look good location upper scale neighbourhood .. go wrong ? arrive hotel disappoint see room big walk closet . difficult get around bed could not get two large suitcase closet mean leave entrance . make difficult get room . door bed 4 step not full step side bed window . location subway good price get not worth . pay room could gotten suite 4 star hotel North America . disappointing lessen learn photo 's room website rather misleading . will not return unless rate dramatically reduce room get big . can not see either happen . 
 Sep 26 2004 	 not beleive picture 	 Kensington Closet : ' m look place stay London spend last trip Kensington Close , rename Kensington Closet . look photo post site thinking , ? - that s hotel stay ... good value $ . location fine . room tiny , ' ve travel alot Europe know standard , picky . be well stay B & amp ; B Inn price . staff helpful , awoken jack hammer construction cleaning staff . ask room transfer accomodate . 
 Sep 16 2004 	 good location bad bed 	 hotel well locate nice bar resturant . room small , first room put smelly , damp dirty bed utter crap . cheap piece sponge . ask get move put clean , dry , equally small room crap bed bed roller ! roll room ! lol . airconditione ( yet , instal ) overall since pay less 100 GBP per night actually quite happy . get well bed would stay price . 
 Sep 14 2004 	 reason behind mixed review 	 stay Kensington Close Hotel twice June . trip gift arrange child stay 4 night , travel English countryside 4 night return another 4 night K.C . must admit confused conflict review read prior trip . think understand . first visit room leave lot desire . indeed small hot , also mold bathroom unpleasant smell . complaint lead resolution . return demand well room amazed difference . obviously upgrade hotel room complete small comfortable , room do uncomfortable . room 2nd stay still small clean , fresh comfortable . if stay bad room make firm request move one renovate room . doubt pleased difference . I find staff aloof uncare other go thi way make comfortable . love location find convenient . go back London choose different hotel least feel solve mistery mixed review . 
 Sep 8 2004 	 believe bad review ! 	 can not add bad review , except say , believe . air conditioning , even though apparently promise get instal several year . room poor condition , desk fan hardly adequate August . prepared hit bathroom door get bed morning . yes , be small ! not fool photo . go much well Holiday Inn Kensington Forum . thing hotel go 1 block walk Kensington High Street . also , not bother ask staff assistance regard shuttle information . know nothing . addition , request copy bill check . curiously say mailed husband make reservation , . way , ' ve back home two week yet receive bill . 
 Sep 5 2004 	 Heat Bad . . . 	 stay Kensington Close August 4th August 10th , 2004 . room incredibly tiny , expect , also insanely hot , expect . absolutely suffocate . like review say , really hard sleep night . not fortunate enough get oscillate fan , window open little bit , practically airflow whatsoever . fire alarm go 3 time stay - 2:30 3:00 . one come say ' false alarm ' time , go way downstairs ( 5th floor , baby ) search someone tell we okay go back room . half time , ice machine not give ice , make heat bad . location good , though . lot , Kensington Palace / Hyde Park within easy walk distance , tube . careful , though , major road construction front hotel , cab take alternate route . place a / c , well air flow , would worth . pay $ 70 ( usd , GBP ) night , include taxis , priceline . would not pay penny get , would seriously think staying price . 
 Sep 3 2004 	 Heat Suffocation Kensington Close Hotel 	 look good photo , right ? fool ! photograph website totally misleading . pool look lovely web page locate dungeon - like underground chamber , pay five pound privilage enjoy alcatraz - like ambiance . air conditioning work , London hot . hotel room small , big problem lack oxygen , uncomfortable bed dollhouse - sized window open inch minimal ventilation . oh , bed wheel roll around room sleep like poltergeist push around . cheap bed . think foam pad . love god , refinance , take loan , need upgrade well hotel . would rather drink water Hyde Park stay Kensington Close Hotel ! sincerely , Jen Finnell . 
 Aug 12 2004 	 good location ..... 	 spend 5 night Kensington Close Hotel August 3 - 8 . reviewer state , staff helpful , especially Graham concierge desk . when travel agency book us hotel , check hotel 's website . state January 2004 June 2004 , would instal air conditioning room . however , arrive , tell a / c not instal room yet , could not switch room room fit . ( finish September ! ! ) hotel supply oscillate fan , help move hot air around . London , week , upper 80 F ( 28 - 30c ) day , low 70 night . not easy sleep heat ! another reason not easy sleep lock hotel room 's door break , prop chair case one break . safe not function . the bath functional , ventilation . , get bath / shower , try dry , end wet . ( towel good , though . ) towel rail fall wall one day , though ! be claustrophobic , not use toilet small hotel room . 's alcove wide enough hold toilet much room spare . continental breakfast italian restaurant nice , since majority holidayer choose option , breakfast room constantly full overflow seat 50 people . , staff work hard keep food supply stock table clear . Dinner Carvery fine , staff attentive , food abundant . I not plan stay Kensington Close Hotel . well , comparably price lodging nearby . 
 Aug 10 2004 	 nearly die heat stroke ! 	 friend stay Kensington Close August 3rd 8th . weather London hot humid . room small , far , air conditioning work , even though website promise would instal June . could open window inch keep air move small portable fan . room stay uncomfortably hot 95 % time , make hard sleep . allow check room 2:30pm , wait long line two people work check - in . could use auxiliary lock door , could travel companion nearby room . could use in - room safe , code could reset . room clean , general appearance shabby . our room include continental breakfast , tiny italian restaurant premise . room could hold 50 people , hotel 550 room , always line door people want eat matter time go breakfast . breakfast exactly every day , small variety would appreciate . bright spot hotel staff , unfailingly polite , helpful efficient , especially concierge desk . another plus good location near shopping , eat tube / bus route . this would ok place stay cool weather travel budget . group universally disappoint - point move well hotel - could partly cross Atlantic Queen Mary 2 , contrast ! 
 Aug 6 2004 	 good value low price 	 wife stay 7/28 - 8/3/04 , total average price $ 117usd / nite . could not find well hotel price date . room small , functional . queen bed , tub shower , tv BBC channel , couple german channel , CNBC Europe . a / c , provide electric fan , apparently instal A / c ready September . staff courteous , allow early check - in ( 11 am ) . concierge helpful setting tour give we tip local activity . location great , Safeway grocery store couple block away would serve pizza , chicken , many salad good - price eat . be also block Kensington High St. tube station . 's laundromat 6 block away , Church St , load laundry 10BP . assume get good rate , recommend hotel . 
 Aug 3 2004 	 bad ! ! great either ! ! ! 	 's tip be go hotel north ( manchester , preston etc ) .. instead go euston ... get watford junction.there 's normally train direct kensington olympier .. get taxi high street ( £ 5ish ) ... be handy ' ve get big bag 's , go euston .. come back get high street .. way gain 30mins plus , miss hussle underground ! ! ok hotel ... outside , nice ... ' ve get back form weekend .. weather lovely place buzzing tourist ... walk door find queue people wait check .. drama , incounte 2 people push wer not happy room .. people tourist ! ! ! not think anything , snap hate rude people ! finally get front get key 's room ... annoying lift journey make room find room tiny could not even swing cat .. wer not happy .. ! ! small could not believe ! quick fag make way back reception try sort something ! get find couple infront we first queue complain wer not happy room either .. laugh hope well ! ! haggle , receptist not get big room , free charge ( bath , unlike original one , room without bath ? ? ? ? ) . room slightly big , alot big first one give .. happy day ! ! ! ! ! say one drama hotel , rooml ... staff friendly ! food italian restaurant downstairs ok ! bar fine , hate pay odd beer ! ! money , would expect . travel lodge alot well , alot cheap .. london ... location hotel great ... 2 min walk high street , load shop , safeway buy beer , instead pay lot mini bar .. tude great .. be 1 stop away notte hill , couple leister square , oxford road ... would stay ? ? maybe , could not find somewhere well .. 
 Aug 2 2004 	 good location average hotel 	 stay three night exceptionally good Priceline rate include breakfast . location great - Kensington High Street around block tube station . hotel cater conference large group , not expect personal attention . , receive one wake call request , would really annoying not already awake . process instal air conditioning , not work first night , work great second , not work third night . overall , get great deal , would want pay regular rate . 
 Jul 30 2004 	 Disappointing 	 whole disappointed trip Kensington Close . check give key twin room ( book double ) even make previous guest . eventually give double room clean tiny hot ( air conditioning sort ) . wake twice night fire alarm twice early morning wake call not book . breakfast pretty much non existant time arrive ( approx 9 am ) not look like anything special anyway . admittedly , location good would recommend hotel friend . 
 Jul 27 2004 	 stay Kensington Close 	 enjoy stay Kensington Close Hotel ( July 16 - 26 , 2004 ) encoutere snag . room small , often case London , clean . central air conditioning , tell , would run time visit . not . room warm even window wide open small fan request run night . ( Housekeeping keep remove fan room ! ) a / c expect operational follow week , sure next visit ( plan stay ) much comfortable . find staff member exceptionally friendly helpful , exception . full breakfast acceptable would benefit greatly menu alternated day day . 
 Jul 26 2004 	 good place stay 	 stay 8 night . nice location plenty shopping . close tube get anywhere ! breakfast good restaurant not bad either . problem slippery tile around pool much hot tub . staff spa could better . overall , would tell anyone stay enjoy London . 
 Jul 19 2004 	 good value 	 nice room , close underground , secure parking good price london , need . 
 Jul 14 2004 	 love london 	 stay kensington close 6 night , july 7th thru 12th , 2004.our accommodation excellent , room clean neat normal size european hotel . location excellent , fine thing need right high street kensington . tube stop short walk away . hotel staff helpful courteous.the encluded breakfast expect . 
 Jul 12 2004 	 Fine 	 stay March 2004 get good deal via lastminute ! check -in ( approx 10 pm night ) tell get upgrade - go room tiny ! think normal room like , anyway problem shower get move triple executive room , room amazing - big spacious . breakfast hotel - basic fine . location brill , excellent shopping nearby . would recommend , probably stay ! 
 Jul 7 2004 	 Great Staff 	 stay Kensington Close Hotel 4 night . price great , accommodation clean spacious , staff helpful . recommend hotel ! 
 Jun 29 2004 	 Great Deal London 	 great deal want stay Kensington : $ 100 night clean , quiet , functional room . ideal solo traveller spend minimum amount time room anyway . might think room small . stay NYC hotel . 
 Jun 24 2004 	 cheap pretty 	 ' ve stay twice hotel think cheap pretty option want visit London without open mortgage pay hotel . room small , clean cozy . tube one block away . shop restaurant close hotel . breakfast nothing great , good . 
 Jun 23 2004 	 Awesome Location 	 stay Kensington Close Hotel 4 night may love . get really good deal Priceline one cheap room stay . room small hot locate good neighborhood short walk tube station . thing London hardly ever room anyway 's small size not matter much we . take day trip Evan Evan 's tour great hotel one pick - up spot great . find staff helpful overly friendly . breakfast one morning think overprice . would happy come room worth money . go Muffin Man really like , also go Safeway get cheap breakfast food tea provide room . love time London stay make well , would definately stay . 
 Jun 22 2004 	 great hotel 	 recently stay Kensington close 4 night . select hotel largely review read site disappoint . room small clean . location terrific - love staying area one block shop restauant - even food market . hotel busy everyone accomodate . tube 2 block away minute Big Ben . coffee shop close . walk distance Kensington Palace also Notting Hill . lovely residential neighborhood - comfortable convenient way around ! 
 Jun 14 2004 	 could well 	 two night hotel last weekend . arrival male receptionist welcoming . rude ... interested ! room fine problem . swimming pool fine ... clean . continental breakfast sparse . staff disinterestre . pay peanut ... get monkey ? bar need redecorate & amp ; loud music . table clear . armchair see well day . expect well £ 70 per night . give credit room account could watch movie channel . ask abpout opee account . therefore lose money even get room . british hotel need train staff well . probably would go . 
 Jun 10 2004 	 Small Clean 	 get decent deal hotel Expedia ( ~70 pound / night ) . hotel room tiny clean meet need . good thing hotel definitely location . close High Street Kensington Tube stop . also eat Muffin Man time stop Marks Spencer sandwich fruit whenever feel like it . we room 584 backside building . happy lot tourist traffic street near front buildint lobby . there air conditioner room not work . small fan provide help humidity . bed clean comfortable . price , would definitely stay . 
 Jun 9 2004 	 UGH ! 	 not think would stay . stay early May 2004 , room hot ! a / C , staff rude one occasion . continental breakfast leave much desire . good thing hotel good area close tube good shopping . 
 Jun 6 2004 	 average price 	 decent hotel good location , convenient tube . definitely would stay without good deal rate - high price hotel trip UK , worth extra money . 
 Jun 3 2004 	 small near everything 	 husband stay hotel 3 night . leave Dublin , Ireland , huge hotel room , check Kensington Close . shock small room . grant , not pack light , could barely fit room bag . also construction 8 am 6 pm daily . part , fine since day , feel like chilling room , small get comfortable . romantic luxurious hotel . not even supply lotion hair conditioner . the good thing hotel 's location . 's block Tube station , near Kensington , Holland , Hyde Park , near good shopping Notting Hill . love London find easy get around hotel . not take one taxi ! stay Kensington Close Hotel , recommend Marzano italian restaurant dinner . awesome ! 
 May 28 2004 	 Kensington Close Hotel -- Nice 	 stay Kensington Close Hotel 6 night end March , 2004 . room small clean , service hotel excellent . concierge , Boyd , get we discount ticket attraction . real nice neighborhood , tube , take everywhere , short 1 block walk great little coffee store way . Marloes Bar , hotel , party central ! even though stop sell alcohol 1 , partie 4 -- go room order beer & amp ; wine room service take back bar ! blast ! 
 May 18 2004 	 Good Value 	 stay Kensington Close end January ' 04 . book online really get good deal , 1st night free , not expect much . place clean , room nice , although carpet could clean . due discounted room rate view pkg lot . good location . Muffin man street good afternoon tea . eat Carvey one satisfy meal London . ( yes , food bad ! ) 's easy get taxi front hotel , Harrod 's short & amp ; expensive taxi ride away . 
 may 18 2004 	 love place 	 friend stay five night first trip London . location great . close tube station within walk distance Kensington Palace . staff awesome . accomadating , everything make we dinner reservation direction sight . back ! ! 
 May 17 2004 	 expect 	 wife spend 2 night Kensington Close May 2004 . stay nice hotel throughout northern France Southern England tour group expect little brief stay London . expect small room , small . barely room accomodate suitcase . carpet stain , room smell mouldy ( suspect water damage ) tile lift bathroom . wife surprise thare kleenex lotion supply hotel . room need work ! plus side , location great get see sight great buffet meal Carvery . 
 May 10 2004 	 Excellent Value ! Great Location ! 	 friend stay February , nothing positive thing say . room would expect far european hotel , staff great , location could not beat ! get great deal Hotels , would definitely stay ! 
 May 8 2004 	 enjoy stay 	 stay Kensington Close Hotel 7 night , April 13 19 2004 . enjoy stay , hotel great location , plenty shop , restaurant . tube stop road bus stop . travel mostly red bus , find convenient use , work run etc fine . safeway store close , yummy BBQ chicken bake potato want go cheap good night . hotel checkin ok busy efficient . room expect everyone warn we small , small Paris . clean , although think bathroom due springclean . service every day . staff friendly . concierge helpful information would require regard tour etc .. couple meal Marloe 's Bar , nice also go Goat Tavern High Street , old pub Kensington . breakfast room always busy , never find good time go breakfast . enjoy stay ever go back London would stay . 
 May 4 2004 	 Nice hotel 	 stay hotel 2 night April , 2004.We get good deal lastminute.com ( 60 pound ) , check , upgrade executive twin . to short : yes , room small ( small get bed side , turn sideways try fall pass first bed ) . manageable ( good long jump haha ) . bed comfortable , importantly everything clean . breakfast morning also good . the thing like good hotel ( other complain ) location . yes , little bit way , one two subway stop not big deal , especially be ride underground day long . think location great truly feel like among local . hotel also street quiet London standard , yet want busyness , walk road Kensington High Street ( underground stop located- convenient ) partake madness go . awesome , love neighborhood . Kensington High Street , other note , also Safeway opposite side road , Marks Spencer next underground grocery . would suggest go Marks Spencer grocery always see local return bag food , Safeway . buy lunch area , often neat little avenue building lead little courtyard sit park bench eat lunch . hotel also locate 5 - 10 minute walk Kensington Park , lead Hyde Park . definitely take walk ! conclude , Kensington close nice hotel adequate room great location . , however , stay 2 hotel time London , find one well one , call Bonnington Bloomsbury . get great deal website 50 pound night . hotel slightly well much large room . , can not get room Bonnington , try Kensington Close , be great . 
 Apr 28 2004 	 good place 	 stay Kensington Close Hotel recently travel school London C - h - a tour . think staff friendly attentive . food okay . room bit small , managable . housekeep great . real downfall location . completely way , be close heart city say , Strand Palace Hotel , think much well location . , be great hotel reccommend anyone travel London ! 
 Apr 28 2004 	 really like area 	 read early review pick place location . yes , double room small look like early single . get second single bed sacrifice dresser . lot hot water tub raise floor narrow large person toilet narrow niche also . concierge desk helpful . tiny shop necessite hotel next door ( tara something rather ) shop money exchange besides cost twice much stay . on enter lobby small ramp right not want climb three step . place seem get many tour group Spain , France etc problem . ask could see garden unlocked door leave longa want . explain little early consider english weather peopel use much . noticed outdoor pit gas grill must make use summer . also notice ask people hold noise garden night consideration neighbor although high brick wall . nice place call Muffin Man block towards Kensington High Street . would drop tea scone , etc . also try nice Thai Restaurant across street one evening . fix price meal nice since not know order help . two block Kensington High Street subway connection kind shop . Marks & amp ; Spencers department store boot american style drugstore need something . in basement Marks Spencers full fledged grocery store lot individual serving . notice people grab thing way home school work besides regular shopping since subway next door . bakery scones hot cross bun could serve . take thing back hotel try save money . wrap sandwich actually taste like food . one call chicken stuffing . sound odd & quot ; Crumbly sausage & quot ; neat . walk Kensington High Street turn right Kensington Palace within walk distance ( maybe four block ) . well go connected tour . spend three hour often alone room . see couple guard ( man woman ) chatting walk although know additional security . for hotel place crash . would continental breakfast morning head Stratford , Oxford , etc . find hotel nice residential area . churchs nearby nice Easter . 
 Apr 18 2004 	 Average 	 yes , room small -- ' m sure compare hotel room Europe . lug suitcase inside teeny - tiny elevator first room smell terribly smoke . immediately return lobby ask non - smoking room . room prove equally small , much fresher -- room 330 . make sure request non - smoking ask . room build shelf bathroom accomodate toiletry small shelf closet well . wonderful location -- close tube station , shopping , beautiful neighborhood around Kenisington Palace . also decent bar hotel stay open 1:00 ( well pub city close ) . eat restaurant hotel many fabulous restaurant go London . Muffin Man street good breakfast food . 
 Apr 15 2004 	 Convenient yet cramp 	 family spend 7 nites hotel April 4 - 11,2004.stayed 2 room clean extremely cramp . bathroom small clean . bed comfortable clean . great neighborhood , tube stop 1 block away . can buy food grocery store Kensington High Street , occaisionally want avoid restaurant bill . swimming pool workout room available 5 pound per room entire stay - a good deal . if get continental breakfast room ( serve italian restaurant ) , go 6:30 - 7:30 avoid morning rush . bring food adjoining Marlowe 's Bar sit window well atmosphere . concierge helpful . if 4 group , consider take cab instead tube , although family passes tube great deal . 
