love 	 stay 5 night read rave review really live noise . great , modern , value money hotel . staff second none super - friendly , proactive attitude . there load great restaurant , bar , cafe club nearby even bar restaurant downstairs worth check meal drink head elsewhere . we always look forward yoghurt , muesli , banana OJ morning . 
 excellent stay 	 stay one night impressed . lovely reception area great room . small problem try check ( hotel fault ) reception staff could helpful . though free banana / yoghurt / orange juice great idea . would recommend hotel highly definately stay . 
 excellent location great value . 	 hsband London January 2008 stay Hoxton Hotel 5 night . manage get £ 29 deal . location perfect , close tube , take - away shop front hotel , walk distance supermarket . staff friendly & amp ; accommodate , aircon blow loudly , upon request kindly move we another room . room cosy , nice bathroom shower , large LCD tv fast free Wi - Fi . I ' hesitate stay . 
 rate HOXTON high ENOUGH 	 stay Hoxton Hotel time , £ 1 & amp ; £ 30 - special sale price . its easy reach get town , clean modern . staff great can not enough help . love alternative attitude brand . 
 Aug 19 2007 	 close cigar 	 generally enjoyable stay hotel first weekend August issue . room : excellent could fault . bathroom great , tv bedding . fresh milk water day good touch refreshing see high quality tea coffee room . free guide Hoxton useful . reception : friendly ( generally ) efficient . free copy Guardian / Observer welcome . 4 free internet terminal real bonus decide take laptop . breakfast : real diappointment . one three morning banana miss last morning deliver one breakfast rather two ! noise : Friday Sunday night find hotel unacceptably noisy . suspect partly beacuse stay coincide Shoreditch festival . we felt warn likely level noise . my minor complaint first morning hotel fail wash one mug replenish tea bag supply . ask Saturday night tell would done 8 Sunday morning not ask ( receptionist give tea bag straight away not guy night ? ) however , overall hotel excellent represent good value £ 147 three night ( early book cheap ) would definitely stay . however feel work 's justify pleased seem website . 
 Aug 11 2007 	 Fabulous hotel 	 exceptional value money book advance . room stylish efficient . bathroom dream ! well locate shop market within walk distance . great restaurant hotel . 
 Aug 4 2007 	 hotel like 	 brilliant night 's stay . decorate quirky modern style spotlessly clean . good internet facility . flat screen tv . free spring water fridge room . extremely comfortable bed . air - conditioning adjust . would definately stay again . only downside room overlook bar noisy . late not bother we , want stay suggest ask quieter room . might ' young trendy ' old people prefer traditional hotel . 
 Aug 3 2007 	 Loved hotel ! ! ! ! ! 	 hotel spotless , service excellent friendly restaurant bar awesome ! ! room roomy comfortable unlimited wireless computer service either room tv 4 terminal lobby . receive light breakfast every morning room consist fresh banana , fresh yogurt orange juice . the restaurant food marvelous presentation wonderful . would recommend hotel everyone . oh yeah , small price 5 star hotel . 
 Aug 2 2007 	 Fantastic 	 stay one night get room promotional £ 29 rate . hotel brilliant , room good size spotless , modern lovelyDecor . its 5 minute walk near tube station minute fromvarious pub restaurant . free breakfast fab . the fresh milk bottle water fridgewere nice touch too . would problem stay , even pay full rate . staff werefriendly helpful , everything hotel fantastic nothing fault . 
 Jul 31 2007 	 Hoxton revelation ! 	 book Hoxton week 's stay [ -- ] get great deal . research many & quot ; budget & quot ; ( budget consider US dollar get , be another story ) hotel London good deal acceptable - sound modern hotel find . think work 75 pound / night , fantastic consider amenity . in addition everything everyone else mention , like nice breakfast ( get old 7 morning , hey , be free ! ) , free wi - fi , pretty sizable room , quality linen , wonderful shower , call America 5p minute ! unheard , right ? drawback see could not really leave window open night without suffer lot noise -- face back seem garbage truck come multiple times night ! plus people would walk back car , talk , middle night . learn keep window close , AC work great . we drink bar area one night share mini burger , excellent pretty reasonably price . service lackluster , hey , London around ( offense mean -- be use overly friendly US service -- & quot ; hello , name Joe will server tonight & quot ; ) .All would highly recommend Hoxton ! neighborhood great explore walk everywhere -- couple mile Tower London , Southwark , British Museum . be really quite easy avoid tube ! 
 Jul 22 2007 	 good hotel price location 	 stay two night midweek pay GBP99 one night GBP79 . get reasonably - sized room bathroom include rain shower , mineral water , tea coffee etc . flat screen tv room , access av plug laptop see dvd play ... include also Pret Light Breakfast , banana , orange juice small granola yoghurt . the hotel 5 min foot Old Street underground station 15 min Liverpool Street . tip - ask room high face inward , traffic Great Eastern Street keep awake first time stay there . oh , wifi free , make : - ) 
 Jul 20 2007 	 Funky Lodge 	 Described Urban Lodge - bit worried really central area London need price great write up excellent gave go . really glad . cheap travel lodge , well site Old Street tube really good bar restaurant close . real experience compare hotel . describe partner son & quot ; set Aliens ! & quot ; not put - comment corridor - room comfortable appearance good size , extremely clean great shower room ( almost wetroom ) . staff helpful , whole feel informal well run . wall mount flat screen tv definate hit man ! 
 Jul 20 2007 	 great hotel 	 friend book twin room end June - get pretty good deal website . two night - 69 pound night . the room well - decorate ( love rock / paper / scissor pillow ) bathroom surprisingly big . breakfast nice touch . also make use free internet / computer lobby drink bar one night . area around Hoxton ( couple minute walk ) fun - lot little bar / pub young people . meet people actually live London , oppose tourist . the thing not like Hoxton message / alarm system . someone leave message , tv would beep suppose able check delete message , end someone come completely unplug tv . , would absolutely recommend anyone look affordable , modern hotel London . 
 Jul 20 2007 	 Echo 	 spend weekend 13 - 15 July Hoxton , echo great report other . not hotel like ? early checkin available Friday drop bag . room overlook courtyard . would use hotel . information Jamie Oliver 's reataurant close . excellent food . 
 Jul 18 2007 	 fantastic hotel great price 	 absolutely wonderful hotel . room comfortable immaculately clean . bar restaurant great location convenient . 
 Jul 18 2007 	 Excellent Stay Hoxton 	 alert via deal website room auction Hoxton hold early July lucky enough get room £ 1 . idea expect not chance read review booking read really look forward stay disappointed . room small really well design , comfortable bed great bathroom - also decent coffee rarity ! great location good local restaurant easy walk lot touristy thing ( Tower London , St Pauls etc ) .To honest book age since night London £ 1 not bother hotel like . turn regret not book second night full price . room auction great marketing play certainly return would recommend anyone . 
 Jul 16 2007 	 Loved Hoxton 	 already book Hoxton Hotel annual week London , August 2007 , however , find absolute bargain decide stay two night July , prior main stay . having stay many decent four five - star London hotel little concerned Hoxton mere three - star establishment , fear not last long . arrive near tube ( Old Street ) , practically heart City London enjoy leisurely stroll hotel , take five six minute . the area surround Hoxton could say little run - down , however find area relatively safe otherwise nothing great concern . approach hotel look rather modern quote other , ' trendy ' . approach check - in desk main lobby pass bar lounge area . efficiently check - in dispatch room . day stay problem computer control access card personally lead room member staff . problem not last within hour card activate . as enter room ultra - modern hallway find , first inspection appear , small room . however use space excellent not struggle room . cleanliness , decor quality room fitting high order . adjustable LCD television desk make view bed delight . inside fridge find complimentary quarter pint fresh semi - skimmed milk two bottle mineral water . none awful UHT thimble ! bed pure heaven , heavy plump pillow dress crisp white , rather expensive , linen rest bed whole sleeping experience divine . en - suite shower - room tile floor ceiling shower one pleasant whole London . strong shower never struggle either power heat make cooling - off warm July day excellent . unlike many London hotel , cleanliness could not fault . towel extra - large soft ; also find extra towel two extra pillow wardrobe . the extras hotel important we ; free wi - fi internet access easy , nothing set - up work instantly much quick home broadband connection . complimnetary breakfast banana , orange juice yoghut ( Pret Manger ) always deliver time select we . fruit fresh yoghurt excellent . there sense down - to - earth honesty never experience many pretentious hotel stay . telephone call charge 3p per minute national rate call , instead usual pound - per - unit price hotel charge . also shop hotel selling chocolate , crisp , nuts drink newsagent price . Coca - Cola cost 50p . we use restuarant visit therefore pass comment , will save August review . in conclusion , would always consider hotel first choice London . 's excellence beyond comparison similar hotel . 
 Jul 15 2007 	 watch credit card statement book beware ` ` request '' twin room 	 partner book one night us + sister mother several month advance . request 1 double 1 twin room book online . first problem charge credit card 3 room . ok , easy mistake possibly , try remedy extremely frustrating - ignore email , phone several time . trying speak someone understand concept overcharge authorise something difficult close filing formal dispute via credit card company agree refund card . mistakenly seem imagine try cancel book something . on day arrive telephone couple hour beforehand & quot ; courtesy call & quot ; [ word ] say do not twin room , two double . protested book several month little inconvenient , become stroppy . make clear misunderstanding 100 % fail realise could ' request ' twin room & quot ; request & quot ; precisely . accept would good customer practice inform we time book request twin room could met . my advice anyone book hotel - 1 ) watch credit card statement , 2 ) not imagine ' unusual ' request twin room meet - not expect inform till 's late make alternative plan 3 ) avoid speak anyone - assume get , reservation staff poor communication skill concept customer care . shame will not come back many positive point echo other site . 
 Jun 25 2007 	 Fantastic hotel ! 	 superb hotel , stylish superb decor , friendly helpful staff wonderful comfy room lovely en - suite shower . never want leave . stay couple occaision recommend break get away relax . restaurant lobby superb , highly recommend steak come chop board metal vase hold chip stay hot ! place style special touch not get hotel . uht milk room - fresh carton mini bar . free newspaper , 24hr room service , wonderful decor throughout . chain hotel would follow example . value money superb tell fab place close go never leave hotel . fab cocktail , food wonderful bedroom .... would want go ! ! ? recommend place highly enough . emily 
 Jun 24 2007 	 new London Base 	 read mixed review Hoxton Hotel expect much pay £ 70 per room per night double plan spend majority time tile use base . shoreditch , area that s become popular London situate 5 min walk Old St Station . arrive atmosphere busy bar reception easily find staff efficient friendly . room clean modern . nice dark furniture , stunning sheet , flat screen tv chiase long ! bathroom equally good . room differ view window . freshen go explore bar . circular space around modern courtyard outdoor drinking area surround tree . bar modern blend Highland Grandure urban clean industrialism beautiful paper sculpture fly eagle ! ( see believe ! ) quickly settle drank night finish , long non - resident ask leave , G & amp ; take room . Sunday relaxed paper good english breakfast London offer . hotel social people quiet getaway , say however get available room mid week almost impossible due business client know good hotel see . 
 Jun 24 2007 	 would recommend hotel old young traveller ! 	 stay one night hotel husband . age 58 & amp ; 60 respectively . although great hotel young people , think also good old people want clean , modern , comfortable environment without pay earth ! think phrase & quot ; luxury budget & quot ; see somewhere sum nicely . contributor give good description facility , will not repeat . would like add stay many hotel business feel uncomfortable lone female , would feel comfortable single traveller stay . 
 Jun 23 2007 	 probably good deal London 	 business engagement Hoxton area suddenly remember read review Hoxton Hotel open last year . location perfect straight . expect find gem hotel though . job perfectly . arrive check - in , get room immediately . place look far expensive . design probably well describe funky alternative boutique . totally keep Hoxton area . place cheap [ pay £ 79 one night ] could easily justify lunch Rivington Deli around corner - serious restaurant Ivy Caprice group . would really easy spend lunch two , superb . another local feature White Cube Gallery - Damien Hirst 's £ 50 m diamond skull display . know reviewer comment shabbiness area - seek great thing . would say downside hotel 's couple change tube get west end . much hassle . all , remain concern - keep run profit ? pay £ 79 night get well design room , flat screen tv , superb power shower , high quality bed linen , fresh coffee , milk , mineral water , free newspaper , breakfast - make money ? usually stay 5 star hotel London . will check Hoxton first ! stay ! 
 Jun 21 2007 	 hotel - take tip ! 	 great hotel really show someone sit actually thought customer want , like need ! reasonable price London ! restaurant good , . whole ethos retail rip - off price stand true drink snack buy reception - refreshing hotel stay . 
 Jun 20 2007 	 excellent 	 find hotel valentine special offer get deal double room . love modern design , soooo much nice chintz & amp ; lace find elsewhere Britain . bed comfy facillitie great . it clean bathroom fab , really enjoy 1 night stay , definitely go back recommend friend . Breakfast deliver brown paper bag , contain juice , yoghurt & amp ; banana , enjoy tho might everyone taste , think option want hearty breakfast extra expense . put disturb sign tho cleaner eager morning . staff friendly , help we direction ask several occassion ( not intrusive annoying way ) .It 's good hotel ever stay . 
 Jun 20 2007 	 Great Hotel / Great Value 	 Hoxton great . rate outstanding hotel amenity offer , even pricy city London . hotel room everything want stay ( free wi - fi , early check - in , great bathroom , great bed , AC , flat - screen tv , safe ) . staff helpful . the location hotel well expect . Hoxton area great selection trendy bar / restaurant hop every night . furthermore , hotel 2 minute walk Old Street station . 
 Jun 19 2007 	 compact funky ! 	 book special deal thru thomas cook @ sainsburys rail travel hotel hoxton excellent value money ! 2 nite funky hoxton , get lil lose pour rain easy find underground grasp ! hotel room compact modern date , flat screen tv good shower ever ! shame door leak ! room service good little pricey staff helpful able get mar bar midnite advantage ! 
 Jun 18 2007 	 Excellent ! bargain ! 	 stay 2 night - complaint - fabby modern , free internet , great relaxed lounge area - room ideal everything need ! bar slightly pricey side - £ 6 bailey etc guess London . we back ! 
 Jun 14 2007 	 Awesome Gem London 	 love hotel . canadian worry find decent hotel London reasonable price ( exchange awful ) . find Hoxton . we spend five night . room good size London ( ie . could stretch arm bed touch wall ) bathroom lovely big vanity nice rain shower . the room clean hip vibe . flat screen tv give channel satellite surprised bit . bed super comfy even fresh milk tea coffee fridge along 2 bottle water every day . the hotel 5 internet station use free even internet access room tv ( bit fiddly though ) .The location good . Hoxton pretty hip area ( visit Columbia Road flower market Sundays treat ) . lot good restaurant . good tube connection well . the staff friendly feel like get good value money . downstair bar seem pretty popular Fri / Sat evening well . 
 Jun 13 2007 	 back ! 	 book thru hotel website . get sit sun night price 79 29 pound respectively . book way advance think extremely good deal . breakfast amazingly nice pret 's breakfast provide decent . hotel room small , could even put extra bed . flat screen relatively wide tv great . design great trendy . toilet cool ! love shower . design practical well . love mini fridge fresh milk water , serve well . importantly , extremely clean like fact guest key each.hotel staff , friendly helpful . react fast issue well . free wifi ground level plus . free newspaper morning something appreciate . lobby small nicely design . toilet lobby cool ! sure , I m stay hoxton next time arrive.only negative problem occur london tube old street closed.however , bus available camden , waterloo , holborn , oxford st . etc etc . everything fine long carry huge luggage hand luggage well . prepare workout day 1 check last day u check . 
 Jun 12 2007 	 last hotel rip ! ! ! ! ! 	 last hotel rip ! ! ! ! ! usual hotel experience , hoxton , forget good area london , hotel refreshing change norm ..... FREE botted water , free fresh milk ( fridge ) , instant coffee , quality breakfast deliver room want , free internet access , CLEAN room bathroom , great freindly staff , usual hotel great price .... hope other follow , doubt ! ! ! 
 Jun 8 2007 	 different hotel norm 	 stay hotel overnight business . select recommendation handy venue attend . I feel uncomfortable walking hotel , area not nice . be pleasantly suprise get hotel . reception staff extremely friendly ambiance quite funky trendy . corridor quite dark eery would say trendy . the room nice trendy , fab toilet walk shower , nice double bed . lot good feature , mini Fridge water milk . coffee tea make facility , room service . breakfast good , hang paper bag outside door state prefer time get fresh orange juice , yogurt banana . alternatively go restaurant cook breakfast . check fast staff reception excel .I really like hotel area . 
 Jun 6 2007 	 's 100 % true 	 spend 2 night Hoxton May 19 20 . first impression good already ! hotel lobby look exactly like website . arrive morning room ready yet . staff kind enough put luggage storage room ! check late afternoon . fast smooth process . say staff friendly , passion work ! room clean , spacious ! Room tastfully decorate . cushion bed add fun ! bath shower , also make bathroom look big . piece Pear soap provide . suggestion : provide 2 - 3 small size soap , guest use differnt soap wash hand take shower . free breakfast deliver door also plus ! whole idea cute handy ! last day stay , rush waterloo station . grab bag go ! hotel locate core area . Old Street tube station 5 - 8 min walk . make sure take right exit . I get lose one day since mixed exit . tube ! try make long distance call hotel room . not work begin call front desk . still not wor . call least 3 time staff patient . end send staff come room ( around 11 pm ) fix . check , long distance bill reasonable . 10 min long distance call Canada , cost 30p ! ! ! 's 100 % true fromthe website : rip charge ! ! ! highly recommand traveller kid . would perfect place business people ( 4 computer lobby use ) . place good young people , alsoolder crowd . mind hotel trendy mood staff wear polo shirt . look traditional hotel like Hilton , uniform dress porter service , not stay here . I will not stay place except Hoxton , ' m go back London . 
 Jun 1 2007 	 Good London 	 rather say good thing hotel like everyone else let say negative thing first . room quite small . 4 night case really store nice sofa take ( not lot floor free either ) . view window fairly industrial reading review quite . having say say true well . nice feature room , least shower decor . also mini - breakfast great ( yogart , juice bananna ) couple ground coffee room tie lunch nicely . the free internet lobby great checking stuff London fast . restuarant bar good well like London expensive . staff good friendly overly friendly . the area okay great honest 's charm . tub 5 minute away handy . certainly go back next time London 
 May 22 2007 	 problem reservation - warning 	 book double room two night Hoxton hotel change book another date . want cancel initially , tell possible according term condition booking . tell could always change booking , long 48 hour advance . need change booking ( time good reason ) tell different member staff could not change booking ( time also refer term condition ) . ' m still negotiation booking , would like warn anybody consider book hotel term condition like every hotel ' ve stay risk lose money even something happen outside control . despite good review hotel , not want risk book hotel . 
 May 8 2007 	 efficiency without formality 	 return excellent two night stay Hoxton . staff efficient friendly without stuffy formal , room large modern bathroom walk shower . hotel customer focus , excellent value money , modern contemporary show great attention detail . great area well - Hoxton great night life age young heart . definately stop next london visit . 
 May 8 2007 	 feel like boutique travel hotel price 	 back long weekend . excellent time , bargain , nice clean room , great shower ( big enough two ) , staff personality central location ( 10 min walk Liverpool St ) . also next door Medicine bar convince mate end night walk home . highly recommend . many people 40 could young heart . 
 May 6 2007 	 great hotel 	 great hotel , Old Street tube station close Liverpool Street 10 - 15 minute walk . lovely bar ( Cantaloupe ) street lunch . Rooms & amp ; bathroom excellent . stay London 4 5 time year & amp ; look elsewhere future . Jamie Oliver 's restaurant Fifteen also 5 minute walk away & amp ; great breakfast sort price hotel restaurant . great value £ 79 night . 
 May 2 2007 	 great hotel fab neighborhood 	 Hoxton offer outstanding value great location . room , small , comfortable outfit beautifully . could make week stay , without even get Underground . 's plenty see within easy walk distance ( duh , London . ) great business pleasure . 
 May 1 2007 	 Hip Hoxton 	 recent trip Italy London bookend , stay Hoxton love . get suspicious good review hotel staff say kudo hotel correct . though center London , be easy use 55 Bus get center thing ( tube bit cumbersome expensive ) . hotel sleek hip , lot young people young vibe . room bit small , stylishly decorate , little extras room ( free bottle water milk coffee ) , along flatscreen TV Pret - A - Manager breakfast ( fresh OJ , yogurt banana ) make feel bit pamper price . plus free internet terminal lobby . be night owl , 's great area club thing , plus 's music food downstairs . night owl , beat downstair party get bit loud first night ( Saturday ) return hotel way back Italy , request quieter room perfect . 's mini - mart across street great drink snack . a bit use bus -- normally be two pound per trip unless buy something call oyster card . 's bit investment first need put 3 pound deposit ( get back ) plus minimum 10 pound fare , . pay quickly , bus ride 1 1.5 pound ( depend time day , think ) . plus reduce cost tube ride 4 pound ( outrageous ! ) 2 pound . that be . ' m definitely stay Hoxton next time ' m London . 
 Apr 29 2007 	 great hotel ! 	 book two room hotel 2nd April 2007 . pay £ 99 one room £ 1 ( not normal price hotel introductory offer end last year lucky enough get one room ! ) . staff check - in extremely welcome friendly , room incredible . large room contain comfortable double bed , desk chaise longue large bathroom ' ve ever see ! ! location good ( close Old Street Station ) area good traditional pub ( great lunch Bar Aquarium ) great look restaurant . must good value hotel London definitely stay every time visit . 
 Apr 24 2007 	 Awesome Impresive Hotel 	 first impression definite , think really hotel book ? 'cause look incredibly trendy , modern , say expensive ! ! ! reception wide open space housing reception desk , lounge bar restaurant back . inner open air yard olive tree midle delight drink smoker . People reception time really helpful kind we , even speak english rest 9 could say couple word . corridor also let us say different , discover ! ! ! ! book 5 room 10 people , astonishing ! ! ! see web , strike extremely comfy bed good sheet ' ve ever try ! ! soft pleasant . really difficult get morning ! ! room small sofa , flat tv screen possibility internet access ( free hall ! ! ! ! ) . also kettle , coffee tea bag . hairdrier , aven corkscrew . bathroom , wil definetly copy house ! ! ! amazing shower cabin soft smooth tower Pears soap ( not hear brand 's gorgeus ) breakfast great idea , put bag hang door night say time want breakfast deliver next morning bag banana , fresh orange juice deliciuous youghurt . milk water also daily provide fridge . the area perfect really convenient near Old Street Liverpool Stations , visit London go trendy area London , Shoreditch Hoxton Sq . also lot restaurant eateris expensive all . to sum definetly look another hotel whenever will back London , uttermost good hotel ever ' ve stay 
 Apr 24 2007 	 great nightlife 	 add everyone else mention - excellent hotel highly recommend . londoner decide take break city lucky enough secure £ 1 rate Hoxton live side town do not get frequent East end . believe though , £ 1 stay boutique hotel ? amazing ! even full rate £ 59 website outstanding value . good part Hoxton access nightlife - want party late area . many club bar , highlight handy little brochure get room . funky restaurant eat - try Green Red mexican , Les trois garcon amazing decor hundred place around . if ' ve London do usual haunt , definitely stay Hoxton . even have not see sight , hotel central enough everywhere . 
 Apr 23 2007 	 Excellent value hotel 	 stay Hoxton Hotel Friday night April 2007 . welcome staff reception desk . room small well decorate equipped . bathroom bath , shower excellent . great idea free water fresh milk fridge . good see safe room . particularly like idea bottle opener room guide bar restaurant surround area . unfortunately able sample hotel 's food drink facility since meet friend different part London , definitely back spend time fantastic hotel . 
 Apr 17 2007 	 excellent value ! ! 	 book hotel last mintue break Central London expect pay lot hotel offer exceptional value . room cost £ 59 hotel website - price include Pret - A - Manger lite breakfast 2 , 2 bottle mineral water fresh milk mini - fridge , free ! free WI - FI access room also excellent plus take laptop everywhere we . not laptop hotel also offer free internet service reception area , 4 pc be guarantee least 1 always free . the room luxury would expect pay £ 150 + Central London . flat - screen T.V , comfy bed , sofa , desk , hairdryer , mini - fridge safe . good part , however bathroom , particularly shower wonderfully spacious ! room bathroom clean luxurious looking . other review , find staff helpful polite quick easy check - in check - out . compare hotel another luxurious London hotel would compare Mayfair stay last December . room bathroom style similar , difference amount space available . overall , would happy choose Hoxton Mayfair Mayfair pay lot extra spacious room . without extra space Hoxton excellent property brilliant value stay Central London . 
 Apr 14 2007 	 Excellent Hotel 	 Booked Hoxton Hotel read NY Times . little skeptical & quot ; young & quot ; we . however , never issue . Hotel locate 5 minute Old Street Station , exit 3 . front desk staff restaurant staff , everyone nice helpful . truly understand value customer service . decor room trendy , everything else Hotel . coffee maker room , little refrigerator , breakfast deliver door every morning time suggest we , 6 a.m. 9 a.m. Breakfast consist orange juice , yogurt bananna , plentiful . I would think twice stay again . this truly great value . Sunday , 10 minute away spitafield open market . 
 Apr 14 2007 	 Fantastic hotel ! 	 girlfriend book two room ( one we one brother visit we ) £ 1 limited offer back February . stay one night 12/04/07 say good hotel experience . though may relieve wallet talk ! : Danyway , arrive early evening warmly greet irish lady reception ( snazzy uniform , way ) , check quickly . inform free paper ( guardian Evening Standard , lovely ) , though bit miffed tell we could not replace free breakfast yoghurt ( can not eat milk ) extra piece fruit . not get , fellow emailed say could . ah well , £ 1 , can not moan much . go room , note free internet pc ( 5 ) roar fire comfy seat lobby step small funkily tile lift ( elevator yank ) . corridor continue hotel 's funky trendy feel , though might [ -- ] red light feel brothel ! ( say brothel might feel like ! ) room reasonable , imaculately clean , furnish high standard . include flat screen television free music stream , radio , numerous tv channel ( none foreign ) free internet provide keyboard . ample storage somebody stay night two , hotel aim business market , couple , say , stay may enough room . smallish fridge 2 free bottle water milk ( need thank ! ) , digital safe store doo - dah wardrobe . bathroom . plenty towel ( plus top wardrobe ) , two free bottle shampoo / conditioner ( really enough two people ) , actual new bar real size pear soap . could not believe , honest . know 's small detail , soap dish rather hotel brand cheap soap make smile ! shower luxurious , separate handheld attachment ... y'know . back bedroom drawer come stock hairdryer , bottle opener pen - knife corkscrew , map local area restaurant bar suggestion pad paper pencil . addition usual coffee ( standard decaff fresh ground bag rather instant granule ) tea ( twining english breakfast peppermint tea ) well coffee splenda sweetener . 2 : wine glass , tumbler mug little tea cup - cum - sugar bowl type thing ( get leave well alone ! ) .By large window ( face onto willow street office ( nearly open curtain whilst nude - whoop ) ) sofa recline whilst watch television . find tv could swivel outward side face bed ! bed quite luxurious warm , comfy duvet clean , crisp sheet . quirky & quot ; scissor , paper , stone & quot ; scatter cushion nice , comfy , touch . back point breakfast bag . write little note say yogurt situation pleasantly surprise find next morning go extent supply we extra piece fruit ( apple ) , also give we extra bottle orange juice another bottle water ! ! thank hoxton pret ! checkout smooth fast , two extra staff come attend desk see we wait minute . area : area definitely glitz glamour Knightsbridge . predominately residential area , whough past year business man woman well quirky restauranter set shop . , area fashionable . would even go far say residential area , much less danger mug tourist , say , Victoria . also , numerous bus serve area , Old Street BR Tube station withe 5 minute walking distance , Liverpool Street within 10 15 minute . , fantastic stay wonderful bargain , even get £ 79 £ 99 night . 
 Apr 12 2007 	 fantastic boutique hotel 	 fantastic hotel . stay business last year back several time since meet friend drink trendy bar . the room really cool - exactally hugh job . bathroom desinger chic - really funky monsoon style shower Pears soap ( retro ) . free , fresh 1/2 pint milk room ( horrible UHT pot ) along bottled water , t - bag etc . Hair dryer also accesible near mirror . fantastic plama tv pretty much full range sky channel . the breakfast really handy - leave back door morning - let extra 10mins bed ( important ! ) . choose b'fast downstairs pretty reasonalbe cost . all really enjoy stay - area prettiest location fantastic hopping tube . would recommend ! 
 Apr 10 2007 	 Faultless service 	 stay Easter Hoxton ( book advance get two twin room approx £ 58 prpn ) . take mother 70 's contact hotel directly request quiet room possible able . say previous post area clean not feel unsafe . tube bit unreliable weekend due engineering work Liverpool street station short walk away offer great choice line . the hotel spotlessly clean , excellent value main plus staff . first night ( Thursday ) bar restaurant noisey alot people celebrate Friday night early due Easter . ask suggestion quieter restaurant happy oblige . eat restaurant evening find excellent value money , lovely food like restaurant sell carafes wine evening not want full bottle glass . in summary , think hotel perfect 20 + age group London good weekend . rest we enjoy well may feel little old occasion ! staff hotel nice ever come across one would typically expect London ! 
 Apr 3 2007 	 bump Hoxton 	 look forward weekend London son girlfriend , celebrate 20th birthday , book apparently funky Hoxton Hotel , easy acess local trendy club bar . book 2 week hotel website little take aback see , pay £ 396 advance , right cancellation possibility refund circumstance . however , guess & quot ; budget hotel & quot ; .I therefore shock find message answerphone 24 hour arrival say & quot ; computer error & quot ; lead overbooking would find we alternative hotel . difficulty manage contact manager hotel , say worry book us & quot ; equivalent hotel & quot ; , Thistle Barbican - see appalling review website long way trendy bar Hoxton . try phone , email ( address booking ) , phone Thursday evening would find arrival Friday , little time find alternative . impression simply find someone & quot ; important & quot ; need 2 room - explanation offer choose bump , half - hearted apology promise could offer we book another weekend . Eventualy agree full refund . fortunately able book Melia White House Hotel Regents Park price via lastminute.com , excellent stay - although expensive taxi ride away Hoxton . I would interested know other experience . Hoxton Hotel good write website press , shall booking , advise other caveat emptor . 
 Apr 3 2007 	 Great Hoxton Hotel ? Read find fabulous ! 	 excellent ! refreshing change expectation excel . service fabulous , nothing much trouble . even search internet we find restaurant booked evening , show we map & amp ; order we cab ! extra charge . room price shockingly inexpensive , early book though cheap . room spacious enough , bed large standard double not want get sooo comfortable , lovely large cushion luxurious duvet . plasma screen pull watch whilst laze bed . the room & amp ; bathroom spotlessly clean . decor great , modern / contemporary pretentious . location bonus , nearest stop old street , 2 stop Leicester Square . lot restaurant bar nearby . complaint , spot ! go back can not wait ! also photo 's website exactly like hotel . rip off ! 
 Apr 2 2007 	 Loved Hoxton 	 partner stay Hoxton Sat 31st March 1 night say one good hotel ever stay in . we arrive king cross sit morning worried hotel would b hard get two stop tube five min walk . hotel receptionist really friendly hotel really relaxed feeling . decor fab - trendy posh ! check not till two room ready dump bag 11ish big help . I find location great ' m big fan tube find really handy jump load shopping ! room excellent ! stylish comfy ! large double bead cute little sofa . shower die watch flat screen tv get ready go . must admit - come back midnight think area look bit rough . lot people head club hotel bar full lot people drinking not let put , not hear noise room 1st floor . in morning - breakfast ( delicious ) start pack . check noon train not till three pay £ 10 stay extra two hour great not wan na carry ya bag around ! hoxton EXCELLENT value money - room £ 79 ! ! ! ! Booking later year - go to stay week ! 
 Mar 27 2007 	 great hotel 	 husband stay honeymoon . get lucky get one pound room , pay twenty nine pound additional night . breakfast morning nice ( even never deliver couple time ! ) ... far away underground stop website lead believe , still far . area Hoxton nice area , big location would recommend hotel . room excellent , bed super comfortable , bathroom amazing , restaurant nice , serve cliche nasty british food : PWe absolutely problem noise . room overlook restaurant courtyard , might suggest ask room overlook courtyard . reception helpful reasonably price snack drink . convenience store really great asian food restaurant across street . overall , great hotel would really recommend anyone , modern young adult . 
 Mar 18 2007 	 Hooray Hoxton 	 stay Hoxton friend weekend jaunt London absolutely love hotel . decor hip modern without pretentious . price can not beat . room decently size nice , clean bathroom - shower die ( great water volume , pressure , temperature ) . also love hotel 's philosophy nickel diming - not charge extra breakfast , internet access , bottled water , etc . location hotel conventional tourist area , need within walking distance popular London tourist sight , hotel . Old Street tube stop block away , really hard get area London quickly . 
 Mar 12 2007 	 Best Value Hotel London 	 stay Hoxton £ 29 ( miss £ 1 room ) Hoxton great location 5 minute Liverpool Street station , modern lobby , lively bar excellent restaurant . room spotlessly clean bathroom massive shower , full sized soap . room dark wood furniture , leather headboard sofa , flat screen tv , free water fresh milk , trendy . 
 Mar 10 2007 	 great hotel- other could learn Hoxton ! 	 boyfriend stay Hoxton two night last month LOVED ! room stylish comfortable , shower heaven . even though seem like small thing , really appreciate free water milk fridge . hotel provide good tea coffee , unlike lot place give cheap stuff . encounter little bit noise come people outside hotel ( window open ) , wear sightseeing really not bother we . a room cost we 10 pound lot fleabag tourist hotel London . maybe Hoxton raise bar ? stay without hesitation . 
