3 	 book 2 room superbreak disappoint date room especially bathroom . friend room even bad dodgy electric although tv report not work one acturally go fix it . we ask soap would think would provide ! shower curtain rail place head , shower stuck body ! bar expensive 4 drink cost £ 18 ! however restaurant good helpful staff . when go breakfast queue horrendous , waithe good 20 minute ! although breakfast ok . no way 4 star hotel ! stay . 
 Jul 8 2006 	 good bad 	 stay twin room two night july 2006 . room get back hotel third floor . generally , think 's ok hotel , conveniently locate near tube station . however , AC room not work , use fan vent London 's summer heat . hour room , really exhausted feel headache . if ' ve get room without work AC , sure complain front desk . see fan table get , assume room not air - condition , not bother complain . find later room suppose air - condition . , avoid make mistake . 
 Jul 4 2006 	 ok room 3 * 4 * standard 	 also book hotel [ -- -- -- -- -- -- -- -- -- ] 4 * close Tottenham Court Road , name give . not far Tottenham Court Road far end road , certainly nowhere near tube station . 's bad location really good 25 minute walk would like . Book Thistle EUSTON will not go far wrong 's round corner station . the good thing hotel boast 's staff - receptionist porter friendly efficient . not eat hotel use bar can not comment service area . the room clean decor tired , shabby definitely 3 * standard . basement real view window could not open . bathroom bad area room - shower curtain fit closely , even though ' m slim , curtain stick time shower - yuck ! also nasty brown stain run bath tap could shower would not want bath . we book last minute usual choice fully book . case would consider return hotel right price certainly would not top list . ok hotel , be nothing else get good rate . 
 Jun 8 2006 	 Love Love Love 	 absolutely love Thistle Euston everything offer . stay two cousin London five night . expensive , book Cosmos . room comfy cozy , porter make we feel right home . sure ask Herbert , Michael , Willem ( guy look like Tin - Tin ) . give exceptional service even give we lot information go around London . would definitely stay . one bad thing , food suck , usually miss breakfast wake 12 pm . 
 Jun 6 2006 	 Good Usual 	 stay Thistle Euston 6 night late May early June . book hotel aavacation always . time could book executive suite supior room available . pay quite bit extra executive suite . upon check request room third floor overlook park ( nice quiet ) . stay hotel several time - 2 time year always room 3rd floor , park view . time send room 3rd floor small room previously book standard room . immediately go check show 3 room floor . two three superior room one executive suite . needless say choose executive suite pay . room nice clean usual full english breakfast varrie day day . one two tiny elevator service time . day several tour bus hundred suitcase take room . wait elevator constant problem - expecially go check . late elevator situation . request taxi take we Paddington Station ( 10 minute away ) . car arrive driver reluctant quote us price . insist price tell we 25GBP , outrageous ! take underground Euston Square arrive Paddington plenty time get Heathrow Express . return November give Thistle Euston one chance . 
 Jun 3 2006 	 's worth go 	 reason stay hotel price ! room first floor . ok , nicely furnish . room soggy smell mildow . rubish carpet ? door ! door slam automaticly . , group russian tourist come 3 a.m .. chance sleep last one floor check . point : 's fault tourist , fault hotel , instal door slam automaticly hard , building & quot ; shake & quot ; . advice : stay away hotel , like grubby , soggy loud place . Ibis Novotel nearby . sure , £ 150 get well room . 
 May 31 2006 	 well expect 	 surprised nice hotel reading review . business quality hotel right next tube . bed extremely comfortable plenty amenity room include iron board . clean pleasant stay . cheap enough would book . not eat comment . 
 May 13 2006 	 many pro con 	 stay 2 night Thistle Euston . think hotel slightly average give price get priceline , 80 usd per night include taxis . however , rack rate room somewhere neighbourhood 200 usd per night would totally unacceptable pay . briefly go pro con . pro : -very close Euston Station , quick tube ride central london attraction , many food outlet station - very nice lobby area hallway - beautifully do bathroom - nicely decorate roomscon : -tv could get 6 channel be not pay tv - Bed bad ever sleep , hurt spine sit , feel like sleep slab concrete . check matress make 1994 - floor room hallway creeky , unlevel . get impression carpet lay top rubbish -Poor view room old abandon warehouse train yard - very old window paint flaking offdo not know would stay . even 80 usd per night , seem like bad deal even London . 
 May 9 2006 	 try thistle 	 take bit time realise not like hotel 's mix thing , location poor unless like seedy part London , room not overly clean ( middle floor well vacumne , side not ) , staff seem see guest inconvenience , bar full loud drunk , plumb two setting cold , colder go room look light well not dump stuff . ' ve find Thistle hotel ' ve stay good one really shock . 
 Apr 26 2006 	 Great Value 	 husband & amp ; stay Thistle Euston , late March 6 day book via AA air package- flight , hotel , full english breakfast . last year book room overlook Euston train station . love Thistle . consider week US dollar compare british pound , terrific value . room spotless , bed comfortable , duvet comforter & amp ; cover , personal welcome announcement tv , bathroom towel warm . staff extremely friendly . arrive early Thursday morning , allow we check room . feel great rest & amp ; shower . full english breakfast amazing . normally never eat much could resist delicious fresh yogart w/ mango & amp ; berry sauce . husband love banger & amp ; Danish bacon poach egg , tomato , cold cut assortment & amp ; brown toast . Delicious fresh coffe always serve large pot . thank Thistle Euston , . will back ! 
 Apr 21 2006 	 great hotel price 	 expect much well hotel price pay disappoint . room book suppose executive room small pokey . comfortable business traveller , service slow . would not stay . 
 Apr 12 2006 	 acceptable business hotel 	 get really good mid - week deal direct hotel four deluxe room breakfast . hotel clean modern light spacious room well equpie smart . double bed good ' ve sleep year . the lobby professionally run staff polite welcoming . breakfast nothing special adequate . hotel minute Euston personally feel uncomfortable area . I irritated fact minibar key request reception minor niggle . however advise booked meeting room facility present client . sum £ 200 morning get bedroom fold - up bed . one point thought would use bedsheet drape wall lieu projector screen one fetch . all good Thistle stay . 
 Apr 11 2006 	 ok get cheap deal otherwise forget 	 book one night via lastminute unnamed 4 star hotel , turn 3 star . price pay adequate . bathroom bite dirty , lukewarm water leave shower morning hairdrier not work . otherwise reasonable size room comfortable bed handy picturesque location . 
 Apr 8 2006 	 great Room Price 	 daughter stay Thistle part european tour . expect tourist grade room , pleasently surprised size cleanliness room . location close train station bus stop . make easy sightsee London . would stay . 
 Mar 26 2006 	 nothing special bed comfortable internet access great 	 believe recently roll internet access stay reason book room . think 10 £ 24hrs access . anyways , room assign problem internet access . move large room without ask . ( need access work ) connection quite fast uploading / downloading . bed comfortable room service great even 3 am . ( believe 3:00am ... late / early ) room clean . include breakfast typical able enjoy American Football tele hotel bar . Mmmm ... bacon crisps & amp ; Boddingtons . I believe stay week . quick access Euston Station , less 100 m remember right . be also easy walk British Museum . would stay . 
 Mar 21 2006 	 actually quite good ! 	 stay 1 night business . arrive Euston station , hotel convenient ( although short walk Cardington Street late night might slightly unnerving ) .I have book single room ( company policy ) ask reception minded twin room instead ! , not mind ... room quite small view terribly uninspire . well equip clean . be quite lot chrome everywhere polished marble bathroom think quite nice . breakfast good ( resist temptation deliver room 's nice option ) .Throughout , staff friendly efficient brief stay breeze , honest . nothing truly outstanding comfort level high bog - standard , economy hotel . I would recommend traveller arrive depart Euston Station looking & quot ; little bit & quot ; bed shelter night ! 
 Mar 9 2006 	 not bother ! 	 stay partner long weekend hardly remember positive hotel . room extremely date expensive . location quite far shopping area London ( wear comfortable shoe want walk ! ) . find staff unfriendly unaccomodate . safe area walk evening , especially woman . bar really shabby well , remind old people home . able find much well hotel price hotel ask . positive note , lobby area nice make sure ask free map London visitor area . 
 Jan 29 2006 	 adequate nothing special 	 stay couple night back November not think much . subway nearby nice , room awfully cramp virtually room move around . clean , really comfortable . room especially cold November unfortunately heater work . there affordable indian / pakistani restaurant nearby walk distance , everything want see London require get subway call taxi . staff cordial polite . come back London would definitely pick centrallly locate hotel . 
 Jan 5 2006 	 great place price ! 	 first visit London , worry stay thistle read review . overall room clean , good size major complaint . check easy , let we check early problem , upgrade room check also breeze . two porter great ! ! ! helpful info , good recommendation restaurant , tourism info etc . restaraunt closed lunch dinner bar food not great food London not great overall big deal we . location good b / c short walk two different underground station . deal get hotel , please ! ! ! not believe negative review ... bed comfortable , room spotless not smell , service good .... book enjoy ... ! ! ! red haired porter look like Clay Aiken helpful another tall man dark hair , think name Danny .... great ! ! ! ! ! 
 Dec 19 2005 	 truly awful 	 bill see pay 4 * Lastminute ( make skeptical use LM ) hotel mean . would say 2 + , . room pokey , familiar London room , point REALLY dirty . stain carpet , bed , mould bath grout - sort place would not dream walk barefoot in . moreover - discover leave room morning first night , door not actually lock ... could push open without key card ! housekeeper walk , seem shocked say would sort . seem really nice mad hurry leave . mean stuff leave room free anyone wander take realise , trust solve luckily safe passport , laptop etc secure . however , come back night discover fix , clear sense disintereste reception staff encounter previous day point bother try . tell reception next day check , barely shrugged . my sleep ease fact even inside door latch hold door secure intruder want go . fact room second floor look street - noise night incredible - seem like less deserted street turn kind depot truck seem enormous difficulty access , mean endless maneauver noise reverse indicator night . and one last thing , handy Euston , hotel five minute walk great road , night would particularly happy walk lone female . give one wide bearth - not trust last minute rating either yardstick 
 Dec 7 2005 	 Personality - free office block hotel comfy bed . 	 book lastminute , stay one night Wife make weekend visit watch England play Samoa Rugby . we room upgrade free charge , nice unexpected , even upgrade room box big , comfy bed . travel lot business , starting wonder useful indicator ' star ' rating system . four star facility maybe hardly four star experience . bar expensive single native english speaker encounter stay . the buffet breakfast expensive rubbish , tiny restaurant overwhelmed Sunday morning breakfaster . for £ 75 decent convenient place kip London , would go breakfast cafe Euston Station next time think save £ 20 . 
 Dec 2 2005 	 would stay - nothing special OK 	 first time would stay Thistle . arrive Euston quite late , convenient instead go train onto tube . check friendly efficient , room clean comfortable warm cold want , always bonus . iron iron board room ( two actually ... ) good touch . good range tv channel . do not try bar restaurant . breakfast average hotel breakfast nothing complain write home either . check ok charge room company , could not get receipt system . not kow affect guest . in short , good place stay arrive late Euston . nothing scared , nothing exceptional either . as someone else say - average business hotel . 
 Nov 21 2005 	 awful kip 	 Booked wotif - usually great site . rate 4 star . rate thing ? reception renovate check efficent . rest hotel dump . specify smoke non smoking get smoke . stank . complain unengaged manager say smoking room expect stink . ask also case -- -- -- room . ( ie one bathroom ) say & quot ; do not use word like & quot ; .Any way room tiny , curtain tear , room noisy past sell date . hotel consist long long long corridor . my credit card steal ( hotel ) . rang reception , answer , rang porter , answer . hit emergency number phone - answer long ring , someone could speak English . got taxi brother assistance . this hotel would get two star anywhere else . avoid - dump . 
 Oct 30 2005 	 depend much pay 	 & quot ; average & quot ; rate due excellent value money one get week - end booking & quot ; highlifebreaks & quot ; website , subsidiary Thistle Hotels , suppose . pre - pay ( refundable ) £ 39.50 ( full english breakfast include - worth £ 12.95 pay separately ) quiet , clean ( small ) single room overlook park recent Friday night . quiet night , , since confirm maid knock door 8:00 sharp omit display & quot ; please disturb & quot ; notice door . the blue - rinse brigade , present large number evening , prepare worst far breakfast queue next morning concern , immediately give table offer coffee friendly staff speak good English - something uncommon London hotel . the general environment admittedly depressing , price room , facility breakfast offer unbeatable value Zone 1 London . at mid - week & quot ; rack rate & quot ; £ 172 without breakfast ( + £ 12.95 ) standard single room , hotel would course usual London rip - off . £ 39.50 per night include excellent english breakfast , would unhesitatingly go . 
 Oct 12 2005 	 last minute bargain 	 book last minute , central 4 star hotel unnamed , think get 3 star side street hotel overlooking station , clean comfortable easy train tube connection . staff helpful allow we book early leave luggage booking . ( travel lodge hotel use allow pay queue leave luggage station ) .Our room long narrow nicely decorate , like idea iron board iron standard . the bathroom small adequate , shower hot bath towel tiny - large hand towel size . suggest take ! 
 Oct 6 2005 	 need review space improvement 	 bargain book online usual late book website - four star hotel WC1 give change £ 75 night time write . however , 's place leisure visitor ; clean staff start work 8 am , shout along corridor , lie - in unlikely . room pleasant reasonable size central London , somewhat outdated decor , impression spread public area , place probably due overhaul . local facility also sparse , ( excellent ) curry house Drummond Street Euston railway station option close , hotel street behind railway station would think twice walk alone late night . feel stay represent good value , not justify four star rating criterion , although be nothing bit think requirement balance sheet could not fix . 
 Oct 5 2005 	 ask Upgrade 	 book hotel internet company not find thistle . know Euston 4 star pay £ 75 . find go trip advisor look review panic set expect bad moaned partner . rang tell traveling could pay upgrade . upgrade free amazing room 260 think massive executive room . dinner restaurant food tasty well present restaurant decor quite something ( really see believe awful ) . staff foreign seem train friendly helpful , one keep give breadroll even desert bless . not breakfast go grab something Euston read someone else comment . prob spend £ 90 . 
 Oct 3 2005 	 standard businessman 's hotel 	 fairly regular visitor Thisle Euston , recent convert information TripAdvisor , review cover many visit hotel last couple year . the hotel fairly standard among cater travel business - person simply need bed night inbetween meeting travel . the room generally little small side perfectly serviceable clean , hotel arrange square around service area , get room overlook service area may get noise air conditioning plant . generally room air conditionning , . sometimes mean summer room like sauna , open window can not sleep due plant noise . the restaurant nothing write home good value ( £ 14.99 two course ) open late 10:30 ideal arrive late . breakfast always good selection cerial , toast , pastry , meat , cheese fruit well standard cooked fayre . my major grumble come couple month ago turn hotel fairly late stumble train ' oop north tell overbooke have transfer Thistle Barbican . fault attitude staff , offer drink bar call taxi tell Barbican expect upgrade room . follow episode , write Thistle complain promised & quot ; executive room & quot ; next visit . opportunity come last week get opportunity see half live ... room 2/3 time large standard room king size bed living area 2 chair sofa bed , air conditioning ( finally get see noisy plant feed ) room overlook quiet park side hotel . apart everything , difference air con make amazing . I ever use hotel overnight stay perfectly adequate , however ' m sure view would change stay much long . 
 Sep 22 2005 	 would not stay ! 	 stay 4 night wish have go elsewhere ! check - in staff speak poor English draw whole process out . the decor public area ok , soon get away bedroom section different story . tired tatty indeed . the bedroom fairly pokey , although uncommon London hotel . bed clearly see well day ( many year ago ) - difficult hotel offer guest decent night sleep ? never bother breakfast - queue like would not believe morning . check Friday morning blight 2 staff duty lonnnnng queues.4 star ? certainly ! spend money elsewhere ... 
 Jul 25 2005 	 old room Noisy maids - 2 - 3 * experience we ! 	 suppose ninety pound internet price pay room can not complain much . hotel transport - covenient relatively quiet part north side central London . ' ve do fair internet booking however expect 4 * room least newly decorate . think unlucky get ground floor room old , rear part hotel . nothing like clean modern front reception everyone else seem experienced ! case thought & quot ; come on could least update decor since 70 's ! & quot ; . although everything clean , bathroom poorly tile shower museum piece ( feel like dodgy poor motel ) furniture decor seem like not change since Abba hit chart , include matress wallpaper fitting . we would appreciate value maintain ' timeless ' decor ' m afraid fail see . also room maid could not stop shout corridor morning - not guest entitle peace quiet ? ! ! ibis next door look far modern outside - well luck next time eh ! 
 Jun 6 2005 	 great price ! ! 	 luxurious hotel , good price good neighborhood . not worry location . close sight ( aside British Museum ) , transportation great - 's non - issue . 
 may 22 2005 	 Marred bad service 	 book Thistle Euston base good previous review good last minute price . hope 4 star hotel would live reputation , unfortunately encounter problem . start , wait 15 minute actually check one person work reception middle day . two staff wait around nothing . book double room , find got , push two single bed together . daunt , decide make good , problem . the bathroom two towel face cloth . suppose 4 star hotel , not know manage . guest services directory boast fresh milk available free charge , order housekeeping staff bring horrible uht stuff . seem knowledge fresh milk even available . even upon check , service less pleasant . ask receipt stay , man reception state would not print one have book agent , would need get contact . point even though book agent , way know actually stay hotel , shrugged shoulder say could not help . the room clean pleasant location excellent , would never stay hotel service . 
 May 20 2005 	 4 star ? way ! 	 & quot ; upgrade & quot ; Thistle Euston book modest 3 - star Bloomsbury Park part midweek theatre break . really wish say ! lose hour trip getting check -- front house computer skip year ago , probably 486s -- crash several time try book we in . the first & quot ; superior & quot ; room give small could get one person either side double bed , could sit toilet brush tooth time ! complain give big room , though still average sized . bathroom smell strongly bleach -- dare not ask -- shower head spray water around room rather . restaurant also disappointing - breakfast food high quality hot , not get spoon stir coffee , plate put toast . butter also congeal unappetise . however hotel 's favour staff good , front house manager deal complaint swiftly fairly , well do that . unfortunately London still problem hotel standard compare unfavourably major city stay ( eg New York Sydney ) sad admit Brit . if spare little extra would recommend Thistle London Bridge lovely view , conveniently place well maintain . price could stay Hilton Islington still well place clean modern . if decide book Euston hope well time we , enjoy beautiful city . 
 Apr 30 2005 	 good value Euston 	 Hotel conveniently locate next Euston Station ( BritRail ) Euston Underground . room public area gleam new look ; polished look restful . room immaculate , clean , sparkle bathroom black granite counter , white tile , towel warm , etc . room overlook small beautiful park . area feel safe walk hour . Euston tube stop Leicester Square Covent Garden . close British Library internet cafe . continental breakfast ok - yogurt cheese promise , lot cereal , juice , roll , jelly can fruit . english breakfast look ok purchase . 
 Apr 29 2005 	 definitely stay . 	 would definitely stay . hotel situate 15 minute walk king Cross Railway Station , manage walk quite easily suitecase . Adjacent hotel entrance Euston Railway station adjoin underground , coul not handy . hotel end quiet street , though minute bar restaurant . recently undergo refurbishment contemporary style . room modern , comfortable , amenity expect cable tv , tea & amp ; coffee make facility , bathroom toiletry , trouser press internet access . breakfast good , food top class , plenty , drawback queue restaurant , everyone seem want eat time , worth manage get table , alocate reach front queue . glass wine first night hotel bar , expensive six pound glass , though large , not bother drink . reception staff extremely pleasant helpful arrive , offer we use luggage storage day check . though use underground station evening , lovely walk hotel central London pass several small park way . 
 Apr 28 2005 	 Excellent location 	 stay part Northwest Airlines package . hotel great location , near several Underground line . british museum within walking distance . staff friendly helpful . include continental breakfast adequate although roll bagel one day . room large enough clean , water pressure shower great . would definetely stay . 
 Apr 26 2005 	 Mediocre great area great staff 	 stay business last year close northern Line . I shock size room ask anything else . look three room stay cupboard assign . I go walk evening ( early spring dark early ) , not venture far lot people hang around street , break glass car space along road ( never good sign ) . would not recommend venture outside alone night . hotel handy Tottenham Court Road variety restaurant get hotel one ! would recommend hotel get good deal , otherwise , try somewhere else 
 Apr 18 2005 	 Great Place -- -Great Value 	 stay trip London 5 night . 's great place 's road train station . room clean comfy average size . bathroom really nice great water pressure . great value London hotel . since close Euston station ( one big tube line ) good location . never hear train night . 's kind business area night 's pretty much dead . ' m sure hotel nice would MUCH high another part London . buffet style breakfast really tasty fresh fruit , cereal traditional english food . 's nice bar downstairs , small giftshop cheap phone card tourist item ( yes , cheap main street London ) . also , elevator somewhat rare London . be great anyone want spend obscene amout money nice , clean room . 
 Apr 7 2005 	 Loved hotel ! 	 husband visit Thistle Euston first trip London . although room small lovely , nicely appoint , look little park . hotel staff helpful ; housekeeping adequate , although could do towel . food hotel excellent . American Airlines package trip first scoff idea eat hotel take advantage & quot ; two one & quot ; 7 p.m. mistake judgement . cuisine excellent , service outstanding . matter fact , enjoy eat restaurant , price break ! complaint mattress . something Tower London torture chamber . two night , complain desk immediately offer change . new one not much well , staff response excellent . hotel location convenient . , would recommend anyone want stay nice hotel great service food reasonable price . love . return London next year , stay . 
 Mar 24 2005 	 good value clean comfortable 	 husband return six night stay ( March 2005 ) Thistle Euston find good , clean hotel friendly staff . room small , adequate quiet location . choose Thistle near daughter study Regent 's College ; also well situate train subway station . word caution : book stay Expedia breakfast include price . other rave -- eat hotel . 15 pound continental breakfast two ( 's juice , coffee , toast cereal $ 30 U.S. ) not good value . many less expensive option area , include nearby Puccino 's cafe , fun . overall , would rate Thistle Euston excellent 3+star hotel . look reasonably price , clean , conveniently locate accommodation , hotel fit bill . 
 Mar 23 2005 	 bad experience 	 stay Euston Thistle part group 10 business trip . room small . walk side step pass front bed pratically touch wall . sound proof sleep miss breakfast ! although blessing disguise . everyone eat breakfast fall ill day - 8 people 10 . meeting cancel . would avoid like plague . 
 Mar 21 2005 	 close euston station 	 5 group , 2 room . we stay 3 night , room lovely clean , 3 room plenty space . dining room dinner slow salmon undercooke , staff apologetic , offer free drink . long queue breakfast , breakfast enjoyable always plenty , keep go till lunch . staff helpful end stay show bar staff make hot whiskey irish way ! would go back first visit london uncle 80 really enjoy & lt ; mom . 
 Mar 7 2005 	 bad deal 	 decide stay part air - flight package American Airlines . clearly not one think advertised rate good deal check - in turn quite crowded affair many folk flight arrive roughly time . note similar conjestion morning . hotel picturesque locale close Euston station make prime location business traveler tourist . downstair restaurant fill quickly breakfast party wait table morning venture . room standard - nothing fancy clean basic amenity . would not pay full rate would certainly good option find discount . 
 Feb 26 2005 	 good business traveller 	 get room lastminute £ 93 night standard double room ( instead hotel charge £ 180 ) . travel business quite often , room get good quality business traveller ( e.g . contain bathroom bath ) , view ( view give room ) . find broadband charge quite expensive ( £ 0.50 minute maximum charge £ 15 24 hour ) .The location hotel excellent , minute walk Euston station underground . 
 Jan 20 2005 	 great location 	 stay night December . hotel fantastic location bus , subway cheap food . hotel room well - fit big thought London hotel room would . tea , coffee hot chocolate facility provide room . staff great small gift shop lobby . definitely would stay again . Julie , Australia 
 Jan 7 2005 	 BLAAAHHHH 	 go keep short . London awesome , hotel ! get te 31st , New Years Eve , find double room available place two single room instead . phone American Airlines Vacations tell fix problem room upgrade rest trip alas , heat upgrade . heat January London good . room big te bathroom also good still do not matter room freeze . three day complaint finally get space heater . concierge awful room service inconsistent good . never stay . would rather skip vaction next year save money stay Ritz . simply worth money . - London awesome , Thistle Euston . 
 Dec 13 2004 	 thief 	 Staff attempt double charge Executive suite room , tell go ahead , would simply adjust back home ( USA ) realilze go aboe cheat stop scam . room noisy , w/o beneifit soundproof room , hotel staff generally rude . room one 36 executive , one would expect room 221 pound rate , service would least good . free buffet worth exactly coste . avoid ENTIRE chain . 
 Nov 30 2004 	 5 Star Treatment 	 great 3 star hotel . get 5 star treatment everyone - start check - in . although preferred room available first night make comfortable substitute room . next day sightseeing luggage transfer request room . hassle ! room clean , breakfast great good part convenience Euston station tube . stay Thistle Euston three occassion would definately recommend everyone . 
 Nov 13 2004 	 nice place good location 	 2 friend stay Thistle Euston October . nice hotel , bar , free breakfast , room service excellent . nice location , right Euston Station . walk way Big Ben Palace time , slowly shop along way . one thing , 3 people , get second room , pretty squish three . , decent place stay . 
 Oct 20 2004 	 Evaluation Thistle Euston London ENgland 	 Oct 7 - 13 2004.the room nice , well appoint spotlessly clean . hotel staff helpful give direction get tour . the location good way except British Museum . resaurant immediate area except one serve indian food . close good transportation get around difficult . we find include breakfast continental full english , poor . 
 Oct 16 2004 	 good place stay price 	 clean , huge full breakfast include price , internet available lobby highlight . price , good place stay London compare place ' ve stay past . nice staff near Euston terminal convenient . bed not great room pretty small , not spend much time room . nice view park near hotel . recommend start ' ve never London be budget . 's like always look around expensive place . also , try excellent vegetarian indian restaurant nearby ( forgot name , be excellent ! ) 
 Sep 27 2004 	 Fine - complaint 	 arrive early check , lock luggage away problem enable we come back later . be 2 minute walk underground bus Euston Station , convenient . room small perfectly adequate spotlessly clean every day . breakfast busy always seat , good choice continental english food . we not try restaurant evening . thing hotel ( be much problem really ) take large foreign tour group , arrive wrong moment wait hour reception ! , good hotel fairly convenient location ( public transport problem ) . cost , would definitely go back . 
 Aug 4 2004 	 Solid Hotel 	 pleasant hotel excellent location . room small clean adequate . staff competent . choice cold ( additional charge ) hot breakfast . although breakfast room crowd , always seat promptly never felt rush . location two block Euston station provide easy access several tube rail line three station ( Euston , Euston Square , King 's Cross ) multiple bus route . Taxi cab always available , although never use one . one easily walk Bloomsbury . short bus ride restaurant Upper Street . 
 Jul 23 2004 	 deserve . 	 Thistle Euston good average less desirable location , particularly evening . bad , staff management could care less guest . nothing room work manager simply dismiss . furthermore , later write compaint address . never stay , ever stay Thistle hotel future . 
 Jul 13 2004 	 decidedly average poor room service 	 Positives : close Euston station underground ; clean room ; good breakfast selection ( include price ) .Negatives : poor room service timekeepe ; room service meal poor quality ; reception undermanne take long time assist ; bar small . 
 Jun 29 2004 	 Thistle Hotel Euston London 	 avoid hotel like plague . poorly train staff - ask quiet room get noisy one area refurbish . want basic service hotel . really need stay area travel tight budget might well book IBIS close ..... 
 Jun 20 2004 	 Great value 	 good hotel money . not fancy center town , still , close subway make convenient . clean , big room Europe / UK , good free breakfast , friendly service . road business lot look good inexpensive business hotel family budget , great deal . 
 May 27 2004 	 Decent hotel 	 negative : room kind small location not great . the positive : close Euston subway station . efficient maid service . it nothing spectacular o.k . stay 7 night . 
 May 1 2004 	 great hotel - clean 	 stay 7 night please everything . room , small US hotel room everything necessary comfortable visit . bed firm bed fluffy . shower well one home , plenty hot water . room thoroughly clean keep way whole visit . picky cleanliness , complaint - meet standard ! continental breakfast fine give we good start daily plan . location , next Euston Station easy Tube bus access . would stay . read review many hotel one positive rating . 
 Apr 7 2004 	 London stay Thistle Euston 	 service would expect three star hotel . would stay close center town next time . 
 Apr 1 2004 	 great experience Thistle Euston 	 husband stay Thistle Euston six night , March 23 29 , 2004 . hotel book American Airlines travel package read review site other , decide schedule trip . first trip London thouroughly enjoy stay . Thistle Euston staff helpful room average european standard . bed comfortable room quiet . take advantage 2 - for-1 offer Faya Restaurant , although available limited menu . hotel conveniently locate Euston Station , could access Northern Tube line Bus Services ( include National Express Heathrow Airport ) . addition , Euston Square several block away , easy access Circle , Hammersmith & amp ; City , well Metropolitan Tube line . would hesitate recommend hotel family and/or friend . 
 Mar 27 2004 	 fine hotel reasonable price 	 room small american standard clean attractive . continental breakfast outstanding - coffee especially great . easy 2 - 3 block walk Euston Station . wonderful 6 night stay ! 
 Mar 20 2004 	 good location quiet 
 Mar 9 2004 	 LOVED Thistle Euston 
 Feb 7 2004 	 Unpleasant experience 
 Feb 3 2004 	 stay Thistle Euston last January 2003 
 Feb 1 2004 	 OUTSTANDING ! 
 Jan 11 2004 	 uninspire functional 
 Nov 20 2003 	 wonderful experience 
 Nov 19 2003 	 return guest 
 Oct 8 2003 	 highly recommend 
 Apr 4 2003 	 Excellent Week 
 Apr 4 2003 	 je n retournerai pas 
 Apr 4 2003 	 ? ? ? ? ? ? ? ? ? 
 Nov 8 2009 	 Ganz okay 
 Sep 29 2009 	 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 
 Sep 1 2009 	 ? ? ? ? ? ? ? ? ? ? ? ? ? 
 Aug 10 2009 	 Tolles Hotel 
 Mar 13 2009 	 Buen hotel buena ubicación 
 Nov 9 2008 	 einmalige Frühstück 
 Apr 6 2008 	 agréable séjour 
 Nov 2 2007 	 Netter Aufenthalt für 5 Tage 
 Oct 19 2007 	 Está muy bien 
 Aug 20 2007 	 Gepflegt und sauber Aircondition kaputt 
