Clean 	 husband book Rooms Manor experience really good . sister parent also . even ask , check - in , give we adjoining room . room clean comfortable . room locate ground floor - parking basically front manor . Circus Circus offerre really good buffet meal - 20 usd whole day ( breakfast , lunch dinner ) also offer eat prime rib 13 usd . well worth it . we stay 2 night really great time . probably one cheap hotel facility great . 
 disaster 	 daughter family stay 4 night Circus , Circus Las Vegas . total disappoint past experience . normal amenity i.e. , refrig . , Microwave cost extra per day , room clean , elevator break , walk flight stair get room . talk desk receptionist Supervisor unprofessional sympathic . & quot ; kid friendly & quot ; advertised family set prior year staff rude instance . ever recommend staff Circus , Circus Las Vegas . many family attend football tournament . next year stay elsewhere . 
 cheap ... 	 Somewhat way & quot ; strip & quot ; . price right though like clown , well will love place . room pretty basic , date . room quiet . Shower floor uneven feel somewhat odd ... not know would stay pinch , 's bad choice Vegas hotel . 
 Dec 1 2008 	 bad customer service look place 	 book room 2 double bed non - smoking like month ago , land , wait 2 hour line complete checkin , person front desk say not room double bed , even though confirmation . I believe confirmation state book need accept whatever room provide . Ridiculous .. mention type approach make loose customer , response & amp ; supervisor , & quot ; be fine & quot ; .The room way old , carpet full spot weird smell room . this place adult .. find something else towards center strip . folk circus circus go course customer service 101 . 
 Nov 27 2008 	 Good Budget Base 	 hotel slate forum .... ask people thought hotel laugh tell cancel trip ! ! ! ! CRAZY ! ! ! large clean well equip Hotel .... newest glitziest .... good budget base strip can not go wrong ! ! ! family orientate hotel ... circus act fairground ... plenty child around weekend ! ! though bother ... bar gaming area still adult .... night progress child disappear ! ! ! budget ... food hotel around ... unless go expensive restaurant ... pretty much fast food dinner ... bad ... nothing special ! ! hotel towards bottom strip , Sahara .... nice walk main strip area big hotel attraction ... although hot ... would get deuce ! ! ! cheap quick bus opperate strip ! ! ! pool area clean nice place relax sun , room large , clean ammenitie need . all good place stay budget ... kid ! ! ! love time Las vegas ... although money ... would stay large expensive hotel ! ! ! ! one day ? ? ? ? 
 Nov 25 2008 	 Circus Circus Great ! 	 main lobby might look little shabby remember huge amount traffic come . wait line , hostess friendly helpful . room tower clean , nice comfy bed . our hair dryer work within 5 minute ask , staff bring brand new one . window however dirty hard see , picture take window . the buffet good value , also McDonalds inside , good since 2 child we . we great time Adventuredome watch cirucs act , also enjoy arcade room . hallways quiet , probaly pick good time year go . overall value amazing , pay $ 30.00 night four we , husband 11 12 yr . old grandchild . one room double bed plenty large enough . missed coffeemaker though , definitely add room ! , great value , great time ! 
 Nov 25 2008 	 get pay 	 experience many prior reviewer . property satisfactory condition , run - down demolition - worthy , place would take family date . be like review write Gold Strike Jean , NV , be kind property . $ 37 night , get pay . elevator trash strewn floor cab , graffiti etch liberally around interior . room not bad , would get best western , flat screen tv , clean , will give . location good , north - center strip , casino adequate gaming . employee , however , overall accommodate efficient . check - in snap , check - out . leave late night , check person desk , Donald efficient personable . eat Steakhouse , not eat , give try . despite location , top flight ! nutshell , need centrally locate home base Las Vegas not mind minimal surrounding , adequate . be look impress date want opulence , may good choice . 
 Nov 24 2008 	 fantastic price - stay Tower ! 	 get pay . get ... discount rate , room fantastic , perfect , well interstate motel 6 Stratosphere room last year . well stay tower room ! many kid , good thing go November . one shocked time place full kid ... 's attraction gear toward . check fast midnight , easy check tv system . record , Slots Fun gross , could not bring buy $ 1.25 beer ... need get rid grease/ [ - ] /vomit scent . 
 Nov 23 2008 	 good value efficient service 	 book pre pay Circus Circus family therefore little surprised ask check dollar day telephone room . would give we free local call duration stay , many local call day average tourist make hotel . other say hotel look tired tower room large well insulate noise neighbouring room . air conditioning however also past era noisy setting except offthe food hotel also good value family friendly . real side stay outside control owner . Sands Hotel Circus Circus heart strip bare building site . make walk heart strip feel sidewalk cover unbelievable amount litter , compose picture naked woman service provide . would happy stay comfy bed room would tempt central location . Sta8sman : Essex 
 Nov 23 2008 	 good value money 	 stay Circus Circus three night fly San Diego cruise . read review TripAdvisor bit worried , need not . yes hotel look bit tired , tower room fine . bathroom look renovate clean , rest room . bed large comfortable room big UK standard . gripe tea / coffee make equipment room . however really problem 24 hour Krispy Kreme concession ground floor across corridor near lift , could get morning hot drink there . we problem check , , not queue people say do . the breakfast buffet , $ 10.49 head , good value food fine . dinner first night little dearer ( $ 14 think ) - not good . we also meal Garden Room fine reasonably price . Circus Circus huge take we find way around - slot machine bit shock , different hotel Vegas ! pool , tho ' take bit find - fine . the main problem hotel actually quite long way centre strip - also offer Excalibur , would well choice 's much near action . take mono - rail , short walk Circus Circus , top end MGM walk way back - good long hike . 
 Nov 22 2008 	 love circus circus 	 stay november year two week ago , ball , ok need refurb atmosphere fabulous food fantastic , love go back . asap . jones roberts manchester england 
 Nov 20 2008 	 4 we time 	 boyfriend stay time due cheap . bf 1st time go Vegas , 3thrd time . stay Fitz 2nd time go ( July 2007 ) day Inn 1st time go ( 11yr ago .. LOL ) . previous hotel way nice standard WAY well room get Circus Circus . bed feel though nothing box spring . carpet disgusting . view decent nothing hope , bf experience . buffet GROSS ! ! ! ! ! ! ! ! read lot review WOW room ppl get seem amazing compare give . 2 time previous go Vegas idea whole upgrade thing ! ! know silly , get join tripadvisor recently ! ! anyways , go back Vegas Feb 2009 insight we . thank input picture put , help much keep return trip 2009 sure upload pic share review stay ! ! look stay TI , Bill 's , Harrah 's , Excaliber , Luxor , know lot choice not able decide way yet ! ! Circus Circus might well choice course book one new room ... LOL ! ! well goodbye next time give review ! ! 
 Nov 19 2008 	 kid love much adult 	 come 40th . idea great , hotel need work . & quot ; upgrade & quot ; West tower free . room nice , bed way soft springy . ( good back neck ) also , blue stuff outside tub find take shower . move curtain leave show maid . still come . call desk maid supervisor come . not mad , little grossed wonder long ? also neighbor partie night finally 3:30 call front desk send security quiet . next night alarm going call security came turn . unfortunately hit snooze button ! impressed response instance . the free show okay . unicylcist good 2 Vladimirs . clown need help . & quot ; talent & quot ; character . eat Garden Grill , average . ask front desk restaruant good say really . McDonalds ( 2nd floor ) good normal price , great cheap meal ! ( cheap meal hard find Vegas ! ) next time would stay strip Bellagio Mandalay . take deuce bus come , $ 5 day pass . 
 Nov 18 2008 	 great kid ! ! we ! ! 	 go vegas four day stay circus circus . bit outdated hotel plenty kid husband would preferednto go bellagio ! ! , never mind go 50th birthday staff reception ask we want upgrade last night birthday bit late . casino lot kid roam pushchair . pay bit stay hotel strip . 
 Nov 17 2008 	 Great Value Good Kids 	 great 3 night stay Veteran 's Day . could not beat price , $ 105 total 3 night . Booked West Tower renovate room ( not book anything less ) . nice room , definitely great price . check line terrible notice sign ( minute ) say 1 - 800 - 5 - nowait . call check phone , walk right counter receive key less 5 minute . pass huge line . West Tower easy access valet area bite far strip . great place stay kid . spend day Adventure Dome kid also visit Midway game entertainment . Carnival game $ 1 play 2 player receive prize . kid great time . Krispy Kreme donught site well clean , well run McDonalds Midway . housekeep excellent job ( always tip maid ! 0 not expect Bellagio go reasonable mind set enjoy stay . 
 Nov 14 2008 	 fab 	 stay circus circus hotel 6 year old us point view great hotel facility although 40 yrs old year hotel definately need refurb . at end strip bit do not find problem jump straight cab reasonable . a safe busy destination lot couple family . 
 Nov 12 2008 	 depressing experience 	 family need place stay one night leave early next day . choose Circus Circus proximity RV Rental Location pick RV next day expect want much . arrive 23h00 , find lobby fill many , many family luggage . asleep couch , other sprawl . pleasant welcome . people wait bus somewhere ? clue give lobby & quot ; homeless shelter & quot ; feel . we go check - in fortuantely line . clerk note credit card mildly fade signature . offer photo ID ( passport , driver 's license etc . ) confirm indeed cardholder previously book prepaid room . clerk inform photo ID insufficient resign card . gee , preclude reason signing card first place ? guess fraud artist would never think this . we proceed room . one elevator work though clearly mark otherwise indicate order . door ( working ) elevator close quickly . family barely get door close . slow walker either . go room ok 23h00 . fancy clean enough . bathroom date . shower weak . overall feeling , please renovate . one problem curtain dim street light entirely need near darkness sleep , watch . go casino unwind family go sleep . old date well . place remind old casino meet shabby coney island . depressing . the staff whole pleasant receptive . would stay ? think equally reasonably price place Strip superior . adequate enough one night return . 
 Nov 11 2008 	 great stay 	 camb ukstaye november 2008read review go mixed view arrive airport afternoon taxi hotel 23 doller take we reception rear front people say . take 15 min check ask view strip give sky rise room 2 double bed smoke one give choice , clean well stock towel 29th floor . 2 we could fault price . try resturant find good choice even could eat steak dinner 12 doller ask wanted steak finish first one . room clean every day new towel shampoo , safe charge 50 cent use time mind , one doller day local call use time book show , take trip grand caynon papelon tour plane hele boat lunch include four we helecopter great time fault . seedy area review say time could see men club area nature hotel window 29th floor strip club , get people strip pester time share try give card certain phone number annoying .. book show back uk go travelocity problem get ticket arrive . overall excellent 7 day would go back hotel price standard people want go pay lot hotel strip , one othe point like hotel middle walk bottom end strip fermont street direction . hotel run airport bus find cost 6 doller go back airport bad 
 Nov 9 2008 	 damp mold infest room horrible customer service 	 begin , request non - smoking room ; still place smoking room . late night go somewhere else . I tolerate torcher whole night . room damp , bathroom infest mold . old rot furniture . stink pillow . amenetie : * mirror hang wall name dresser . * coffee maker . / coffee * free internet . pay 12.50 per day . * one iron , power receptacle plug - in near iron board . seal clear violation building code . Customer Service : second day , request provide non - smoking room , resposne , & quot ; even single room available . anyone believe , 3700 room even one available . next morning checkout , speak supervisor , response : non - smoking room & quot ; Request & quot ; gurranteed . I would reccomment anybody go horrible place pay $ 150.00 per night . think mom - pop motel $ 50 per night well term amenity level servce . least discourteous . 
 Nov 8 2008 	 pleasantly surprised 	 circus circus las vegas .Great time . recently return Vegas anxious hotel reading report . arrival allocate free upgrade room West Tower overlook strip . room contain 2 double bed huge tele clean bathroom . extra coathanger deliver mintue service receive whilst amazing . deuce bus stop outside hotel lifesaver use 24 hour 5 dollar .You certainly get money worth Strip 4 mile long . want waste money stay one fancy hotel strip pay least double price every thing . commend staff hotel enough would return without trepidation . 
 Nov 7 2008 	 Yuck 	 favour beware . we read lot place good place stay family , think travel agent need come look . may place 20 year ago , now . the hotel old run many area , need upgrading ( demolishing ) .The room ok , bad bit overwhelming . firstly taxis drop Strip entrance , need walk thru casino , smoky , smelly dingy . have wait line half hour check in . we stay Skyrise Tower , ( think recently upgrade , 's ) , mean walk thru tacky , tacky arcade , people sell sort rubbish . Bathroom smelly , bed ok , really modern day hotel standard , remote control do not work , smoke detector hang ceiling . internet $ 11 per day extra , luxury phone ( even without use ) $ 2 per room , cost $ 20 extended stay one HOUR.Buffet good , always queue around 15 minute get in . it be locate far end strip . we wonder exactly post positive review hotel ? ? delighted leave , would not recommend anyone . 
 Nov 5 2008 	 Circus Schmircus - thanks 	 hotel recommend travel agent boy trouble get see . like previous reviewer say DUMP capital & quot ; & quot ; . pay odd place well ( find rate much much cheap lot ot travel package ... well live learn ) . line check least half hour give room Skyline Tower awful . take one look bed go & quot ; way & quot ; . able upgrade - $ 10 per night ( $ 5 night upgrade one reviewer mention ? ) - room pillow top bed West Tower . still basic room - door wardrobe ( could not really call wardrobe - hang space - 5 coat hanger make thing bit difficult ) . basic bathroom toiletry average . try call reception nightmare - go choosing number get put hold age . they slug $ 1 day ( mandatory ) unlimited local call ( make none ) $ 10 day upgrade . fax come pay $ 5 per page course $ 11.95 day internet charge . happy camper . top woe , wall thin could hear family next door quite clearly annoying come late night wake course wake early morning . 3 day family move even noiser peope move . hate here . the hotel really far away main hustle bustle really need take cab get anywhere . totally believe good kindness anyone place bulldoze start . 
 Nov 5 2008 	 nice Room West Tower 	 lucky read review book we king bed room newly renovate West Tower . I say $ 50 night , king bed west tower room absolutely five star indulgence . hotel website picture room see get . bed pillow comfortable , not even wan na get it.42 inch LCD tv , many free tv channel . no wireless internet , much , not even get chance turn laptop 2 night stay . if budget , remeber get visit las vegas guide , even free show keep occupy every day . we love circus show every half hour . not miss TI pirate ship , Rio dance gal , Bellagio fountain , MGM lion .. lot see even budget . Circus buffet cheap , buffet Rio well . I stay Circus Circus not get free TimeShare offer hotel , afterall , cheap option strip . 
 Nov 4 2008 	 Grteat Time Circus Circus 	 5th visit Vegas first time stay Circus Circus . previously stay Stardust ( twice demolish ) , Key Largo ( close ) Barbary Coast ( name change ) . enjoy every minute Circus Circus . room Skyrise Tower comfortable . check smooth . check ask room view Strip receptionist say not available however get room good view strip could get Circus Circus . all staff friendly . car manage get . go lovely little vineyard Pahrump Henderson Red Rock Canyon well plenty walking . duece day pass excellent value last 24 hour day buy it . travel first time US Airways Manchester UK via Philadelphia flight excellent . fact think good transatlantic flight take . negative comment US Airways pleasantly surprise . 
 Nov 1 2008 	 suck Circus 	 PLACE DUMP , go thru several room get satisfied enough least stay . every corner turn someone hand ... complete milk everything double quote room price 12 buck use internet day , mail service 5 buck pop receive fax . place old deterioration explainable , lack care staff general lack enthusiasm make place horror go home evening , cigarette smoke bad casino could not gamble , gamble elsewhere . let face face vegas constantly change might time circus circus dynamite thing rebuild move modern age . oh Buffet okay well rate vegas claim 
 Nov 1 2008 	 real circus 	 big big big hotel . hotel everything : circus , horror dome , adventure dome , restaurant , shop , swimming pool course casino 's . room spacious two large bed large bathroom . everything clean although lot room occupy stay , never hear neighbour . hotel situate begin Strip take walk get casion hotel attraction Strip . always take taxi . 
 Oct 28 2008 	 Second visit ... even well 1st ! ! 	 second stay hotel , fabulous ! ! ! check quick , make call hotel week request conjoin room , tell would depend availability day . lucky we get one . main tower 10th floor . re - furbished room , comfortable clean ( clean 1st time anyway ) hotel staff great , always seem end nice ( staff get taxi 's , doorman ? ? ) mile mile walk everyday , go almost every hotel stay , see attraction , walk sign ( seem lot close tme ) example great staff , one evening fall Hotel room result take hospital hve stitch , hotel staff fab ! send security room first assess damage , sherrif , paramedic . know mess around room , judge we , paramedic . recieve letter hotel today pass good wish recovery . something be not expect all . we fly Virgin Atlantic , do , never keen anyway . outbound journey horrendous ! ! ! something do not want start holiday . service terrible . serve 2 bitesize meal , offer beverage . 10 hour flight feel awful . friend find hostess ask beverage tell wait break . understand need break , break time , hostess be not even friendly either . return journey much well . I grumble ever holiday . plan return couple year , anyone know airline fly direct do not fancy fly virgin again . have fab time ! ! ! definalty go back stay @ Circus Circus ! ! 
 Oct 28 2008 	 Viva Circus Circus ! 	 back visit Las Vegas Baby ! brilliant time stay Circus Circus , read review warn we would wall wall children - case . certainly kid hotel visit , manage get pool hour couple day kid pool times 3 . 2 pool , one do not bar far well , much quieter walk round bar get drink 1 minute , also nice jacuzzi . room spacious , huge bathroom , really clean . confortable . hotel absolutely vast , take we 10 minute front entrance get room , get offer upgrade west tower room 5 dollar night , take offer ( wish ) cut walk room half , room do . lot nice place get something eat hotel , eat breakfast everyday bagel barista , lot choice , cereal , fresh fruit , beautiful bagel cream cheese ( 10 diffterent kind bagel ) croissant , muffin , sandwich , really fresh . also eat Garden Grill , good steak , italian food reasonable price . get pitcher frozen margarita 10 dollar . lovely ! want quick snack , recommend Westside Deli , casino area get giant footlong hotdog 2.99 . outside hotel subway mcdonald . catch Duece bus right outside hotel , take strip day 5 dollar , great hop . also catch Duece bus right along end strip factory outlet , great bargain , Timberland , Converse , Adidas , Nike , Osh Kosh etc . also , catch Bellagio fountain , Brilliant .. lastly , great time . 
 Oct 27 2008 	 stay someplace else 	 wife look reasonably price hotel Las Vegas also clean comfortable , book one newly renovate West Tower Rooms Circus Circus website . wait long check - in line , tell type room book available ( even though pay first night advance ) . explain not want stay different part hotel ( remember web site picture room , old dingy ) , eventually give West Tower Room . however , not tell we room give we two small bed instead one large bed . time get room around 1 am , exhausted complain . would recommend hotel . 
 Oct 23 2008 	 good fun 	 nice Hotel . must ok Wife get marry hotel wedding chapel ! room apparently refurbish West Tower spacious , clean comfortable . hotel situate one end strip , ideally place venture Vegas . parking excellent , valet parking technically free ( although staff work tip ) , staff helpful cheerful . large amount restaurant / bar etc food never issue , aside casino good amusement arcade , regular circus act , selection shop ( slightly pricey ) indoor theme park complete roller coaster , haunt house etc . I definately reccommend wed chapel - wonderful ceremony , romantic professional lovely setting . staff friendly although try rip shamelessly come buy photo wed . the price room also extremely good - around $ 60 night inc taxis , spectacular value consider pay double bog standard comfort inn place day before . the issue hotel extremely busy , particularly lobby meaning sometimes 10 minute wait lift long line buffet get pester slightly walk exit shop / stall owner try sell thing . highly recommend . 
 Oct 23 2008 	 Surprise ! 	 fabulous place stay . 3 night stay recently 2 adjoining room Skyrise Tower . Mum & amp ; Dad one room 3 teenage kid other . read lot ordinary review not sure expect . must lot grumpy fussy people , absolutely fine . new hotel Vegas room clean , shower work fine sleep like log nothing wrong bed ! great place eat , lot souvenir shop Midway circus game area great kid . want 5 star go somewhere else think great 
 Oct 23 2008 	 Okay 	 stay skyrise tower , top floor . not straightforward navigate hotel without map . room clean tidy reeked smoke bathroom even though non - smoking room . check - in slow tedious . plus side staff helpful accomodate . buffet value money . 
 Oct 21 2008 	 never stay 	 horrible Hotel . till end 2009 , even Strip huge construction Circus Circus main part Strip , need drive anyway . hotel joke : be gloomy , stinky & quot ; happy las vegas feel & quot ; whatsoever . bring in - law , ashamed steped lobby . want save money - stay Strip . rate find much well deal . want Strip - stay Treasure Island Bellagio ( wlkable part ) , price bite ... 
 Oct 17 2008 	 * another Good Stay * 	 wife decide take 36 hour getaway trip Las Vegas . live Phoenix Vegas 5 hour drive we . we stay October 13th-15th , 2008 time around little man join we first time 6 month old though , hehehe . our cousin , husband two little girl live 20 minute strip get enjoy hotel get visit even watch little man overnight wife could night enjoy self gambling , drink etc . the trip time Circus Circus much . Everytime Vegas stay Circus Circus . midway fun time able win stuff animal son cool . know first time parent ! stay West Tower ( Refurbished ) comfortable pillow top bed . 32 inch flat screen tv new furnishing . high floor 35 story . the room nice cool great view . carpet wear many area though . also enjoy whirlpool bath , however , not get enjoy room jet work . we call get fix could not move we 29th floor whirlpool inside . however , soon walk reeked cigarette smoke ( Non - Smokers ) immediately go back front desk ask another room . this time give we room 26th floor whirlpool bath smell smoke doable reek little bathroom sleep area all . the previous guest obviously smoke bathroom place wash cloth air vent eliminate smoke travel through - out non - smoking 26th floor . this clearly hotel 's fault settle room enjoy oversized whirlpool bath , comfortable bed 32 inch flat screen tv acourse enjoy evening gambling , show drink etc . we stay Circus Circus many time know expect although hotel not good reputation really bad rate pay $ 66 per night include $ 20 upgrade whirlpool bath . the hotel great family gambler want gamble cheap . Circus Circus Slots Fun next door meet need . if family want enjoy Vegas cheap give Circus Circus try bad hotel . Casino Cafe great food , buffett decent food lot choose . can not go wrong . want luxury skip Circus regular want fun choose Circus . SPECIAL NOTE : smoker please not smoke room . go downstairs smoke casino outside . weather great Las Vegas right now . be considerate other . thank God son cousin 's house room hop . remember , always ask smoking room 's extra charge ! anyways , thank enjoy trip Las Vegas ! Photo 's post week go back Vegas stayin Circus Cirucs ! 
 Oct 13 2008 	 remember get pay 	 get cheap deal note review expect expect old 3 * hotel Strip . original room pay upgrade attempt get one refurbish room West Tower . old room corridor musty smell look tired . would not want stay part hotel . Staff immediately change room without bother get much nice room find adjorne door another room nightmare neighbour argue night . morning without fuss staff reception , particular Trina note helpfulness , reserve possibly one good room hotel we . rest stay satisfied . 3 * hotel room must border 4 * not little thing . hotel family much facility base theme see look good quite update . want romantic break - spend money go elsewhere . like area hotel , swimming pool need work . pool seem clean surround area attractive . perhaps plant tree would look nice ? end day , make sure get refurbish room West Tower quite adequate hotel . deuce bus stop outside take downtown central area Strip posher hotel . simply walk hotel much , need sleep hotel . overall great time Vegas would stay Circus Circus prefer go upmarket ( course would pay ) mean trip less enjoyable . 
 Oct 9 2008 	 good place kid 	 hotel good kid . not like casino . part hotel carpet stink . six elevetor 3 work . buffet : Breakfast $ 11.00 worth . discount kid . dinner eat Paris Hotel $ 25.00 Buffet ( recomede ) also fast food Venitian ( chine , Burgers etc . ) Planet Hollywood restaurant like sbaro , italian cusine cheap $ 25 per person full meal , 
 Oct 8 2008 	 check need improve 	 room great size room near adventure dome pool , think buffet improve since stop 3 year ago , maybe hotel need little re - fit overall bad price pay , would say take we 1 1/2 hrs check inn , yes know hotel alot room see check desk untended queue long think could improve ... 
 Oct 8 2008 	 good deal strip 	 excelent deal 2 night , 3rd night free . cost less 100.00 dollar . skyrise tower bad , especially need place sleep 
 Oct 5 2008 	 gamble cc service . . . lose 	 stay Circus Circus night early Oct 2008 staying time past 10 year . difference year make . always low end term nicety service , 's crumble . my problem could summarize with:1 . take shower water refuse turn , took forever send someone try fix it2 . ceiling literally crumble onto shower3 . next morning take another shower water refuse turn . not even bother call , figure someone would find check since do not ' seem care guest4 . exciting shower , however , maid come room , open show curtain shower ! could not believe , not even announce ask anyone room ! barge right shower . embarasse apologetic , 's excuse this . ultimately , none engineer 's maid 's fault . 's fault people suppose manage train . become shoddy hotel would stay away . 
 Oct 3 2008 	 stay away ! 	 stay Circus Circus Skyrise tower room & quot ; view & quot ; ( 17th floor ) . bed uncomfortable housekeeping not clean room . get back room around 6:30 pm call housekeeping come clean room never show . stay 2006 big difference . 
 Sep 30 2008 	 great family 	 stay day sep.the standard not yo ceaser bellagio , etc . not claim . take kid vegas , place stay . find staff helpful , room clean tidy . meal acceptable , many fault really . 
 Sep 28 2008 	 Yuck ! 	 get pay , get basic - blah , 2 queen - bed room clean sheet towel . wish spend little different place hotel / casino . see well day . become downright seedy , redeem ambiance , carpet filthy . coffee pot room . thank trip advisor read bus stop front ! ! would not able enjoy strip without ... bus nicer clean hotel ! however , stay prepared walk LOT ! ! check - in not take long , person check we , whose initial MGM , tell we room suite ( not ) have lovely view strip ( actually look roof top construction go street ) . baby next door not cry night room not smell bad like area property . like casino strip , drink slot machine table gratis . the cafeteria style breakfast ok , not want eat . next time , will spend money stay centrally locate , new , nice place . 
 Sep 26 2008 	 pretty Decent money ... 	 arrive get lose try find room . place huge ! still never make entire hotel . figure price fact sleep , 's good deal . walk center strip excitement ( long walk be shape ) . catch Deuce . double decker bus run 24 hour day . one way trip cost $ 2 . 24 hour pass $ 5 ( Better Deal ) . bus get little crowded night seem take forever . happen , bother , take cab ! anyway , back hotel . food Casino Cafe awesome . huge portion . one order something probably feed 2 3 people . get lil smoky 's connect casino people allow smoke casino . , not get seat near door restaurant . be $ 10 shop lovely jewelry another one nice souvenir gift . want go store call & quot ; lycns - PL8S & quot ; something like . never get around go back . 
 Sep 23 2008 	 Good Value 	 Circus Circus locate towards end strip . bus stop right outside travel deuce bus regularly . the hotel really good child , circus inside ( hence name ) fairground also . really good keep child occupy . the buffet restaurant good value money - eat drink set price . bit repetitive , try vary choice day . the room spacious - however fridge room would beneficial weather hot fluid definately require . air conditioning great though . like hotel , casino good drink regularly supply , remember tip waitress . would definately go back good value although end strip , worth pay approx £ 400 less hotel . 
 Sep 22 2008 	 good pay 	 Circus Circus i d expect . book West Tower Room newly decorate , perfect need , clean , maid come everyday get clean towel , fresh linen whenever want ! ! sound air con , bathroom clean , 32 & quot ; flat screen tv ! ! safe free use ! ! kids hotel , probably due time year . check - in take 5 min , tho 1 am , check take 5 min , 7 am ! ! duece bus stop right side hotel take u strip $ 5 24 hour ticket ! ! would stay hotel , would not eat , gross ! ! ! ! 
 Sep 20 2008 	 bargain 	 arrive circus circus expect lot actually quite nice . front desk staff extremly friendly helpful.room big two massive bed , nice bathroom clean.the buffet evening be not great ok ... nothing special 12 $ okay ... gamble perfect young people traveller really really cheap affortable.no pool unfortunatly.for price ? ? ? absolut bargain : ) 
 Sep 19 2008 	 cheap adequate 	 not book , call reception get clean , quiet , comfortable room 2 queen $ 39 night . incredible value money . 
 Sep 18 2008 	 fear loathe Circus Circus 	 stay first trip Las Vegas . choice Hunter Thompson fan want stay hotel feature novel fear Loathing Las Vegas . let start say room huge .... 's good . check take least hour . front desk staff hopeless . finally get room stank . change room take another hour allocate less stinky room . get use smell day . bed hard uncomfortable . ten day think housekeeping change sheet make room four day . physically chase clean towel contact front desk get we nowhere . safe break air conditioner old not work well . noisy day night . lot coming going times night . thin wall .... keep awake man room next door snore one night . lot lady see card hand Strip frequent hallway . take another trip Las Vegas September 08 not venture end Strip . Circus Circus stay 18 month ago may sort refurbishment upgrade since . even would not stay .... far away amenity . not even Starbucks ! 
 Sep 17 2008 	 keep expectation low will fine . 	 stay 3 night hotel 3 friend girl trip . stay room 26th floor Skyrise Towers . room fair size consider 4 adult accommodate . the linen room clean , 2 queen sized bed pretty comfortable . kleenex box bathroom empty though , not big deal since call housekeeping pillow towel anyways . fridge coffee maker room , iron ironing board . also safe take 50cents use time want lock . bathroom equip hairdryer , cheap generic soap , shampoo / conditioner . showerhead really hard water pressure ( friend long hair tell awesome , think touch hard skin ) , drain tub seem clogged water collect around foot . sink could use good de - clogging . shower curtain also position close shower space probably 2 - 3 inch narrow accustomed ( ' m particularly big person ) . particularly unpleasant curtain would start float inward due hot steam would touch skin . within sleeping area , floor appear clean , definite white line dust collection behind bed aircondition system vacuum could not reach . inside armoire top tv also layer dust maid must ' ve miss . airconditioner work well though , work hard loudly keep we cool like keep around 70f ( 21c ) .There long line check - in system reminiscent bank - line take 45minutes total . gentleman check courteous helpful though . give we detailed instruction get room , good thing fair trek away registration . get skyrise tower must go elevator 2nd floor , proceed walk & quot ; promenade & quot ; much akin street fair , go small section casino another set elevator . bit hassle , try navigate crowd pushy vendor luggage . pushy vendor ? oh yes ! promenade make sort salesfolk try grab attention persuade buy good ... god forbid make eye contact ! certainly not see action Treasure Island Mirage lol . 4th day learn walk fast ignore pitch . cc try family orient , say , free circus act midway pretty entertaining ( , be cirque du soleil , be free ) , pool close 8 pm restaurant close 9 pm . kid around since school already started not notice run around casino area get midway , splashie pool they . to keep review long novel , will finish say cc old hotel definitely show age . price cheap can not go high expectation else will really disappoint . be budget great place stay . 
 Sep 16 2008 	 great ! ! ! ! 	 book 3nt upgrade 3 * worth ! hotel smell , room main tower basic ever stay , even tea make ! bed lumoyest ever ! wokr every 2hrs sore turn ! ! make cause 3nt 
 Sep 15 2008 	 terrible experience . like zoo circus 	 first , low rate online click & quot ; register & quot ; nothing happen call hotel . get hotel , line outrageous unorganized . get AAA rate , give & quot ; deal & quot ; online even charge & quot ; fee & quot ; telephone even though never even touch . room filthy smelly . wake , kid bite arm leg . I could go sticky table dirty cup dinner inside hotel , will refrain say never stay . disappointing . 
 Sep 13 2008 	 what s happen ? ? ? 	 well say little disappointed time round . Vegas twice stay Circus Circus twice , know exactly expect - value money . yes cheap hotel end strip , like . recently renovate say nothing negative accommodation - room clean , fresh , large , much value money . unfriendly unhelpfulness staff would probably deter stay . not bother full family peak season , great part stay sleep head day .... can not stand rude staff attitude ! ! ! ! much say great value money long not need help staff let honest everyone question ask concierge one point stay . think hotel get big boot management may want look put staff customer service training 
 Sep 12 2008 	 Great Bed . pool area need work 	 love king size bed room , wish Icould buy home . shower pressure wasthe great hotel ever have . Room clean . problem roomwa air conditioning little loud manynoise . would stay hotel notplanning use pool . lifeguard nothingand text message friend . arewante pool area lifeguard enforce therule , hotel . , notgoe swim , would stay . 
 Sep 10 2008 	 viva las vegas 	 read review worried stay circus circus . say awesome stay . guess hotel good bad experience , place whether clothing store , restaurant etc . check fast completely different entrance casino nice . end strip ( really strip big ) . get room impress big clean modern huge bathroom nice flat screen tv . would suggest stay reno have tower want experience , believe room tower $ 10 - 15 night ( worthwhile investment ) 2 pool unlike review read , pool good location ( hard get ) big alot recline chair . pool bar , life guard , pool attendant . average buffet really big huge selection , would suggest breakfast lunch definatley go nice restaurant along strip nice sit meal . personally go hafbrauhaus unique german beer hall style restaurant really nice food good service good entertainment . next morning go grand canyon check hotel . able leave bag bell desk , end night go back hotel , make transportion arrangement back airport . defiantely good place nice weekend getaway would definately stay ! 
 Sep 9 2008 	 bad location nightlife 	 stay summer 2008 , find location well suit single party look enjoy nightlife Vegas . also hotel contain much way bar , would well suit family . even restaurant close large part day . stay result lot walk elsewhere , wait bus ! 
